filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,‰æ‘œƒTƒCƒY,35mmŠ·ŽZ,—j“ú,“ú•t,ŽžŠÔ‘Ñ,happy_tf,male_tf,distance,—j“ú_tf
A7300001-1221-1,1,21,male,0,0,0,0,0,0.963,0.037,0,35.65948833,139.7000781,341,34,“y,2019/12/21,1,0,1,2.724,1
A7300001-1221-1,2,15,male,0,0,0,0,0,0.998,0.002,0,35.65948833,139.7000781,159,34,“y,2019/12/21,1,0,1,5.804,1
A7300001-1221-1,3,38,male,0,0,0,0,0,0.922,0.077,0,35.65948833,139.7000781,132,34,“y,2019/12/21,1,0,1,6.984,1
A7300001-1221-1,6,14,male,0,0,0,0,1,0,0,0,35.65948833,139.7000781,93,34,“y,2019/12/21,1,1,1,9.899,1
A7300001-1221-1,7,25,male,0,0,0,0,0,0.998,0.001,0,35.65948833,139.7000781,63,34,“y,2019/12/21,1,0,1,14.596,1
A7300001-1221-1,8,41,male,0,0,0,0,0,0.986,0.003,0.011,35.65948833,139.7000781,54,34,“y,2019/12/21,1,0,1,17.024,1
A7300002-1221-1,1,26,male,0,0,0,0,0,0.977,0.023,0,35.65945306,139.6999253,75,34,“y,2019/12/21,1,0,1,12.266,1
A7300002-1221-1,2,50,male,0,0.172,0,0,0.003,0.824,0.001,0,35.65945306,139.6999253,36,34,“y,2019/12/21,1,0,1,25.518,1
A7300003-1221-1,2,35,male,0,0,0,0,0,0.999,0.001,0,35.65944861,139.6997142,78,34,“y,2019/12/21,1,0,1,11.796,1
A7300003-1221-1,5,59,male,0,0,0,0,0.024,0.975,0.001,0,35.65944861,139.6997142,49,34,“y,2019/12/21,1,0,1,18.757,1
A7300003-1221-1,6,47,male,0,0,0,0,0,0.997,0.002,0,35.65944861,139.6997142,45,34,“y,2019/12/21,1,0,1,20.421,1
A7300003-1221-1,7,30,male,0,0,0,0,0,1,0,0,35.65944861,139.6997142,45,34,“y,2019/12/21,1,0,1,20.421,1
A7300003-1221-1,8,38,male,0.001,0,0,0.001,0.001,0.885,0.003,0.109,35.65944861,139.6997142,43,34,“y,2019/12/21,1,0,1,21.37,1
A7300004-1221-1,1,40,male,0,0.001,0,0,0,0.986,0.013,0,35.65942165,139.6995871,420,34,“y,2019/12/21,1,0,1,2.218,1
A7300004-1221-1,3,16,male,0,0,0,0,0,1,0,0,35.65942165,139.6995871,79,34,“y,2019/12/21,1,0,1,11.647,1
A7300006-1221-1,1,29,male,0,0,0,0,0,0.996,0.003,0,35.6593604,139.6992495,208,34,“y,2019/12/21,1,0,1,4.445,1
A7300006-1221-1,2,5,male,0,0,0,0,0.001,0.97,0.029,0,35.6593604,139.6992495,153,34,“y,2019/12/21,1,0,1,6.03,1
A7300006-1221-1,4,32,male,0,0,0,0,0.001,0.987,0.012,0,35.6593604,139.6992495,86,34,“y,2019/12/21,1,0,1,10.702,1
A7300007,1,21,male,0.001,0,0,0,0,0.984,0.015,0,35.65966333,139.7003542,205,34,“ú,2019/12/8,1,0,1,4.509,1
A7300007,2,36,male,0.002,0.005,0,0,0,0.961,0.031,0,35.65966333,139.7003542,51,34,“ú,2019/12/8,1,0,1,18.023,1
A7300007,3,33,male,0.004,0,0,0,0.011,0.983,0.001,0,35.65966333,139.7003542,50,34,“ú,2019/12/8,1,0,1,18.383,1
A7300007-1221-1,1,46,male,0,0,0,0,0,0.996,0.001,0.002,35.65938996,139.6993298,318,34,“y,2019/12/21,1,0,1,2.919,1
A7300008,3,26,male,0.001,0.002,0.005,0,0.092,0.89,0.002,0.008,35.65969028,139.7002089,68,34,“ú,2019/12/8,1,0,1,13.526,1
A7300008,7,25,male,0,0,0,0,0,0.999,0,0,35.65969028,139.7002089,39,34,“ú,2019/12/8,1,0,1,23.558,1
A7300008-1221-1,1,45,male,0,0.134,0,0,0.001,0.851,0.013,0,35.65941023,139.6994367,259,34,“y,2019/12/21,1,0,1,3.576,1
A7300008-1221-1,4,15,male,0,0,0,0,0,0.987,0.013,0,35.65941023,139.6994367,188,34,“y,2019/12/21,1,0,1,4.914,1
A7300008-1221-1,7,18,male,0.001,0,0,0,0.071,0.91,0.002,0.017,35.65941023,139.6994367,105,34,“y,2019/12/21,1,0,1,8.771,1
A7300009,1,23,male,0,0,0,0,0,0.996,0.003,0,35.65961778,139.6999503,267,34,“ú,2019/12/8,1,0,1,3.47,1
A7300009,2,16,male,0,0,0,0,0,0.865,0.135,0,35.65961778,139.6999503,239,34,“ú,2019/12/8,1,0,1,3.873,1
A7300009,3,25,male,0,0,0,0,0,0.985,0.003,0.012,35.65961778,139.6999503,234,34,“ú,2019/12/8,1,0,1,3.955,1
A7300009,5,25,male,0,0,0,0,0.052,0.947,0,0,35.65961778,139.6999503,66,34,“ú,2019/12/8,1,0,1,13.935,1
A7300009-1221-1,2,21,male,0,0,0,0,0,0.999,0.001,0,35.65942899,139.6995331,333,34,“y,2019/12/21,1,0,1,2.789,1
A7300009-1221-1,4,43,male,0.001,0.001,0.001,0.001,0,0.941,0.051,0.004,35.65942899,139.6995331,96,34,“y,2019/12/21,1,0,1,9.591,1
A7300009-1221-1,5,39,male,0,0,0,0,0,0.992,0.007,0,35.65942899,139.6995331,89,34,“y,2019/12/21,1,0,1,10.342,1
A7300009-1221-1,6,51,male,0.001,0.003,0.001,0.009,0,0.876,0.016,0.095,35.65942899,139.6995331,87,34,“y,2019/12/21,1,0,1,10.579,1
A7300009-1221-1,9,22,male,0,0,0,0,0.004,0.98,0.016,0.001,35.65942899,139.6995331,45,34,“y,2019/12/21,1,0,1,20.421,1
A7300010,1,17,male,0,0,0,0,0,1,0,0,35.65965233,139.6997831,175,34,“ú,2019/12/8,1,0,1,5.276,1
A7300010,7,20,male,0.001,0.027,0.001,0,0.233,0.711,0.028,0,35.65965233,139.6997831,77,34,“ú,2019/12/8,1,0,1,11.949,1
A7300010,8,21,male,0,0,0,0,0,0.999,0.001,0,35.65965233,139.6997831,74,34,“ú,2019/12/8,1,0,1,12.432,1
A7300010,9,21,male,0,0,0,0,0.999,0.001,0,0,35.65965233,139.6997831,60,34,“ú,2019/12/8,1,1,1,15.325,1
A7300010,10,46,male,0,0,0,0,0,0.995,0.004,0.001,35.65965233,139.6997831,49,34,“ú,2019/12/8,1,0,1,18.757,1
A7300010-1221-1,1,68,male,0,0,0,0,0,0.96,0.04,0,35.65939617,139.6997646,53,34,“y,2019/12/21,1,0,1,17.344,1
A7300011,1,29,male,0.003,0,0,0,0.902,0.093,0.002,0,35.65967303,139.6995779,210,34,“ú,2019/12/8,1,1,1,4.403,1
A7300011,2,38,male,0,0.001,0,0,0,0.986,0.013,0,35.65967303,139.6995779,141,34,“ú,2019/12/8,1,0,1,6.541,1
A7300011,5,18,male,0.001,0.001,0.001,0,0.087,0.909,0.002,0,35.65967303,139.6995779,64,34,“ú,2019/12/8,1,0,1,14.369,1
A7300011-1221-1,1,68,male,0.003,0.001,0,0,0,0.975,0.02,0,35.65932556,139.6997536,142,34,“y,2019/12/21,1,0,1,6.495,1
A7300012,8,24,male,0,0,0,0,0,0.999,0.001,0,35.65962778,139.6994325,39,34,“ú,2019/12/8,1,0,1,23.558,1
A7300012-1221-1,1,49,male,0,0.002,0,0,0,0.977,0.021,0,35.65908491,139.6995914,173,34,“y,2019/12/21,1,0,1,5.337,1
A7300013,1,57,male,0.001,0,0,0,0,0.974,0.024,0,35.659605,139.6992719,184,34,“ú,2019/12/8,1,0,1,5.02,1
A7300013,4,45,male,0,0.001,0,0,0,0.87,0.129,0,35.659605,139.6992719,92,34,“ú,2019/12/8,1,0,1,10.006,1
A7300013,7,58,male,0.005,0.057,0.001,0,0.005,0.924,0.008,0,35.659605,139.6992719,60,34,“ú,2019/12/8,1,0,1,15.325,1
A7300013,10,43,male,0,0,0,0,0,0.995,0.005,0,35.659605,139.6992719,53,34,“ú,2019/12/8,1,0,1,17.344,1
A7300013,11,23,male,0,0,0,0,0,0.999,0,0,35.659605,139.6992719,52,34,“ú,2019/12/8,1,0,1,17.677,1
A7300014,2,20,male,0,0,0,0,1,0,0,0,35.6596174,139.6991021,73,34,“ú,2019/12/8,1,1,1,12.602,1
A7300014-1221-1,1,67,male,0,0.138,0,0,0.001,0.844,0.016,0,35.65908243,139.6997815,91,34,“y,2019/12/21,1,0,1,10.116,1
A7300014-1221-1,2,63,male,0,0.001,0,0,0,0.962,0.036,0.001,35.65908243,139.6997815,79,34,“y,2019/12/21,1,0,1,11.647,1
A7300015,2,46,male,0.001,0.004,0.026,0,0.001,0.956,0.003,0.008,35.65970042,139.698896,187,34,“ú,2019/12/8,1,0,1,4.94,1
A7300015-1221-1,2,23,male,0,0,0,0,0.001,0.993,0.006,0,35.65902333,139.6998563,48,34,“y,2019/12/21,1,0,1,19.147,1
A7300016,1,41,male,0,0.032,0,0,0.025,0.94,0.002,0,35.65977706,139.6987097,366,34,“ú,2019/12/8,1,0,1,2.541,1
A7300016,2,29,male,0,0.008,0,0,0.558,0.432,0.001,0,35.65977706,139.6987097,164,34,“ú,2019/12/8,1,1,1,5.628,1
A7300016,4,60,male,0,0,0,0,0,0.999,0.001,0,35.65977706,139.6987097,75,34,“ú,2019/12/8,1,0,1,12.266,1
A7300016-1221-1,2,35,male,0,0,0,0,0,0.981,0.002,0.016,35.65896345,139.6999739,87,34,“y,2019/12/21,1,0,1,10.579,1
A7300016-1221-1,3,23,male,0.011,0,0.001,0,0.017,0.967,0.004,0.001,35.65896345,139.6999739,80,34,“y,2019/12/21,1,0,1,11.502,1
A7300018,1,31,male,0,0,0,0,0,0.998,0.001,0,35.6599684,139.6982791,245,34,“ú,2019/12/8,1,0,1,3.779,1
A7300018,2,26,male,0,0.001,0.002,0,0.001,0.981,0.008,0.006,35.6599684,139.6982791,150,34,“ú,2019/12/8,1,0,1,6.15,1
A7300018-1221-1,1,65,male,0,0,0,0,0,0.997,0.001,0.001,35.65889297,139.6996317,287,34,“y,2019/12/21,1,0,1,3.231,1
A7300019,1,58,male,0,0,0,0,0,0.993,0.006,0.001,35.66002278,139.698081,74,34,“ú,2019/12/8,1,0,1,12.432,1
A7300019,2,44,male,0,0,0,0,0.001,0.998,0,0,35.66002278,139.698081,47,34,“ú,2019/12/8,1,0,1,19.554,1
A7300019-1221-1,1,35,male,0,0.001,0,0,0,0.96,0.039,0,35.65880414,139.6994152,85,34,“y,2019/12/21,1,0,1,10.827,1
A7300019-1221-1,2,52,male,0,0,0,0,0,0.95,0.05,0,35.65880414,139.6994152,43,34,“y,2019/12/21,1,0,1,21.37,1
A7300021,1,44,male,0,0,0,0,0.001,0.997,0.002,0,35.66017835,139.6976949,38,34,“ú,2019/12/8,1,0,1,24.177,1
A7300022,3,10,male,0.001,0,0.001,0,0,0.816,0.182,0,35.66024211,139.6975027,146,34,“ú,2019/12/8,1,0,1,6.318,1
A7300022,4,41,male,0,0.004,0,0,0.021,0.971,0.004,0,35.66024211,139.6975027,102,34,“ú,2019/12/8,1,0,1,9.028,1
A7300022-1221-1,3,25,male,0,0,0,0,0,1,0,0,35.65877525,139.6992487,62,34,“y,2019/12/21,1,0,1,14.831,1
A7300023-1221-1,1,24,male,0,0.002,0,0,0.61,0.387,0,0.001,35.6587266,139.6991483,67,34,“y,2019/12/21,1,1,1,13.727,1
A7300024,1,31,male,0,0,0,0,0,0.991,0.004,0.004,35.66039487,139.6969551,98,34,“ú,2019/12/8,1,0,1,9.396,1
A7300025,3,31,male,0,0,0,0,0,0.795,0.204,0,35.66035645,139.6970661,128,34,“ú,2019/12/8,1,0,1,7.201,1
A7300025,4,18,male,0,0,0,0,1,0,0,0,35.66035645,139.6970661,106,34,“ú,2019/12/8,1,1,1,8.689,1
A7300025,5,17,male,0,0.002,0,0,0.995,0.003,0,0,35.66035645,139.6970661,104,34,“ú,2019/12/8,1,1,1,8.855,1
A7300025,6,16,male,0.001,0,0,0,0.009,0.987,0.001,0.003,35.66035645,139.6970661,68,34,“ú,2019/12/8,1,0,1,13.526,1
A7300025,7,27,male,0.035,0.003,0,0,0,0.949,0.014,0,35.66035645,139.6970661,42,34,“ú,2019/12/8,1,0,1,21.878,1
A7300025-1221-1,1,53,male,0,0,0,0,0.004,0.957,0.038,0.001,35.65911819,139.6992994,143,34,“y,2019/12/21,1,0,1,6.45,1
A7300026,3,49,male,0.002,0,0,0,0,0.995,0.003,0,35.66032642,139.6971848,137,34,“ú,2019/12/8,1,0,1,6.731,1
A7300026,5,54,male,0,0,0,0,0,0.835,0.164,0,35.66032642,139.6971848,67,34,“ú,2019/12/8,1,0,1,13.727,1
A7300026-1221-1,1,57,male,0.001,0.001,0.001,0,0,0.965,0.026,0.005,35.6592361,139.6992115,143,34,“y,2019/12/21,1,0,1,6.45,1
A7300027,2,5,male,0,0.004,0.001,0,0.296,0.596,0.1,0.003,35.66028957,139.6973643,212,34,“ú,2019/12/8,1,0,1,4.362,1
A7300027,4,31,male,0.05,0.011,0.001,0,0,0.934,0.002,0.001,35.66028957,139.6973643,121,34,“ú,2019/12/8,1,0,1,7.616,1
A7300027,6,26,male,0,0,0,0,0.011,0.988,0,0,35.66028957,139.6973643,50,34,“ú,2019/12/8,1,0,1,18.383,1
A7300027-1221-1,1,28,male,0,0,0,0,0,0.979,0.021,0,35.65929173,139.698973,286,34,“y,2019/12/21,1,0,1,3.242,1
A7300027-1221-1,2,25,male,0,0,0,0,0,0.975,0.024,0,35.65929173,139.698973,125,34,“y,2019/12/21,1,0,1,7.373,1
A7300027-1221-1,3,45,male,0,0,0,0,0,0.995,0.004,0,35.65929173,139.698973,62,34,“y,2019/12/21,1,0,1,14.831,1
A7300027-1221-1,4,24,male,0.005,0.001,0.001,0.001,0.117,0.863,0.003,0.009,35.65929173,139.698973,52,34,“y,2019/12/21,1,0,1,17.677,1
A7300027-1221-1,5,23,male,0.001,0.001,0.002,0,0.797,0.109,0.09,0.001,35.65929173,139.698973,48,34,“y,2019/12/21,1,1,1,19.147,1
A7300028,3,26,male,0.002,0.002,0.008,0,0.016,0.823,0.149,0,35.66036306,139.69761,86,34,“ú,2019/12/8,1,0,1,10.702,1
A7300028,5,41,male,0.001,0.001,0,0,0.871,0.127,0,0,35.66036306,139.69761,69,34,“ú,2019/12/8,1,1,1,13.33,1
A7300029,1,34,male,0,0,0,0,0,0.928,0.071,0,35.66006685,139.697654,205,34,“ú,2019/12/8,1,0,1,4.509,1
A7300029-1221-1,2,21,male,0,0,0,0,0,0.844,0.155,0,35.65921209,139.6986664,143,34,“y,2019/12/21,1,0,1,6.45,1
A7300030-1221-1,1,46,male,0,0,0,0,0,0.999,0.001,0,35.65921032,139.6985655,232,34,“y,2019/12/21,1,0,1,3.988,1
A7300030-1221-1,3,23,male,0,0.001,0,0,0.319,0.678,0,0.001,35.65921032,139.6985655,58,34,“y,2019/12/21,1,0,1,15.852,1
A7300030-1221-1,4,19,male,0.001,0,0,0,0.002,0.99,0.007,0,35.65921032,139.6985655,57,34,“y,2019/12/21,1,0,1,16.129,1
A7300031,1,32,male,0,0.001,0,0,0,0.997,0.001,0,35.65982472,139.6976775,241,34,“ú,2019/12/8,1,0,1,3.841,1
A7300031,4,27,male,0.004,0,0,0.001,0.416,0.567,0.003,0.009,35.65982472,139.6976775,73,34,“ú,2019/12/8,1,0,1,12.602,1
A7300031-1221-1,1,20,male,0,0.001,0,0,0.006,0.992,0.001,0,35.65909381,139.6983444,141,34,“y,2019/12/21,1,0,1,6.541,1
A7300031-1221-1,4,59,male,0,0.001,0,0,0.165,0.833,0.001,0,35.65909381,139.6983444,108,34,“y,2019/12/21,1,0,1,8.529,1
A7300031-1221-1,10,23,male,0,0,0,0,0.001,0.998,0,0.001,35.65909381,139.6983444,38,34,“y,2019/12/21,1,0,1,24.177,1
A7300032,1,29,male,0,0,0,0.005,0,0.929,0.054,0.012,35.65957222,139.6977142,125,34,“ú,2019/12/8,1,0,1,7.373,1
A7300033,2,28,male,0,0,0,0,0.879,0.119,0.001,0,35.65938,139.6977386,201,34,“ú,2019/12/8,1,1,1,4.598,1
A7300033,3,20,male,0,0,0,0,0,0.995,0.004,0,35.65938,139.6977386,96,34,“ú,2019/12/8,1,0,1,9.591,1
A7300033-1221-1,2,29,male,0,0,0,0,0.614,0.375,0.001,0.01,35.65893472,139.6979381,38,34,“y,2019/12/21,1,1,1,24.177,1
A7300034,2,57,male,0,0.012,0,0,0,0.98,0.008,0,35.65914587,139.697839,166,34,“ú,2019/12/8,1,0,1,5.561,1
A7300034,3,47,male,0.064,0.001,0,0,0.039,0.891,0.005,0.001,35.65914587,139.697839,105,34,“ú,2019/12/8,1,0,1,8.771,1
A7300034-1221-1,2,48,male,0,0,0,0,0,0.997,0.003,0,35.65900833,139.6979908,70,34,“y,2019/12/21,1,0,1,13.14,1
A7300034-1221-1,3,24,male,0,0,0,0,0.234,0.763,0.002,0.001,35.65900833,139.6979908,54,34,“y,2019/12/21,1,0,1,17.024,1
A7300034-1221-1,5,19,male,0,0,0,0,0,0.999,0.001,0,35.65900833,139.6979908,39,34,“y,2019/12/21,1,0,1,23.558,1
A7300035,2,27,male,0,0.001,0,0,0,0.994,0.004,0.001,35.65917809,139.6979694,200,34,“ú,2019/12/8,1,0,1,4.621,1
A7300035,3,26,male,0,0,0,0,0.001,0.974,0.01,0.013,35.65917809,139.6979694,134,34,“ú,2019/12/8,1,0,1,6.881,1
A7300035-1221-1,1,20,male,0,0,0,0,0,0.996,0.004,0,35.65911528,139.6981461,278,34,“y,2019/12/21,1,0,1,3.334,1
A7300035-1221-1,2,23,male,0,0,0,0,0,0.993,0.007,0,35.65911528,139.6981461,107,34,“y,2019/12/21,1,0,1,8.608,1
A7300035-1221-1,3,24,male,0,0.159,0,0,0.005,0.833,0.002,0,35.65911528,139.6981461,73,34,“y,2019/12/21,1,0,1,12.602,1
A7300035-1221-1,6,69,male,0,0,0,0,0.037,0.962,0.001,0,35.65911528,139.6981461,38,34,“y,2019/12/21,1,0,1,24.177,1
A7300036,1,31,male,0,0,0,0,0,1,0,0,35.65930333,139.6982408,174,34,“ú,2019/12/8,1,0,1,5.307,1
A7300036-1221-1,2,31,male,0,0,0,0,0,0.977,0.022,0.001,35.65904556,139.6982781,86,34,“y,2019/12/21,1,0,1,10.702,1
A7300036-1221-1,3,22,male,0,0,0,0,0.001,0.939,0.06,0,35.65904556,139.6982781,56,34,“y,2019/12/21,1,0,1,16.417,1
A7300036-1221-1,4,69,male,0.001,0,0,0,0.002,0.978,0.019,0.001,35.65904556,139.6982781,37,34,“y,2019/12/21,1,0,1,24.829,1
A7300037,1,21,male,0,0,0,0,0,0.99,0.009,0,35.65929861,139.6984269,266,34,“ú,2019/12/8,1,0,1,3.483,1
A7300037,5,45,male,0.008,0,0,0,0,0.987,0.004,0,35.65929861,139.6984269,98,34,“ú,2019/12/8,1,0,1,9.396,1
A7300037-1221-1,1,19,male,0.003,0.032,0.001,0,0.007,0.955,0.002,0,35.65891778,139.6983933,237,34,“y,2019/12/21,1,0,1,3.905,1
A7300037-1221-1,2,20,male,0,0,0,0,0,0.997,0.003,0,35.65891778,139.6983933,230,34,“y,2019/12/21,1,0,1,4.023,1
A7300037-1221-1,3,33,male,0,0,0,0,0,1,0,0,35.65891778,139.6983933,67,34,“y,2019/12/21,1,0,1,13.727,1
A7300037-1221-1,4,30,male,0,0.064,0,0,0,0.906,0.029,0,35.65891778,139.6983933,63,34,“y,2019/12/21,1,0,1,14.596,1
A7300037-1221-1,5,21,male,0,0,0,0,0,1,0,0,35.65891778,139.6983933,50,34,“y,2019/12/21,1,0,1,18.383,1
A7300037-1221-1,7,62,male,0,0,0,0,0.027,0.97,0.002,0,35.65891778,139.6983933,36,34,“y,2019/12/21,1,0,1,25.518,1
A7300038,1,25,male,0.002,0.408,0.001,0.001,0,0.575,0.006,0.007,35.65934562,139.6986549,151,34,“ú,2019/12/8,1,0,1,6.11,1
A7300038,2,37,male,0,0.008,0,0,0,0.99,0.001,0,35.65934562,139.6986549,146,34,“ú,2019/12/8,1,0,1,6.318,1
A7300038,3,18,male,0,0,0,0,0,0.997,0.002,0,35.65934562,139.6986549,100,34,“ú,2019/12/8,1,0,1,9.208,1
A7300039,1,14,male,0.002,0,0,0,0,0.998,0,0,35.65940884,139.6989195,113,34,“ú,2019/12/8,1,0,1,8.153,1
A7300041,3,26,male,0,0.027,0,0,0.357,0.616,0,0,35.6594975,139.6994256,105,34,“ú,2019/12/8,1,0,1,8.771,1
A7300041,6,38,male,0,0,0,0,0.003,0.972,0.025,0,35.6594975,139.6994256,73,34,“ú,2019/12/8,1,0,1,12.602,1
A7300041,8,17,male,0,0,0,0,0,0.999,0.001,0,35.6594975,139.6994256,58,34,“ú,2019/12/8,1,0,1,15.852,1
A7300041-1221-1,1,34,male,0,0,0,0,0,0.994,0.006,0,35.65858578,139.6988729,54,34,“y,2019/12/21,1,0,1,17.024,1
A7300041-1221-1,3,25,male,0,0,0,0,0,0.985,0,0.015,35.65858578,139.6988729,40,34,“y,2019/12/21,1,0,1,22.97,1
A7300042,3,23,male,0,0,0,0,0.001,0.932,0.065,0.002,35.65950628,139.6991929,62,34,“ú,2019/12/8,1,0,1,14.831,1
A7300042-1221-1,1,60,male,0,0,0,0,0.001,0.997,0.001,0,35.65850885,139.6985688,39,34,“y,2019/12/21,1,0,1,23.558,1
A7300044,1,22,male,0,0,0.001,0,0.994,0.004,0,0,35.65939256,139.6988234,138,34,“ú,2019/12/8,1,1,1,6.682,1
A7300044,2,23,male,0,0,0,0,1,0,0,0,35.65939256,139.6988234,123,34,“ú,2019/12/8,1,1,1,7.493,1
A7300045,1,47,male,0.01,0.001,0,0,0,0.984,0.004,0.001,35.65933653,139.6986013,190,34,“ú,2019/12/8,1,0,1,4.863,1
A7300046,1,22,male,0,0,0,0,0,0.944,0.056,0,35.6592025,139.6984661,129,34,“ú,2019/12/8,1,0,1,7.146,1
A7300046,3,45,male,0.003,0,0.001,0,0.001,0.991,0.004,0,35.6592025,139.6984661,54,34,“ú,2019/12/8,1,0,1,17.024,1
A7300046,4,19,male,0,0,0,0,0.781,0.218,0,0,35.6592025,139.6984661,53,34,“ú,2019/12/8,1,1,1,17.344,1
A7300046,5,65,male,0.001,0.001,0,0,0.001,0.956,0.042,0,35.6592025,139.6984661,52,34,“ú,2019/12/8,1,0,1,17.677,1
A7300046,6,30,male,0,0,0,0,0,0.999,0.001,0,35.6592025,139.6984661,47,34,“ú,2019/12/8,1,0,1,19.554,1
A7300048-1221-1,1,46,male,0.019,0.001,0.001,0.003,0,0.802,0.001,0.173,35.65877604,139.69789,45,34,“y,2019/12/21,1,0,1,20.421,1
A7300049,3,21,male,0,0,0,0,0.013,0.986,0,0,35.65905688,139.697672,210,34,“ú,2019/12/8,1,0,1,4.403,1
A7300049,4,28,male,0.001,0,0,0,0.015,0.92,0.055,0.008,35.65905688,139.697672,179,34,“ú,2019/12/8,1,0,1,5.159,1
A7300049,5,55,male,0,0,0,0,0,0.822,0.178,0,35.65905688,139.697672,116,34,“ú,2019/12/8,1,0,1,7.943,1
A7300049,6,27,male,0,0.002,0,0,0.013,0.981,0.003,0.001,35.65905688,139.697672,66,34,“ú,2019/12/8,1,0,1,13.935,1
A7300049,7,47,male,0,0,0,0,0.001,0.998,0,0,35.65905688,139.697672,57,34,“ú,2019/12/8,1,0,1,16.129,1
A7300050,2,20,male,0,0,0,0,0,1,0,0,35.65895634,139.6974794,144,34,“ú,2019/12/8,1,0,1,6.405,1
A7300050-1221-1,2,34,male,0,0,0,0,1,0,0,0,35.65891259,139.6978024,115,34,“y,2019/12/21,1,1,1,8.012,1
A7300051-1221-1,2,69,male,0.001,0,0,0,0,0.998,0.001,0.001,35.65886764,139.6976642,39,34,“y,2019/12/21,1,0,1,23.558,1
A7300052,1,24,male,0,0.002,0,0,0,0.988,0,0.01,35.6587114,139.6971285,145,34,“ú,2019/12/8,1,0,1,6.361,1
A7300052-1221-1,1,16,male,0,0,0,0,0,0.975,0.002,0.023,35.65867862,139.6973829,74,34,“y,2019/12/21,1,0,1,12.432,1
A7300053,1,29,male,0,0.002,0,0,0.031,0.964,0.002,0.001,35.65852256,139.696905,375,34,“ú,2019/12/8,1,0,1,2.48,1
A7300053,3,20,male,0,0,0,0,0,1,0,0,35.65852256,139.696905,68,34,“ú,2019/12/8,1,0,1,13.526,1
A7300054,2,20,male,0.001,0,0,0,0.003,0.989,0.001,0.006,35.65830833,139.6970558,42,34,“ú,2019/12/8,1,0,1,21.878,1
A7300054-1221-1,1,51,male,0,0,0,0,0,0.994,0.006,0,35.65842996,139.6971107,118,34,“y,2019/12/21,1,0,1,7.809,1
A7300055-1221-1,1,24,male,0.001,0,0,0,0.022,0.864,0.11,0.002,35.65832786,139.6969798,135,34,“y,2019/12/21,1,0,1,6.83,1
A7300056,4,46,male,0,0.001,0,0.002,0.003,0.746,0.006,0.242,35.65819082,139.6965711,88,34,“ú,2019/12/8,1,0,1,10.459,1
A7300056,5,46,male,0.002,0.002,0.018,0.005,0.001,0.698,0.037,0.238,35.65819082,139.6965711,67,34,“ú,2019/12/8,1,0,1,13.727,1
A7300056-1221-1,2,61,male,0,0,0,0,0,0.998,0.001,0.001,35.65816254,139.696823,51,34,“y,2019/12/21,1,0,1,18.023,1
A7300056-1221-1,3,38,male,0,0,0,0,0,1,0,0,35.65816254,139.696823,38,34,“y,2019/12/21,1,0,1,24.177,1
A7300057,1,15,male,0.002,0.017,0.005,0,0.002,0.358,0.615,0,35.6579907,139.696369,120,34,“ú,2019/12/8,1,0,1,7.679,1
A7300058,1,29,male,0,0,0,0,0,0.999,0,0,35.65779079,139.6962911,268,34,“ú,2019/12/8,1,0,1,3.457,1
A7300058,2,28,male,0,0.061,0,0,0.609,0.319,0.01,0,35.65779079,139.6962911,171,34,“ú,2019/12/8,1,1,1,5.399,1
A7300059,2,45,male,0,0,0,0,0.998,0.001,0,0,35.65771771,139.6961869,75,34,“ú,2019/12/8,1,1,1,12.266,1
A7300060,1,60,male,0.003,0.003,0,0,0,0.829,0.165,0,35.6576075,139.6961033,307,34,“ú,2019/12/8,1,0,1,3.022,1
A7300060-1221-1,1,18,male,0,0,0,0,0,0.992,0.004,0.004,35.65763133,139.6963963,101,34,“y,2019/12/21,1,0,1,9.117,1
A7300060-1221-1,2,62,male,0.002,0.004,0.001,0,0,0.769,0.224,0,35.65763133,139.6963963,73,34,“y,2019/12/21,1,0,1,12.602,1
A7300060-1221-1,3,31,male,0,0,0,0,1,0,0,0,35.65763133,139.6963963,57,34,“y,2019/12/21,1,1,1,16.129,1
A7300061,1,23,male,0,0,0,0,0,0.997,0.001,0.002,35.65730776,139.696056,118,34,“ú,2019/12/8,1,0,1,7.809,1
A7300061,4,61,male,0,0,0,0,0,0.998,0.002,0,35.65730776,139.696056,59,34,“ú,2019/12/8,1,0,1,15.584,1
A7300061-1221-1,1,46,male,0,0,0,0,0,0.999,0,0,35.65743945,139.6963728,301,34,“y,2019/12/21,1,0,1,3.082,1
A7300061-1221-1,2,35,male,0,0,0,0,0,0.962,0.038,0,35.65743945,139.6963728,245,34,“y,2019/12/21,1,0,1,3.779,1
A7300062,1,24,male,0,0,0,0,0,1,0,0,35.65729,139.696195,68,34,“ú,2019/12/8,1,0,1,13.526,1
A7300062,3,47,male,0,0,0,0,0,0.994,0,0.005,35.65729,139.696195,60,34,“ú,2019/12/8,1,0,1,15.325,1
A7300063,1,31,male,0,0,0,0,0,0.997,0.003,0,35.65752333,139.6962808,86,34,“ú,2019/12/8,1,0,1,10.702,1
A7300063-1221-1,1,34,male,0,0,0,0,0.001,0.994,0.001,0.004,35.65736714,139.6959955,113,34,“y,2019/12/21,1,0,1,8.153,1
