filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,画像サイズ,35mm換算,曜日,日付,時間帯,土日_tf,場所
DSC01501,6,34,male,0,0,0,0,0,0.979,0.021,0,35.65961417,139.7003739,102,35,土,2019/12/7,2,1,スクランブル交差点
DSC01503,6,30,male,0,0,0,0,0,0.999,0,0,35.65941167,139.7006825,59,35,土,2019/12/7,2,1,スクランブル交差点
DSC01504,6,24,female,0,0,0,0,0.991,0.008,0,0,35.65941611,139.7006583,123,35,土,2019/12/7,2,1,スクランブル交差点
DSC01506,6,9,female,0.001,0,0,0,0.018,0.979,0,0.002,35.65949056,139.7005092,39,35,土,2019/12/7,2,1,スクランブル交差点
DSC01510,6,23,female,0,0.002,0,0,0.02,0.974,0.002,0.002,35.65957472,139.7004803,167,35,土,2019/12/7,2,1,スクランブル交差点
DSC01511,6,27,male,0.002,0,0,0,0.181,0.807,0.007,0.002,35.65955306,139.7004958,175,35,土,2019/12/7,2,1,スクランブル交差点
DSC01513,6,19,male,0,0,0,0.001,0,0.731,0.001,0.268,35.659505,139.7005144,119,35,土,2019/12/7,2,1,スクランブル交差点
DSC01517,6,18,female,0,0.006,0,0,0.07,0.92,0.001,0.002,35.6593625,139.7007472,122,34,土,2019/12/7,2,1,スクランブル交差点
DSC01518,6,33,male,0.001,0,0,0,0.216,0.782,0,0,35.65936417,139.7008056,79,34,土,2019/12/7,2,1,スクランブル交差点
DSC01519,6,20,male,0,0,0,0.002,0,0.847,0.001,0.148,35.65933639,139.7008719,166,34,土,2019/12/7,2,1,スクランブル交差点
DSC01525,6,16,female,0,0,0,0,0,0.993,0.003,0.003,35.6593525,139.7007892,149,33,土,2019/12/7,2,1,スクランブル交差点
DSC01527,6,20,female,0.096,0.001,0.007,0,0.849,0.045,0.002,0,35.65937083,139.7007539,113,34,土,2019/12/7,2,1,スクランブル交差点
DSC02190,6,52,male,0.004,0.005,0.001,0,0.002,0.969,0.019,0,35.65966945,139.7006683,127,50,日,2019/12/8,2,1,スクランブル交差点
DSC02194,6,23,male,0.002,0,0.001,0,0.913,0.081,0.003,0,35.65947972,139.7005386,94,105,日,2019/12/8,2,1,スクランブル交差点
DSC02195,6,34,female,0,0,0,0,1,0,0,0,35.65946472,139.7005208,97,105,日,2019/12/8,2,1,スクランブル交差点
DSC02196,6,17,female,0,0,0,0,0.013,0.981,0,0.006,35.65946833,139.7005067,107,105,日,2019/12/8,2,1,スクランブル交差点
DSC02197,6,21,female,0,0,0,0,0,0.92,0.08,0,35.65947333,139.7005153,103,105,日,2019/12/8,2,1,スクランブル交差点
DSC02198,6,32,male,0,0.001,0,0,0,0.996,0.003,0,35.65941306,139.7004728,57,105,日,2019/12/8,2,1,スクランブル交差点
DSC02199,6,22,female,0,0,0,0,0,0.969,0.031,0,35.65929972,139.7001697,138,34,日,2019/12/8,2,1,スクランブル交差点
DSC02200,6,21,male,0.004,0,0,0.001,0.005,0.975,0.003,0.011,35.6592725,139.7001667,70,34,日,2019/12/8,2,1,スクランブル交差点
DSC02201,6,27,male,0,0,0,0,0,0.997,0.002,0,35.65928639,139.7001883,115,34,日,2019/12/8,2,1,スクランブル交差点
DSC02202,6,24,male,0,0.001,0,0,0.774,0.224,0,0,35.65958222,139.7000767,72,105,日,2019/12/8,2,1,スクランブル交差点
DSC02203,6,21,female,0.001,0,0,0,0.046,0.951,0.001,0.001,35.65958917,139.7001161,59,105,日,2019/12/8,2,1,スクランブル交差点
DSC02204,6,18,female,0,0.001,0,0,0.258,0.739,0.001,0,35.65958667,139.7001108,70,105,日,2019/12/8,2,1,スクランブル交差点
DSC02207,6,20,female,0,0.001,0,0,0.088,0.909,0.002,0,35.65958417,139.7001008,96,105,日,2019/12/8,2,1,スクランブル交差点
DSC02210,6,17,female,0,0,0,0,0,0.975,0.025,0,35.65960667,139.7001611,105,105,日,2019/12/8,2,1,スクランブル交差点
DSC02212,6,19,female,0,0,0,0,0.002,0.998,0,0,35.65963083,139.7001692,124,34,日,2019/12/8,2,1,スクランブル交差点
DSC02214,6,49,male,0.001,0.001,0,0.004,0,0.882,0.002,0.109,35.65969472,139.7003156,72,105,日,2019/12/8,2,1,スクランブル交差点
DSC02215,6,23,male,0,0,0,0,0,0.99,0.009,0,35.65969333,139.7003275,77,105,日,2019/12/8,2,1,スクランブル交差点
DSC02216,6,19,male,0.002,0.001,0,0,0,0.988,0.006,0.002,35.65970056,139.70033,80,65,日,2019/12/8,2,1,スクランブル交差点
DSC02217,6,25,male,0.004,0,0,0,0,0.975,0.021,0,35.65970056,139.7003344,54,65,日,2019/12/8,2,1,スクランブル交差点
DSC02218,6,33,male,0,0,0,0,0.004,0.994,0.001,0,35.65971639,139.7003228,56,105,日,2019/12/8,2,1,スクランブル交差点
DSC02219,6,24,female,0,0,0,0,0,0.975,0.025,0,35.659695,139.7004664,83,35,日,2019/12/8,2,1,スクランブル交差点
DSC02220,6,34,male,0,0,0,0,0,0.999,0.001,0,35.65970278,139.7004328,45,35,日,2019/12/8,2,1,スクランブル交差点
DSC02221,6,21,female,0.003,0.002,0.004,0,0.432,0.556,0.002,0.002,35.65972695,139.7004725,128,35,日,2019/12/8,2,1,スクランブル交差点
DSC02222,6,21,male,0,0,0,0,0.087,0.913,0,0,35.65972639,139.7005092,67,35,日,2019/12/8,2,1,スクランブル交差点
DSC02223,6,19,female,0,0,0,0,1,0,0,0,35.65909695,139.7005647,171,35,日,2019/12/8,2,1,スクランブル交差点
DSC02224,6,15,female,0,0.003,0,0,0.004,0.991,0.002,0,35.65909722,139.7005658,132,35,日,2019/12/8,2,1,スクランブル交差点
DSC02225,6,23,male,0,0,0,0,0,0.999,0,0,35.65908445,139.7005564,169,35,日,2019/12/8,2,1,スクランブル交差点
DSC02226,6,21,female,0,0.001,0,0,0,0.986,0.012,0,35.65908528,139.7005306,207,35,日,2019/12/8,2,1,スクランブル交差点
DSC02227,6,26,female,0.001,0,0,0,0.08,0.903,0.001,0.015,35.65910445,139.7004603,62,35,日,2019/12/8,2,1,スクランブル交差点
DSC02229,6,38,female,0,0,0,0,0.005,0.994,0.001,0,35.65923278,139.7003989,180,35,日,2019/12/8,2,1,スクランブル交差点
DSC02491,6,18,female,0,0,0,0,0.208,0.791,0.001,0,35.65950445,139.7004042,70,105,日,2019/12/8,3,1,スクランブル交差点
DSC02493,6,22,female,0,0,0,0.001,0,0.98,0.005,0.014,35.65947667,139.7003244,70,105,日,2019/12/8,3,1,スクランブル交差点
DSC02495,6,22,female,0,0,0,0,0.862,0.137,0,0,35.65926528,139.7003253,89,35,日,2019/12/8,3,1,スクランブル交差点
DSC02498,6,21,female,0.002,0.003,0.005,0,0.884,0.102,0.004,0.001,35.65955195,139.7004239,101,105,日,2019/12/8,3,1,スクランブル交差点
DSC02499,6,23,male,0,0,0,0,0.011,0.989,0,0,35.65952972,139.7004236,111,105,日,2019/12/8,3,1,スクランブル交差点
DSC02500,6,17,female,0,0,0,0,0.985,0.014,0,0.001,35.65950945,139.7004308,50,105,日,2019/12/8,3,1,スクランブル交差点
DSC02502,6,15,male,0.003,0,0.001,0.002,0.553,0.343,0.012,0.086,35.65946556,139.7004203,183,48,日,2019/12/8,3,1,スクランブル交差点
DSC02506,6,24,male,0,0,0,0,0.69,0.308,0,0,35.65968028,139.7006928,72,105,日,2019/12/8,3,1,スクランブル交差点
DSC02507,6,15,female,0,0,0,0,0,0.456,0,0.543,35.65968306,139.7006603,82,105,日,2019/12/8,3,1,スクランブル交差点
DSC02508,6,18,female,0.001,0,0,0,0.031,0.934,0.015,0.018,35.65967306,139.7006625,83,105,日,2019/12/8,3,1,スクランブル交差点
DSC02509,6,21,male,0,0,0,0,0,0.991,0.008,0,35.65966139,139.7006589,70,105,日,2019/12/8,3,1,スクランブル交差点
DSC02517,6,20,female,0.002,0.001,0.001,0.001,0.014,0.625,0.354,0.002,35.65965667,139.7005214,70,105,日,2019/12/8,3,1,スクランブル交差点
DSC02519,6,33,female,0,0,0,0,0,0.992,0.003,0.004,35.6596725,139.7005486,101,105,日,2019/12/8,3,1,スクランブル交差点
DSC02520,6,35,male,0.002,0.001,0.001,0.003,0,0.875,0.006,0.111,35.65971639,139.7005775,83,105,日,2019/12/8,3,1,スクランブル交差点
DSC02521,6,21,female,0,0.01,0,0.001,0.001,0.972,0.003,0.012,35.65971,139.7005958,55,105,日,2019/12/8,3,1,スクランブル交差点
DSC02525,6,25,male,0,0,0,0,0,1,0,0,35.65971278,139.7004186,67,35,日,2019/12/8,3,1,スクランブル交差点
DSC02529,6,16,male,0.001,0,0,0.001,0.687,0.251,0.008,0.053,35.65935083,139.7003892,125,35,日,2019/12/8,3,1,スクランブル交差点
DSC02530,6,20,female,0,0.001,0.001,0,0.993,0.004,0,0,35.65934667,139.7003933,145,35,日,2019/12/8,3,1,スクランブル交差点
DSC02531,6,23,female,0.002,0,0,0,0.328,0.66,0.001,0.009,35.65934056,139.7004406,60,35,日,2019/12/8,3,1,スクランブル交差点
DSC02544,6,7,female,0,0.001,0,0,0.202,0.795,0.002,0,35.65922917,139.7004258,72,35,日,2019/12/8,3,1,スクランブル交差点
DSC02550,6,20,female,0,0,0,0,0,0.999,0,0,35.6590065,139.7007036,54,35,日,2019/12/8,3,1,スクランブル交差点
DSD06157-1218,6,23,female,0,0,0,0,0,0.98,0.018,0.001,35.65943056,139.7004736,36,35,水,2019/12/18,1,0,スクランブル交差点
DSD06158-1218,6,56,female,0,0,0,0,0.003,0.988,0.009,0,35.65921864,139.7007635,39,35,水,2019/12/18,1,0,スクランブル交差点
DSD06160-1218,6,57,male,0.005,0,0,0,0,0.99,0.004,0.001,35.65922111,139.7004678,91,35,水,2019/12/18,1,0,スクランブル交差点
DSD06161-1218,6,44,male,0,0,0,0,0,0.999,0.001,0,35.65916445,139.7006292,38,35,水,2019/12/18,1,0,スクランブル交差点
DSD06166-1218,6,43,female,0,0,0,0,0.001,0.997,0.001,0,35.65938083,139.7003914,44,35,水,2019/12/18,1,0,スクランブル交差点
DSD06170-1218,6,18,female,0.008,0,0,0.002,0.774,0.117,0.007,0.093,35.65965,139.7002728,92,35,水,2019/12/18,1,0,スクランブル交差点
DSD06173-1218,6,32,female,0,0,0,0,0.003,0.974,0.003,0.02,35.65962917,139.7004392,40,35,水,2019/12/18,1,0,スクランブル交差点
DSD06187-1218,6,21,male,0,0,0,0,0,0.927,0.073,0,35.65942028,139.7006064,44,35,水,2019/12/18,1,0,スクランブル交差点
DSD06256-1218,6,35,female,0,0,0,0,0,0.997,0.003,0,35.65953333,139.7006492,41,35,水,2019/12/18,2,0,スクランブル交差点
DSD06258-1218,6,28,male,0,0.081,0,0,0,0.329,0.59,0,35.65955056,139.7005294,49,35,水,2019/12/18,2,0,スクランブル交差点
DSD06259-1218,6,36,male,0,0,0,0,0,0.994,0.006,0,35.65952389,139.7003144,123,35,水,2019/12/18,2,0,スクランブル交差点
DSD06260-1218,6,28,male,0,0,0,0,0.998,0.002,0,0,35.65950278,139.7003258,74,35,水,2019/12/18,2,0,スクランブル交差点
DSD06266-1218,6,25,male,0,0.049,0,0,0,0.942,0.003,0.005,35.65953306,139.7004628,43,35,水,2019/12/18,2,0,スクランブル交差点
DSD06267-1218,6,33,male,0,0,0,0,0.002,0.997,0.002,0,35.65957945,139.7003561,107,35,水,2019/12/18,2,0,スクランブル交差点
DSD06268-1218,6,20,female,0,0,0,0,0,0.999,0,0.001,35.65956361,139.7002494,52,35,水,2019/12/18,2,0,スクランブル交差点
DSD06276-1218,6,19,male,0,0,0,0,0,1,0,0,35.6596875,139.70057,51,35,水,2019/12/18,2,0,スクランブル交差点
DSD06277-1218,6,12,female,0,0,0,0,0.999,0.001,0,0,35.65967472,139.7005544,114,35,水,2019/12/18,2,0,スクランブル交差点
DSD06278-1218,6,46,male,0,0,0,0,0,0.983,0.016,0,35.65951222,139.7002839,46,35,水,2019/12/18,2,0,スクランブル交差点
DSD06281-1218,6,9,female,0,0,0,0,0,1,0,0,35.65951195,139.700645,54,35,水,2019/12/18,2,0,スクランブル交差点
A7300001-1221-2,7,47,female,0,0,0,0,0,0.869,0.131,0,35.65958889,139.7004944,64,70,土,2019/12/21,1,1,スクランブル交差点
A7300002-1221-2,7,24,female,0,0,0,0,0,0.998,0.001,0.001,35.65959083,139.7005231,38,70,土,2019/12/21,1,1,スクランブル交差点
A7300003-1221-2,7,43,male,0,0,0,0,0,0.988,0.012,0,35.65962833,139.700435,85,70,土,2019/12/21,1,1,スクランブル交差点
A7300004-1221-2,7,15,female,0.005,0.001,0.001,0,0.56,0.429,0.003,0.001,35.65954472,139.7003181,82,70,土,2019/12/21,1,1,スクランブル交差点
A7300005-1221-2,7,30,male,0,0.002,0,0,0,0.997,0.001,0,35.6595675,139.7005142,53,70,土,2019/12/21,1,1,スクランブル交差点
A7300006-1221-2,7,56,male,0,0,0,0,0,0.964,0.035,0,35.65960778,139.7006486,96,70,土,2019/12/21,1,1,スクランブル交差点
A7300007-1221-2,7,20,female,0,0,0,0,0,0.996,0.004,0,35.65939139,139.7005822,83,61,土,2019/12/21,1,1,スクランブル交差点
A7300008-1221-2,7,35,female,0,0,0,0,0,0.999,0.001,0,35.65938889,139.7006253,41,70,土,2019/12/21,1,1,スクランブル交差点
A7300009-1221-2,7,37,male,0,0,0,0,0,0.991,0.009,0,35.65934195,139.7006131,79,70,土,2019/12/21,1,1,スクランブル交差点
A7300010-1221-2,7,21,male,0.005,0,0.001,0.001,0.037,0.879,0.076,0.002,35.65941472,139.700745,73,62,土,2019/12/21,1,1,スクランブル交差点
A7300011-1221-2,7,31,female,0,0,0,0,0,0.139,0.861,0,35.659445,139.7007353,56,70,土,2019/12/21,1,1,スクランブル交差点
A7300012-1221-2,7,33,male,0,0.001,0,0,0.17,0.828,0,0,35.65940556,139.7007033,60,70,土,2019/12/21,1,1,スクランブル交差点
A7300021-1221-2,7,41,male,0,0,0,0,0,0.979,0.02,0,35.65957333,139.7003003,64,34,土,2019/12/21,1,1,スクランブル交差点
A7300024-1221-2,7,48,male,0,0,0,0,0.002,0.993,0.001,0.004,35.65963139,139.7003433,54,35,土,2019/12/21,1,1,スクランブル交差点
A7300025-1221-2,7,41,male,0,0,0,0,0,0.991,0.009,0,35.65966445,139.7003867,89,35,土,2019/12/21,1,1,スクランブル交差点
A7300033-1221-2,7,23,female,0,0,0,0,0,1,0,0,35.65938445,139.7006889,68,36,土,2019/12/21,1,1,スクランブル交差点
A7300034-1221-2,7,19,female,0,0,0,0,0.962,0.037,0,0,35.65934806,139.7007142,118,36,土,2019/12/21,1,1,スクランブル交差点
A7300035-1221-2,7,29,male,0,0.001,0,0,0,0.996,0.003,0,35.65932778,139.7007017,88,36,土,2019/12/21,1,1,スクランブル交差点
A7300045-1221-2,7,17,female,0.001,0,0,0.001,0.081,0.9,0.015,0.003,35.65921611,139.7008472,68,36,土,2019/12/21,1,1,スクランブル交差点
A7300047-1221-2,7,23,female,0,0,0,0,0,0.968,0.032,0,35.65922139,139.7008669,68,37,土,2019/12/21,1,1,スクランブル交差点
A7300069-1221-2,7,44,male,0,0,0,0,0,1,0,0,35.65911972,139.7002336,55,34,土,2019/12/21,1,1,スクランブル交差点
A7300075-1221-2,7,29,male,0,0,0,0,0.61,0.39,0,0,35.65931417,139.7002103,57,34,土,2019/12/21,1,1,スクランブル交差点
DSC01441,7,35,male,0.003,0.002,0.004,0.001,0.12,0.792,0.018,0.061,35.65962847,139.6991469,139,105,土,2019/12/7,2,1,スクランブル交差点
DSC01442,7,23,female,0,0,0,0,0,0.986,0.005,0.008,35.65962847,139.6991469,113,105,土,2019/12/7,2,1,スクランブル交差点
DSC01443,7,22,female,0,0,0,0,0,0.999,0.001,0,35.65962847,139.6991469,112,105,土,2019/12/7,2,1,スクランブル交差点
DSC01444,7,26,male,0,0,0,0.002,0.004,0.214,0.003,0.777,35.65962847,139.6991469,90,105,土,2019/12/7,2,1,スクランブル交差点
DSC01445,7,23,female,0,0,0,0,0,1,0,0,35.65950111,139.7003308,95,105,土,2019/12/7,2,1,スクランブル交差点
DSC01446,7,39,male,0,0,0,0,0,0.996,0.004,0,35.65962056,139.7000589,53,105,土,2019/12/7,2,1,スクランブル交差点
DSC01447,7,28,male,0.001,0.001,0,0.002,0,0.968,0.008,0.02,35.65953139,139.7000864,140,32,土,2019/12/7,2,1,スクランブル交差点
DSC01448,7,21,female,0,0,0,0,1,0,0,0,35.65948333,139.7001108,123,32,土,2019/12/7,2,1,スクランブル交差点
DSC01449,7,20,male,0,0,0,0,0,0.999,0,0,35.65943639,139.7001444,147,32,土,2019/12/7,2,1,スクランブル交差点
DSC01450,7,21,female,0,0.001,0,0,0.001,0.917,0.001,0.08,35.65939695,139.70017,139,32,土,2019/12/7,2,1,スクランブル交差点
DSC01451,7,19,female,0.001,0.001,0.001,0,0.752,0.245,0.001,0,35.65935917,139.7002136,75,32,土,2019/12/7,2,1,スクランブル交差点
DSC01452,7,21,male,0,0,0,0,0,0.975,0.025,0,35.65976556,139.7004544,97,77,土,2019/12/7,2,1,スクランブル交差点
DSC01453,7,22,female,0,0,0,0,0.989,0.011,0,0,35.65977306,139.7004567,99,77,土,2019/12/7,2,1,スクランブル交差点
DSC01454,7,23,female,0,0,0,0,0,1,0,0,35.65976639,139.7004625,58,77,土,2019/12/7,2,1,スクランブル交差点
DSC01455,7,20,female,0,0,0,0,0,0.999,0.001,0,35.65974167,139.7004378,57,77,土,2019/12/7,2,1,スクランブル交差点
DSC01456,7,21,female,0,0,0,0,0.009,0.986,0.004,0,35.65973917,139.7004133,53,77,土,2019/12/7,2,1,スクランブル交差点
DSC01457,7,19,female,0,0,0,0,0,0.992,0.007,0,35.65966556,139.7003481,70,105,土,2019/12/7,2,1,スクランブル交差点
DSC01458,7,21,female,0,0,0,0,0.074,0.925,0,0,35.65956389,139.70026,64,38,土,2019/12/7,2,1,スクランブル交差点
DSC01459,7,23,male,0,0.001,0,0,0.929,0.069,0.001,0,35.65947639,139.700215,150,50,土,2019/12/7,2,1,スクランブル交差点
DSC01462,7,17,female,0,0.001,0,0,0.952,0.047,0,0,35.65945195,139.7002003,101,34,土,2019/12/7,2,1,スクランブル交差点
DSC01465,7,23,female,0,0,0,0,0,0.874,0.125,0,35.65952583,139.7003619,79,105,土,2019/12/7,2,1,スクランブル交差点
DSC01466,7,20,male,0,0,0,0,0,0.999,0.001,0,35.65951028,139.7003717,75,105,土,2019/12/7,2,1,スクランブル交差点
DSC01468,7,47,male,0,0,0,0,0,0.998,0.001,0,35.65954556,139.7002856,86,71,土,2019/12/7,2,1,スクランブル交差点
DSC01469,7,25,female,0,0,0,0,0.002,0.984,0.014,0,35.65955861,139.700285,65,71,土,2019/12/7,2,1,スクランブル交差点
DSC01470,7,21,female,0,0,0,0,0.005,0.992,0.002,0,35.65958167,139.7002822,88,103,土,2019/12/7,2,1,スクランブル交差点
DSC01472,7,20,male,0,0,0,0,0,0.999,0,0,35.65968639,139.7002853,73,35,土,2019/12/7,2,1,スクランブル交差点
DSC01473,7,18,female,0,0,0,0,0,0.996,0.003,0.001,35.65970556,139.7002764,80,35,土,2019/12/7,2,1,スクランブル交差点
DSC01474,7,5,female,0,0,0,0,0,0.998,0,0.002,35.65971583,139.7003214,97,35,土,2019/12/7,2,1,スクランブル交差点
DSC01477,7,24,male,0,0,0,0,0,1,0,0,35.65957361,139.7003344,67,34,土,2019/12/7,2,1,スクランブル交差点
DSC01481,7,18,male,0,0,0,0,0.001,0.998,0,0,35.65947917,139.7003681,75,34,土,2019/12/7,2,1,スクランブル交差点
DSC01482,7,21,male,0,0,0,0,0,1,0,0,35.65945972,139.7003864,79,34,土,2019/12/7,2,1,スクランブル交差点
DSC01485,7,33,male,0,0,0,0.001,0,0.978,0.002,0.02,35.65959417,139.7005236,67,66,土,2019/12/7,2,1,スクランブル交差点
DSC01486,7,43,female,0,0,0,0,1,0,0,0,35.65957389,139.7003528,57,66,土,2019/12/7,2,1,スクランブル交差点
DSC01487,7,20,male,0,0,0,0,0.001,0.998,0.001,0,35.65955278,139.7003558,55,66,土,2019/12/7,2,1,スクランブル交差点
DSC01489,7,22,female,0,0,0,0,0.021,0.977,0,0.001,35.65953472,139.7003464,52,66,土,2019/12/7,2,1,スクランブル交差点
DSC01490,7,3,female,0,0,0,0,0,0.997,0.001,0.002,35.6594125,139.7004347,58,35,土,2019/12/7,2,1,スクランブル交差点
DSC01491,7,22,female,0,0,0,0.001,0.918,0.001,0.015,0.066,35.65941639,139.7004639,121,35,土,2019/12/7,2,1,スクランブル交差点
DSC01494,7,23,female,0,0,0,0,0.004,0.986,0.009,0,35.65942667,139.7005167,135,34,土,2019/12/7,2,1,スクランブル交差点
DSC01496,7,25,female,0.003,0.001,0.003,0.003,0,0.864,0.004,0.121,35.6596275,139.7005897,95,35,土,2019/12/7,2,1,スクランブル交差点
DSC01500,7,29,male,0,0,0,0.003,0,0.952,0.001,0.043,35.65968472,139.7003511,67,35,土,2019/12/7,2,1,スクランブル交差点
DSC01501,7,24,female,0,0,0,0,0.795,0.204,0.001,0,35.65961417,139.7003739,101,35,土,2019/12/7,2,1,スクランブル交差点
DSC01503,7,5,male,0,0,0,0,0.002,0.997,0,0,35.65941167,139.7006825,58,35,土,2019/12/7,2,1,スクランブル交差点
DSC01504,7,18,female,0,0,0,0,0,0.997,0.003,0,35.65941611,139.7006583,113,35,土,2019/12/7,2,1,スクランブル交差点
DSC01510,7,36,female,0,0,0,0,0,0.999,0.001,0,35.65957472,139.7004803,78,35,土,2019/12/7,2,1,スクランブル交差点
DSC01511,7,24,male,0,0,0,0,1,0,0,0,35.65955306,139.7004958,171,35,土,2019/12/7,2,1,スクランブル交差点
DSC01513,7,22,male,0,0,0,0,0.524,0.471,0.001,0.003,35.659505,139.7005144,82,35,土,2019/12/7,2,1,スクランブル交差点
DSC01517,7,18,male,0,0,0,0,0,0.999,0,0,35.6593625,139.7007472,95,34,土,2019/12/7,2,1,スクランブル交差点
DSC01519,7,18,female,0.001,0,0,0,0,0.991,0,0.007,35.65933639,139.7008719,156,34,土,2019/12/7,2,1,スクランブル交差点
DSC01525,7,22,male,0,0.002,0,0.001,0.107,0.835,0.002,0.052,35.6593525,139.7007892,145,33,土,2019/12/7,2,1,スクランブル交差点
DSC01527,7,29,male,0.001,0,0,0.001,0,0.971,0.001,0.025,35.65937083,139.7007539,88,34,土,2019/12/7,2,1,スクランブル交差点
DSC02194,7,26,female,0,0,0,0,0.05,0.948,0.002,0,35.65947972,139.7005386,93,105,日,2019/12/8,2,1,スクランブル交差点
DSC02195,7,32,male,0,0.001,0,0,0.995,0.004,0,0,35.65946472,139.7005208,96,105,日,2019/12/8,2,1,スクランブル交差点
DSC02196,7,23,male,0,0,0,0,0,0.998,0.002,0,35.65946833,139.7005067,105,105,日,2019/12/8,2,1,スクランブル交差点
DSC02197,7,55,male,0,0,0,0,0,0.938,0.062,0,35.65947333,139.7005153,98,105,日,2019/12/8,2,1,スクランブル交差点
DSC02198,7,20,female,0,0,0,0,0,0.995,0.005,0,35.65941306,139.7004728,56,105,日,2019/12/8,2,1,スクランブル交差点
DSC02199,7,21,female,0,0,0,0,0,0.996,0.004,0,35.65929972,139.7001697,132,34,日,2019/12/8,2,1,スクランブル交差点
DSC02201,7,29,male,0,0.006,0,0,0.001,0.965,0.028,0,35.65928639,139.7001883,94,34,日,2019/12/8,2,1,スクランブル交差点
DSC02202,7,23,female,0,0,0,0,0.01,0.988,0.001,0,35.65958222,139.7000767,71,105,日,2019/12/8,2,1,スクランブル交差点
DSC02203,7,23,male,0,0,0,0,0.001,0.985,0.003,0.011,35.65958917,139.7001161,59,105,日,2019/12/8,2,1,スクランブル交差点
DSC02204,7,21,female,0,0,0,0,0.032,0.968,0,0,35.65958667,139.7001108,70,105,日,2019/12/8,2,1,スクランブル交差点
DSC02207,7,43,male,0,0,0,0,0,0.984,0.015,0.001,35.65958417,139.7001008,95,105,日,2019/12/8,2,1,スクランブル交差点
DSC02210,7,20,female,0,0.001,0.001,0.002,0.042,0.886,0.013,0.056,35.65960667,139.7001611,103,105,日,2019/12/8,2,1,スクランブル交差点
DSC02212,7,50,male,0.002,0,0,0,0.084,0.905,0.008,0.002,35.65963083,139.7001692,82,34,日,2019/12/8,2,1,スクランブル交差点
DSC02214,7,24,female,0.001,0,0,0,0,0.982,0.017,0,35.65969472,139.7003156,72,105,日,2019/12/8,2,1,スクランブル交差点
DSC02215,7,39,male,0,0.002,0,0,0,0.995,0.003,0,35.65969333,139.7003275,77,105,日,2019/12/8,2,1,スクランブル交差点
DSC02216,7,33,male,0,0,0,0,0,0.998,0.001,0,35.65970056,139.70033,76,65,日,2019/12/8,2,1,スクランブル交差点
DSC02217,7,20,female,0,0,0,0,0.001,0.998,0.001,0.001,35.65970056,139.7003344,53,65,日,2019/12/8,2,1,スクランブル交差点
DSC02218,7,24,female,0,0,0,0,0,0.997,0.002,0,35.65971639,139.7003228,55,105,日,2019/12/8,2,1,スクランブル交差点
DSC02219,7,22,male,0,0,0,0.003,0,0.926,0.002,0.069,35.659695,139.7004664,79,35,日,2019/12/8,2,1,スクランブル交差点
DSC02220,7,22,female,0,0,0,0,0,0.999,0,0,35.65970278,139.7004328,44,35,日,2019/12/8,2,1,スクランブル交差点
DSC02221,7,17,male,0,0,0,0,0,0.999,0.001,0,35.65972695,139.7004725,71,35,日,2019/12/8,2,1,スクランブル交差点
DSC02222,7,15,female,0,0,0,0,0.006,0.99,0.002,0.003,35.65972639,139.7005092,46,35,日,2019/12/8,2,1,スクランブル交差点
DSC02223,7,28,male,0,0,0,0,0,0.968,0.032,0,35.65909695,139.7005647,166,35,日,2019/12/8,2,1,スクランブル交差点
DSC02224,7,26,male,0,0,0,0,0,0.999,0,0,35.65909722,139.7005658,117,35,日,2019/12/8,2,1,スクランブル交差点
DSC02225,7,22,female,0,0,0,0,0,0.898,0.102,0,35.65908445,139.7005564,131,35,日,2019/12/8,2,1,スクランブル交差点
DSC02226,7,17,female,0,0,0,0,0,0.998,0,0.001,35.65908528,139.7005306,178,35,日,2019/12/8,2,1,スクランブル交差点
DSC02229,7,41,male,0,0.001,0,0,0.009,0.988,0.002,0,35.65923278,139.7003989,97,35,日,2019/12/8,2,1,スクランブル交差点
DSC02491,7,28,male,0,0,0,0,0.001,0.158,0,0.841,35.65950445,139.7004042,62,105,日,2019/12/8,3,1,スクランブル交差点
DSC02493,7,24,male,0,0,0,0,0,0.998,0,0,35.65947667,139.7003244,63,105,日,2019/12/8,3,1,スクランブル交差点
DSC02498,7,16,female,0,0,0,0,0,0.996,0.001,0.003,35.65955195,139.7004239,98,105,日,2019/12/8,3,1,スクランブル交差点
DSC02499,7,18,male,0,0,0,0,0,0.995,0.004,0,35.65952972,139.7004236,105,105,日,2019/12/8,3,1,スクランブル交差点
DSC02506,7,24,male,0,0,0,0.008,0,0.758,0.006,0.228,35.65968028,139.7006928,70,105,日,2019/12/8,3,1,スクランブル交差点
DSC02507,7,24,male,0,0,0,0,0.002,0.997,0,0.001,35.65968306,139.7006603,76,105,日,2019/12/8,3,1,スクランブル交差点
DSC02508,7,7,male,0.012,0.001,0,0,0.186,0.799,0.001,0,35.65967306,139.7006625,80,105,日,2019/12/8,3,1,スクランブル交差点
DSC02509,7,26,female,0,0,0,0,0,0.997,0.001,0.001,35.65966139,139.7006589,70,105,日,2019/12/8,3,1,スクランブル交差点
DSC02517,7,22,female,0,0,0,0,0.009,0.99,0,0,35.65965667,139.7005214,68,105,日,2019/12/8,3,1,スクランブル交差点
DSC02519,7,20,female,0.001,0,0,0,0.001,0.992,0.001,0.005,35.6596725,139.7005486,101,105,日,2019/12/8,3,1,スクランブル交差点
