filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,画像サイズ,35mm換算,曜日,日付,時間帯,土日_tf,場所
A7300001-1221-2,1,22,female,0,0.002,0,0,0.133,0.856,0.008,0.001,35.65958889,139.7004944,84,70,土,2019/12/21,1,1,スクランブル交差点
A7300003-1221-2,1,28,male,0,0,0,0,0,0.97,0.03,0,35.65962833,139.700435,93,70,土,2019/12/21,1,1,スクランブル交差点
A7300004-1221-2,1,31,male,0.001,0,0,0,0,0.897,0.1,0,35.65954472,139.7003181,96,70,土,2019/12/21,1,1,スクランブル交差点
A7300005-1221-2,1,46,male,0,0,0,0,0,0.951,0.007,0.042,35.6595675,139.7005142,62,70,土,2019/12/21,1,1,スクランブル交差点
A7300006-1221-2,1,47,male,0,0,0,0,0,0.998,0.002,0,35.65960778,139.7006486,107,70,土,2019/12/21,1,1,スクランブル交差点
A7300007-1221-2,1,23,female,0.001,0,0,0,0.003,0.973,0.019,0.003,35.65939139,139.7005822,96,61,土,2019/12/21,1,1,スクランブル交差点
A7300008-1221-2,1,21,male,0,0,0,0,0,0.996,0,0.004,35.65938889,139.7006253,45,70,土,2019/12/21,1,1,スクランブル交差点
A7300009-1221-2,1,39,male,0,0.001,0,0,0.001,0.971,0.026,0,35.65934195,139.7006131,94,70,土,2019/12/21,1,1,スクランブル交差点
A7300011-1221-2,1,39,male,0,0,0,0,0,0.988,0.011,0,35.659445,139.7007353,64,70,土,2019/12/21,1,1,スクランブル交差点
A7300013-1221-2,1,28,male,0,0,0,0,0,0.988,0.012,0,35.65933639,139.700625,536,34,土,2019/12/21,1,1,スクランブル交差点
A7300014-1221-2,1,26,male,0,0,0,0,0,0.957,0.043,0,35.65934889,139.7006064,635,34,土,2019/12/21,1,1,スクランブル交差点
A7300016-1221-2,1,28,male,0,0,0,0,0,0.946,0.054,0,35.65935583,139.7005042,48,34,土,2019/12/21,1,1,スクランブル交差点
A7300018-1221-2,1,23,male,0,0,0,0,0,0.998,0.002,0,35.65934139,139.7003733,151,34,土,2019/12/21,1,1,スクランブル交差点
A7300019-1221-2,1,43,female,0.001,0,0,0.002,0,0.969,0.023,0.004,35.65935278,139.7002722,534,34,土,2019/12/21,1,1,スクランブル交差点
A7300020-1221-2,1,19,male,0,0,0,0,0,0.998,0.002,0,35.65936583,139.7002489,211,34,土,2019/12/21,1,1,スクランブル交差点
A7300021-1221-2,1,23,male,0.001,0,0,0,0,0.997,0.001,0.001,35.65957333,139.7003003,97,34,土,2019/12/21,1,1,スクランブル交差点
A7300022-1221-2,1,36,male,0,0,0,0,0,0.99,0.009,0,35.65957195,139.7002892,453,35,土,2019/12/21,1,1,スクランブル交差点
A7300023-1221-2,1,35,male,0,0,0,0,0,0.921,0.079,0,35.6595925,139.700295,214,35,土,2019/12/21,1,1,スクランブル交差点
A7300024-1221-2,1,63,male,0,0,0,0,0.688,0.311,0.001,0,35.65963139,139.7003433,319,35,土,2019/12/21,1,1,スクランブル交差点
A7300025-1221-2,1,19,female,0,0,0,0,0.003,0.981,0.015,0,35.65966445,139.7003867,338,35,土,2019/12/21,1,1,スクランブル交差点
A7300026-1221-2,1,35,female,0,0.004,0,0,0.006,0.97,0.019,0,35.65965945,139.7004233,540,35,土,2019/12/21,1,1,スクランブル交差点
A7300028-1221-2,1,24,male,0,0,0,0,0.002,0.995,0.001,0.001,35.659705,139.7005703,350,35,土,2019/12/21,1,1,スクランブル交差点
A7300029-1221-2,1,21,male,0.001,0,0,0,0.001,0.972,0.008,0.017,35.65969389,139.7006294,76,36,土,2019/12/21,1,1,スクランブル交差点
A7300030-1221-2,1,23,female,0,0,0,0,0,0.999,0.001,0,35.65967056,139.7006692,107,36,土,2019/12/21,1,1,スクランブル交差点
A7300031-1221-2,1,23,female,0.001,0,0,0,0,0.985,0.013,0,35.65963278,139.7007125,411,36,土,2019/12/21,1,1,スクランブル交差点
A7300032-1221-2,1,29,male,0,0,0,0,0.974,0.026,0,0,35.65961528,139.7007578,330,36,土,2019/12/21,1,1,スクランブル交差点
A7300033-1221-2,1,16,female,0,0,0,0,0,0.998,0.002,0,35.65938445,139.7006889,108,36,土,2019/12/21,1,1,スクランブル交差点
A7300034-1221-2,1,23,female,0,0,0,0,0,0.999,0,0,35.65934806,139.7007142,242,36,土,2019/12/21,1,1,スクランブル交差点
A7300035-1221-2,1,18,male,0,0,0,0,0,0.997,0.003,0,35.65932778,139.7007017,249,36,土,2019/12/21,1,1,スクランブル交差点
A7300036-1221-2,1,22,male,0,0,0,0,0,0.995,0.003,0.002,35.65931,139.7007233,182,36,土,2019/12/21,1,1,スクランブル交差点
A7300037-1221-2,1,25,female,0,0,0,0,0.001,0.999,0,0,35.65928389,139.7007128,204,36,土,2019/12/21,1,1,スクランブル交差点
A7300038-1221-2,1,21,female,0,0,0,0,0.077,0.918,0.003,0.003,35.65923611,139.7006869,462,36,土,2019/12/21,1,1,スクランブル交差点
A7300039-1221-2,1,24,male,0,0,0,0,0,0.991,0.008,0.001,35.65926222,139.7006567,301,36,土,2019/12/21,1,1,スクランブル交差点
A7300040-1221-2,1,22,male,0,0,0,0,0.005,0.968,0.027,0,35.65933556,139.7006372,336,36,土,2019/12/21,1,1,スクランブル交差点
A7300042-1221-2,1,25,male,0,0,0,0,0,0.999,0.001,0,35.65945611,139.7005706,135,36,土,2019/12/21,1,1,スクランブル交差点
A7300043-1221-2,1,40,female,0,0,0,0,0,0.995,0.004,0,35.65953028,139.7005356,165,36,土,2019/12/21,1,1,スクランブル交差点
A7300044-1221-2,1,53,female,0,0,0,0,1,0,0,0,35.6596225,139.7005406,462,36,土,2019/12/21,1,1,スクランブル交差点
A7300045-1221-2,1,27,female,0,0.001,0,0,0.001,0.998,0,0,35.65921611,139.7008472,109,36,土,2019/12/21,1,1,スクランブル交差点
A7300046-1221-2,1,17,female,0,0,0,0,0,0.752,0.248,0,35.65924028,139.7008219,654,37,土,2019/12/21,1,1,スクランブル交差点
A7300047-1221-2,1,34,female,0,0,0,0,1,0,0,0,35.65922139,139.7008669,229,37,土,2019/12/21,1,1,スクランブル交差点
A7300048-1221-2,1,24,male,0,0,0,0,0,0.992,0.008,0,35.65923195,139.7008544,382,37,土,2019/12/21,1,1,スクランブル交差点
A7300049-1221-2,1,33,female,0,0.001,0,0,0,0.719,0.28,0,35.65921139,139.7008458,239,36,土,2019/12/21,1,1,スクランブル交差点
A7300050-1221-2,1,49,male,0.007,0.003,0,0,0,0.909,0.081,0,35.65920528,139.7008344,258,37,土,2019/12/21,1,1,スクランブル交差点
A7300051-1221-2,1,24,female,0,0.001,0,0,0,0.999,0.001,0,35.65919695,139.7008589,566,37,土,2019/12/21,1,1,スクランブル交差点
A7300052-1221-2,1,24,female,0,0.001,0,0,0.643,0.356,0,0,35.65919306,139.7008903,418,37,土,2019/12/21,1,1,スクランブル交差点
A7300053-1221-2,1,30,male,0,0,0,0,0,0.997,0.003,0,35.65921945,139.7009356,568,37,土,2019/12/21,1,1,スクランブル交差点
A7300054-1221-2,1,17,female,0,0,0,0,0,0.973,0.027,0,35.65884417,139.7010019,305,37,土,2019/12/21,1,1,スクランブル交差点
A7300055-1221-2,1,39,female,0,0,0,0,0,0.938,0.062,0,35.65883389,139.7009944,867,37,土,2019/12/21,1,1,スクランブル交差点
A7300056-1221-2,1,18,female,0,0.003,0,0,0.599,0.397,0.001,0,35.65885556,139.7010103,265,37,土,2019/12/21,1,1,スクランブル交差点
A7300058-1221-2,1,58,male,0,0.001,0,0,0,0.99,0.009,0,35.65884,139.7009908,591,37,土,2019/12/21,1,1,スクランブル交差点
A7300059-1221-2,1,20,female,0.001,0.001,0,0,0,0.973,0.025,0,35.65922556,139.7007281,375,37,土,2019/12/21,1,1,スクランブル交差点
A7300060-1221-2,1,19,female,0.001,0.003,0.047,0,0.538,0.401,0.01,0,35.65919111,139.7007189,305,37,土,2019/12/21,1,1,スクランブル交差点
A7300062-1221-2,1,19,female,0,0,0,0.001,0,0.78,0.217,0.001,35.6592275,139.7007033,701,37,土,2019/12/21,1,1,スクランブル交差点
A7300063-1221-2,1,22,male,0.001,0.004,0,0,0.014,0.977,0.002,0.002,35.65927667,139.7007394,466,37,土,2019/12/21,1,1,スクランブル交差点
A7300064-1221-2,1,36,female,0.003,0.003,0.001,0,0.003,0.981,0.008,0.001,35.659205,139.7002119,155,34,土,2019/12/21,1,1,スクランブル交差点
A7300065-1221-2,1,23,male,0,0,0,0,0.912,0.086,0.002,0,35.65917889,139.7002578,150,34,土,2019/12/21,1,1,スクランブル交差点
A7300067-1221-2,1,23,male,0,0,0,0,0,1,0,0,35.65908083,139.7002617,235,34,土,2019/12/21,1,1,スクランブル交差点
A7300070-1221-2,1,46,male,0.001,0,0,0,0,0.809,0.19,0,35.65917361,139.7002322,153,34,土,2019/12/21,1,1,スクランブル交差点
A7300071-1221-2,1,59,female,0.001,0.001,0.001,0,0.008,0.868,0.002,0.119,35.65923195,139.7001994,179,34,土,2019/12/21,1,1,スクランブル交差点
A7300072-1221-2,1,28,male,0,0,0,0,0,0.976,0.023,0.001,35.65928861,139.7001608,465,34,土,2019/12/21,1,1,スクランブル交差点
A7300074-1221-2,1,56,male,0,0,0,0,0,0.954,0.034,0.011,35.65934556,139.7002378,182,34,土,2019/12/21,1,1,スクランブル交差点
A7300075-1221-2,1,18,male,0.001,0,0,0,0,0.979,0.02,0,35.65931417,139.7002103,76,34,土,2019/12/21,1,1,スクランブル交差点
A7300076-1221-2,1,26,male,0,0.001,0,0.001,0.002,0.936,0.058,0.001,35.65926528,139.700195,222,34,土,2019/12/21,1,1,スクランブル交差点
DSC01441,1,35,male,0.042,0.005,0.001,0,0,0.943,0.009,0,35.65962847,139.6991469,146,105,土,2019/12/7,2,1,スクランブル交差点
DSC01442,1,23,male,0,0,0,0,0.171,0.804,0.001,0.024,35.65962847,139.6991469,152,105,土,2019/12/7,2,1,スクランブル交差点
DSC01443,1,50,male,0,0,0,0,0,0.968,0.032,0,35.65962847,139.6991469,148,105,土,2019/12/7,2,1,スクランブル交差点
DSC01444,1,23,female,0,0,0,0,0,0.999,0,0.001,35.65962847,139.6991469,110,105,土,2019/12/7,2,1,スクランブル交差点
DSC01445,1,62,male,0,0,0,0,0,0.998,0,0.002,35.65950111,139.7003308,123,105,土,2019/12/7,2,1,スクランブル交差点
DSC01446,1,36,male,0,0.001,0,0.001,0.456,0.469,0.005,0.068,35.65962056,139.7000589,59,105,土,2019/12/7,2,1,スクランブル交差点
DSC01447,1,30,female,0,0,0,0,0,0.997,0.002,0,35.65953139,139.7000864,434,32,土,2019/12/7,2,1,スクランブル交差点
DSC01448,1,23,female,0,0.001,0,0.001,0.148,0.828,0.014,0.008,35.65948333,139.7001108,168,32,土,2019/12/7,2,1,スクランブル交差点
DSC01449,1,23,female,0,0,0,0,0,0.999,0,0.001,35.65943639,139.7001444,458,32,土,2019/12/7,2,1,スクランブル交差点
DSC01450,1,26,male,0,0,0,0,0,0.995,0.003,0.001,35.65939695,139.70017,248,32,土,2019/12/7,2,1,スクランブル交差点
DSC01451,1,32,male,0,0.001,0,0,0,0.997,0.001,0.001,35.65935917,139.7002136,393,32,土,2019/12/7,2,1,スクランブル交差点
DSC01452,1,65,male,0,0.001,0,0.001,0,0.647,0.35,0.001,35.65976556,139.7004544,116,77,土,2019/12/7,2,1,スクランブル交差点
DSC01453,1,65,male,0,0,0,0,0,0.906,0.093,0,35.65977306,139.7004567,111,77,土,2019/12/7,2,1,スクランブル交差点
DSC01454,1,24,female,0.002,0.001,0,0,0.048,0.947,0.001,0.001,35.65976639,139.7004625,92,77,土,2019/12/7,2,1,スクランブル交差点
DSC01455,1,27,female,0,0,0,0,0.5,0.499,0,0,35.65974167,139.7004378,62,77,土,2019/12/7,2,1,スクランブル交差点
DSC01456,1,19,male,0,0,0,0,0.07,0.925,0.003,0.002,35.65973917,139.7004133,60,77,土,2019/12/7,2,1,スクランブル交差点
DSC01457,1,62,male,0,0,0,0,0,0.991,0.008,0,35.65966556,139.7003481,83,105,土,2019/12/7,2,1,スクランブル交差点
DSC01458,1,18,female,0,0,0,0,0.829,0.17,0.001,0,35.65956389,139.70026,162,38,土,2019/12/7,2,1,スクランブル交差点
DSC01459,1,27,female,0,0.001,0,0,0,0.831,0.167,0,35.65947639,139.700215,653,50,土,2019/12/7,2,1,スクランブル交差点
DSC01461,1,19,female,0,0,0,0,0,0.961,0.039,0,35.65946028,139.7002111,571,37,土,2019/12/7,2,1,スクランブル交差点
DSC01462,1,17,female,0,0.001,0,0,0.056,0.926,0.017,0.001,35.65945195,139.7002003,231,34,土,2019/12/7,2,1,スクランブル交差点
DSC01463,1,19,female,0,0,0,0,0,0.997,0.002,0,35.65946195,139.7001992,321,27,土,2019/12/7,2,1,スクランブル交差点
DSC01464,1,25,male,0,0,0,0,0,0.844,0.153,0.002,35.65946583,139.7001919,184,40,土,2019/12/7,2,1,スクランブル交差点
DSC01465,1,36,male,0,0,0,0,0,0.999,0,0,35.65952583,139.7003619,84,105,土,2019/12/7,2,1,スクランブル交差点
DSC01466,1,22,male,0,0,0,0,0,0.998,0.002,0,35.65951028,139.7003717,86,105,土,2019/12/7,2,1,スクランブル交差点
DSC01468,1,49,female,0.002,0.002,0.012,0.007,0,0.347,0.01,0.619,35.65954556,139.7002856,100,71,土,2019/12/7,2,1,スクランブル交差点
DSC01469,1,20,female,0,0,0,0,0,0.999,0.001,0,35.65955861,139.700285,78,71,土,2019/12/7,2,1,スクランブル交差点
DSC01470,1,21,female,0,0,0,0,0,0.995,0.005,0,35.65958167,139.7002822,110,103,土,2019/12/7,2,1,スクランブル交差点
DSC01472,1,29,male,0,0,0,0.002,0,0.967,0.005,0.026,35.65968639,139.7002853,161,35,土,2019/12/7,2,1,スクランブル交差点
DSC01473,1,20,female,0,0,0,0,0.001,0.995,0.003,0,35.65970556,139.7002764,143,35,土,2019/12/7,2,1,スクランブル交差点
DSC01474,1,22,male,0,0,0,0,0,0.998,0.002,0,35.65971583,139.7003214,304,35,土,2019/12/7,2,1,スクランブル交差点
DSC01475,1,24,female,0,0,0,0,0,0.946,0.001,0.052,35.65972,139.7003281,191,35,土,2019/12/7,2,1,スクランブル交差点
DSC01476,1,20,female,0,0,0,0,0,0.994,0.005,0,35.659735,139.7004497,152,35,土,2019/12/7,2,1,スクランブル交差点
DSC01477,1,23,male,0,0,0,0.001,0,0.914,0.083,0.002,35.65957361,139.7003344,352,34,土,2019/12/7,2,1,スクランブル交差点
DSC01478,1,24,female,0,0,0,0,0,0.363,0.636,0,35.65954889,139.7003425,168,34,土,2019/12/7,2,1,スクランブル交差点
DSC01479,1,23,male,0,0,0,0,0,0.998,0.001,0,35.659515,139.7003636,230,34,土,2019/12/7,2,1,スクランブル交差点
DSC01480,1,19,female,0,0.001,0,0,0,0.837,0.162,0,35.65948361,139.7003575,648,34,土,2019/12/7,2,1,スクランブル交差点
DSC01481,1,25,male,0,0,0,0,0,0.999,0.001,0,35.65947917,139.7003681,405,34,土,2019/12/7,2,1,スクランブル交差点
DSC01482,1,28,female,0,0,0,0,1,0,0,0,35.65945972,139.7003864,317,34,土,2019/12/7,2,1,スクランブル交差点
DSC01483,1,20,female,0,0,0,0,0,0.993,0.003,0.004,35.65942139,139.7003631,219,34,土,2019/12/7,2,1,スクランブル交差点
DSC01484,1,20,male,0,0,0,0,0,1,0,0,35.65939695,139.700375,184,34,土,2019/12/7,2,1,スクランブル交差点
DSC01485,1,27,male,0,0.001,0,0,0.246,0.612,0.001,0.139,35.65959417,139.7005236,84,66,土,2019/12/7,2,1,スクランブル交差点
DSC01486,1,59,male,0,0,0,0,0,0.999,0.001,0,35.65957389,139.7003528,65,66,土,2019/12/7,2,1,スクランブル交差点
DSC01487,1,43,male,0,0,0,0,0,0.999,0.001,0,35.65955278,139.7003558,65,66,土,2019/12/7,2,1,スクランブル交差点
DSC01489,1,46,male,0,0,0,0,0.002,0.977,0.021,0,35.65953472,139.7003464,58,66,土,2019/12/7,2,1,スクランブル交差点
DSC01490,1,29,male,0.016,0,0,0,0,0.981,0.002,0.001,35.6594125,139.7004347,94,35,土,2019/12/7,2,1,スクランブル交差点
DSC01491,1,31,male,0,0,0,0,0,0.999,0.001,0,35.65941639,139.7004639,173,35,土,2019/12/7,2,1,スクランブル交差点
DSC01492,1,29,male,0,0,0,0,0,1,0,0,35.65942583,139.7004844,428,34,土,2019/12/7,2,1,スクランブル交差点
DSC01493,1,31,female,0.001,0.003,0.001,0,0.037,0.949,0.009,0,35.65942195,139.7004881,221,34,土,2019/12/7,2,1,スクランブル交差点
DSC01494,1,34,female,0.001,0.026,0.006,0,0.004,0.956,0.006,0.002,35.65942667,139.7005167,317,34,土,2019/12/7,2,1,スクランブル交差点
DSC01495,1,22,female,0,0,0,0,0.846,0.151,0.002,0,35.65940306,139.7005675,235,34,土,2019/12/7,2,1,スクランブル交差点
DSC01496,1,18,female,0.001,0,0,0,0.002,0.971,0.023,0.002,35.6596275,139.7005897,140,35,土,2019/12/7,2,1,スクランブル交差点
DSC01497,1,38,female,0,0,0,0,0,1,0,0,35.65963695,139.7005856,150,35,土,2019/12/7,2,1,スクランブル交差点
DSC01498,1,23,male,0,0,0,0,0,0.997,0.003,0,35.65969167,139.7004383,287,35,土,2019/12/7,2,1,スクランブル交差点
DSC01499,1,46,male,0,0,0,0,0,0.995,0.005,0,35.65967195,139.7003908,178,35,土,2019/12/7,2,1,スクランブル交差点
DSC01500,1,23,male,0.001,0,0,0,0.001,0.991,0.006,0.002,35.65968472,139.7003511,129,35,土,2019/12/7,2,1,スクランブル交差点
DSC01501,1,24,female,0,0,0,0,0,0.999,0,0,35.65961417,139.7003739,254,35,土,2019/12/7,2,1,スクランブル交差点
DSC01503,1,26,male,0.007,0.001,0,0,0,0.966,0.026,0,35.65941167,139.7006825,115,35,土,2019/12/7,2,1,スクランブル交差点
DSC01504,1,20,female,0,0,0,0,0.013,0.987,0,0,35.65941611,139.7006583,193,35,土,2019/12/7,2,1,スクランブル交差点
DSC01505,1,21,male,0,0.001,0,0.001,0,0.986,0.01,0.003,35.65948333,139.7005728,206,35,土,2019/12/7,2,1,スクランブル交差点
DSC01506,1,50,female,0,0,0,0,0,0.941,0.001,0.057,35.65949056,139.7005092,212,35,土,2019/12/7,2,1,スクランブル交差点
DSC01507,1,63,male,0.004,0.012,0.074,0,0.329,0.569,0.011,0.001,35.65951611,139.7004758,438,35,土,2019/12/7,2,1,スクランブル交差点
DSC01508,1,23,female,0,0,0,0,0,0.999,0.001,0,35.65955667,139.7004244,249,35,土,2019/12/7,2,1,スクランブル交差点
DSC01509,1,31,male,0,0,0,0,0,0.978,0.021,0,35.65957278,139.7004517,188,35,土,2019/12/7,2,1,スクランブル交差点
DSC01510,1,38,male,0,0.008,0,0,0.932,0.06,0,0,35.65957472,139.7004803,239,35,土,2019/12/7,2,1,スクランブル交差点
DSC01511,1,23,female,0,0,0,0,0.045,0.955,0,0,35.65955306,139.7004958,580,35,土,2019/12/7,2,1,スクランブル交差点
DSC01512,1,31,male,0,0,0,0,0,0.998,0.001,0,35.65954445,139.7005022,753,35,土,2019/12/7,2,1,スクランブル交差点
DSC01513,1,33,male,0,0,0,0,0,0.99,0.01,0,35.659505,139.7005144,556,35,土,2019/12/7,2,1,スクランブル交差点
DSC01514,1,20,female,0,0,0,0,0,0.968,0.031,0,35.65946889,139.7005422,191,35,土,2019/12/7,2,1,スクランブル交差点
DSC01515,1,23,female,0,0,0,0,0,0.996,0.002,0.002,35.65945778,139.7005539,127,35,土,2019/12/7,2,1,スクランブル交差点
DSC01516,1,17,female,0,0.004,0,0,0.001,0.988,0.004,0.003,35.65940861,139.7005544,278,34,土,2019/12/7,2,1,スクランブル交差点
DSC01517,1,29,male,0,0,0,0,0,1,0,0,35.6593625,139.7007472,285,34,土,2019/12/7,2,1,スクランブル交差点
DSC01518,1,22,female,0,0,0,0,0.001,0.995,0.001,0.002,35.65936417,139.7008056,386,34,土,2019/12/7,2,1,スクランブル交差点
DSC01519,1,19,female,0,0,0,0,0,0.998,0,0.001,35.65933639,139.7008719,407,34,土,2019/12/7,2,1,スクランブル交差点
DSC01520,1,22,female,0,0,0,0,0.999,0.001,0,0,35.65917028,139.7008122,523,34,土,2019/12/7,2,1,スクランブル交差点
DSC01521,1,19,female,0.001,0,0,0,0,0.877,0.121,0,35.65887111,139.7009758,214,34,土,2019/12/7,2,1,スクランブル交差点
DSC01522,1,22,male,0.001,0.001,0.001,0.003,0.022,0.697,0.011,0.263,35.65882306,139.7009906,177,34,土,2019/12/7,2,1,スクランブル交差点
DSC01523,1,50,female,0,0,0,0,0,0.988,0.011,0.001,35.65922528,139.7007106,338,34,土,2019/12/7,2,1,スクランブル交差点
DSC01524,1,30,male,0,0,0,0,0,1,0,0,35.65926472,139.7007083,838,34,土,2019/12/7,2,1,スクランブル交差点
DSC01525,1,18,female,0,0,0,0,0,0.969,0.031,0,35.6593525,139.7007892,780,33,土,2019/12/7,2,1,スクランブル交差点
DSC01526,1,19,female,0,0,0,0.066,0,0.012,0.001,0.92,35.65936917,139.7007836,263,33,土,2019/12/7,2,1,スクランブル交差点
DSC01527,1,18,female,0,0,0,0,1,0,0,0,35.65937083,139.7007539,286,34,土,2019/12/7,2,1,スクランブル交差点
DSC01528,1,34,female,0,0,0,0,0,0.995,0.004,0.001,35.65950389,139.7001894,245,34,土,2019/12/7,2,1,スクランブル交差点
DSC01529,1,6,female,0.002,0,0,0,0,0.974,0.001,0.023,35.65951445,139.700095,65,34,土,2019/12/7,2,1,スクランブル交差点
DSC01530,1,20,female,0.001,0.001,0,0,0.211,0.786,0.001,0.001,35.65950583,139.7000972,347,34,土,2019/12/7,2,1,スクランブル交差点
DSC01531,1,19,male,0.001,0.001,0,0,0.001,0.667,0.001,0.329,35.65935417,139.7001878,303,34,土,2019/12/7,2,1,スクランブル交差点
DSC01533,1,64,male,0,0,0,0,0,0.989,0.011,0,35.65925917,139.7003192,121,34,土,2019/12/7,2,1,スクランブル交差点
DSC01534,1,18,female,0.001,0,0.001,0,0.686,0.261,0.002,0.048,35.65917972,139.7003586,293,34,土,2019/12/7,2,1,スクランブル交差点
DSC01535,1,23,male,0,0.005,0,0,0,0.991,0.004,0,35.65913611,139.7003417,267,34,土,2019/12/7,2,1,スクランブル交差点
DSC01537,1,20,male,0,0,0,0.001,0,0.8,0.001,0.197,35.6592475,139.7005375,173,34,土,2019/12/7,2,1,スクランブル交差点
DSC02190,1,20,male,0,0,0,0,0.002,0.987,0.001,0.009,35.65966945,139.7006683,211,50,日,2019/12/8,2,1,スクランブル交差点
DSC02191,1,21,female,0,0.017,0,0,0.001,0.971,0.011,0,35.6596525,139.7006725,741,50,日,2019/12/8,2,1,スクランブル交差点
DSC02192,1,22,female,0,0,0,0.001,0.001,0.865,0.126,0.007,35.65961972,139.7006756,484,50,日,2019/12/8,2,1,スクランブル交差点
DSC02193,1,23,male,0.001,0.006,0.006,0,0,0.984,0.003,0.001,35.65957083,139.7007169,165,50,日,2019/12/8,2,1,スクランブル交差点
DSC02194,1,20,female,0,0,0,0,1,0,0,0,35.65947972,139.7005386,138,105,日,2019/12/8,2,1,スクランブル交差点
DSC02195,1,21,female,0.003,0,0,0,0.001,0.988,0.002,0.006,35.65946472,139.7005208,117,105,日,2019/12/8,2,1,スクランブル交差点
DSC02196,1,21,female,0,0,0,0,0,0,0,1,35.65946833,139.7005067,123,105,日,2019/12/8,2,1,スクランブル交差点
DSC02197,1,24,female,0,0,0,0,0,0.999,0.001,0,35.65947333,139.7005153,123,105,日,2019/12/8,2,1,スクランブル交差点
DSC02198,1,23,male,0,0,0,0,0.002,0.997,0,0,35.65941306,139.7004728,67,105,日,2019/12/8,2,1,スクランブル交差点
DSC02199,1,22,female,0,0,0,0,0,0.986,0.014,0,35.65929972,139.7001697,420,34,日,2019/12/8,2,1,スクランブル交差点
DSC02200,1,44,male,0,0.001,0,0,0.136,0.861,0.002,0,35.6592725,139.7001667,466,34,日,2019/12/8,2,1,スクランブル交差点
DSC02201,1,19,female,0,0,0,0,1,0,0,0,35.65928639,139.7001883,171,34,日,2019/12/8,2,1,スクランブル交差点
DSC02202,1,23,male,0,0.001,0,0,0.551,0.444,0.001,0.003,35.65958222,139.7000767,89,105,日,2019/12/8,2,1,スクランブル交差点
DSC02203,1,32,male,0,0,0,0,0.011,0.989,0,0,35.65958917,139.7001161,67,105,日,2019/12/8,2,1,スクランブル交差点
DSC02204,1,19,female,0,0,0,0,0,1,0,0,35.65958667,139.7001108,83,105,日,2019/12/8,2,1,スクランブル交差点
DSC02207,1,21,female,0,0.001,0,0.001,0.004,0.988,0.004,0.001,35.65958417,139.7001008,117,105,日,2019/12/8,2,1,スクランブル交差点
DSC02210,1,29,male,0,0,0,0,0.001,0.974,0,0.023,35.65960667,139.7001611,114,105,日,2019/12/8,2,1,スクランブル交差点
DSC02211,1,21,female,0,0,0,0,0,0.997,0.001,0.001,35.65964528,139.7001822,109,34,日,2019/12/8,2,1,スクランブル交差点
DSC02212,1,44,male,0,0,0,0,0,0.985,0.001,0.014,35.65963083,139.7001692,294,34,日,2019/12/8,2,1,スクランブル交差点
DSC02213,1,3,female,0,0,0,0,0.002,0.962,0.006,0.03,35.65961306,139.7001403,126,33,日,2019/12/8,2,1,スクランブル交差点
DSC02214,1,43,male,0,0,0,0.003,0,0.923,0.015,0.058,35.65969472,139.7003156,83,105,日,2019/12/8,2,1,スクランブル交差点
DSC02216,1,23,male,0.002,0.001,0,0,0.003,0.981,0.01,0.003,35.65970056,139.70033,86,65,日,2019/12/8,2,1,スクランブル交差点
DSC02217,1,28,female,0,0,0,0,0.002,0.998,0,0,35.65970056,139.7003344,77,65,日,2019/12/8,2,1,スクランブル交差点
DSC02218,1,20,male,0,0,0,0,0,0.998,0,0.002,35.65971639,139.7003228,63,105,日,2019/12/8,2,1,スクランブル交差点
DSC02219,1,18,male,0,0.001,0,0,0,0.432,0.567,0,35.659695,139.7004664,112,35,日,2019/12/8,2,1,スクランブル交差点
DSC02220,1,37,male,0,0,0.001,0,0,0.947,0.05,0.001,35.65970278,139.7004328,225,35,日,2019/12/8,2,1,スクランブル交差点
DSC02221,1,33,male,0,0.002,0,0,0.193,0.805,0,0,35.65972695,139.7004725,335,35,日,2019/12/8,2,1,スクランブル交差点
DSC02222,1,17,male,0,0,0,0,0.92,0.08,0,0,35.65972639,139.7005092,136,35,日,2019/12/8,2,1,スクランブル交差点
DSC02223,1,19,female,0,0,0,0,0,0.997,0.003,0,35.65909695,139.7005647,347,35,日,2019/12/8,2,1,スクランブル交差点
DSC02224,1,35,male,0,0,0,0,0,0.998,0.002,0,35.65909722,139.7005658,463,35,日,2019/12/8,2,1,スクランブル交差点
DSC02225,1,23,female,0,0,0,0,0,0.993,0.007,0,35.65908445,139.7005564,397,35,日,2019/12/8,2,1,スクランブル交差点
DSC02226,1,23,female,0,0.001,0,0,0,0.855,0.145,0,35.65908528,139.7005306,449,35,日,2019/12/8,2,1,スクランブル交差点
DSC02228,1,56,male,0,0.001,0,0,0.016,0.982,0.001,0,35.65917333,139.7004419,317,35,日,2019/12/8,2,1,スクランブル交差点
DSC02229,1,23,male,0,0,0,0,0,0.999,0,0,35.65923278,139.7003989,278,35,日,2019/12/8,2,1,スクランブル交差点
DSC02230,1,32,male,0,0.001,0,0,0.598,0.399,0,0.002,35.6592975,139.7004292,312,35,日,2019/12/8,2,1,スクランブル交差点
DSC02231,1,19,female,0,0,0,0,0,1,0,0,35.65934278,139.70042,225,35,日,2019/12/8,2,1,スクランブル交差点
DSC02490,1,19,male,0,0.001,0,0,0.615,0.384,0,0,35.65950056,139.7004,142,105,日,2019/12/8,3,1,スクランブル交差点
