filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,âÊëúÉTÉCÉY,35mmä∑éZ,ójì˙,ì˙ït,éûä‘ë—,male_tf,happy_tf,distance,èÍèä
DSD07727-200111,2,51,female,0,0,0,0,0,0.855,0.144,0.001,35.73496585,139.7362619,160,35,ìy,2020/1/11,2,0,0,5.642291667,4
DSD07727-200111,3,25,female,0,0,0,0,0,0.967,0.031,0.002,35.73496585,139.7362619,73,35,ìy,2020/1/11,2,0,0,12.32495434,4
DSD07727-200111,4,57,female,0,0,0,0,0,0.968,0.031,0,35.73496585,139.7362619,60,35,ìy,2020/1/11,2,0,0,14.98777778,4
DSD07727-200111,5,46,male,0,0,0,0,0,0.993,0.007,0,35.73496585,139.7362619,38,35,ìy,2020/1/11,2,1,0,24.88807018,4
DSD07728-200111,1,28,female,0,0,0.001,0,0.016,0.696,0.286,0,35.7351272,139.7359415,150,35,ìy,2020/1/11,2,0,0,6.016111111,4
DSD07728-200111,2,27,male,0,0,0,0,0,0.992,0.007,0,35.7351272,139.7359415,94,35,ìy,2020/1/11,2,1,0,10.08198582,4
DSD07728-200111,3,52,female,0,0,0,0,0,0.988,0,0.011,35.7351272,139.7359415,56,35,ìy,2020/1/11,2,0,0,16.05583333,4
DSD07729-200111,1,52,male,0,0,0,0,0.001,0.994,0.005,0,35.73522678,139.7357408,51,35,ìy,2020/1/11,2,1,0,18.55297386,4
DSD07729-200111,2,25,female,0,0,0,0,0,0.994,0.006,0,35.73522678,139.7357408,48,35,ìy,2020/1/11,2,0,0,18.72597222,4
DSD07729-200111,3,43,female,0,0,0,0,0.004,0.993,0.003,0,35.73522678,139.7357408,46,35,ìy,2020/1/11,2,0,0,19.53862319,4
DSD07729-200111,4,32,female,0.007,0,0.002,0.156,0.004,0.351,0.014,0.464,35.73522678,139.7357408,42,35,ìy,2020/1/11,2,0,0,21.39611111,4
DSD07730-200111,1,62,female,0,0,0,0,0,0.989,0.01,0,35.73536806,139.7354973,186,35,ìy,2020/1/11,2,0,0,4.858476703,4
DSD07730-200111,2,38,male,0,0,0,0,1,0,0,0,35.73536806,139.7354973,143,35,ìy,2020/1/11,2,1,1,6.639312354,4
DSD07730-200111,3,45,female,0,0.001,0,0.001,0,0.94,0.048,0.01,35.73536806,139.7354973,140,35,ìy,2020/1/11,2,0,0,6.443333333,4
DSD07730-200111,4,36,male,0,0,0,0,0.042,0.104,0.853,0,35.73536806,139.7354973,123,35,ìy,2020/1/11,2,1,0,7.713184282,4
DSD07730-200111,5,46,female,0.002,0,0,0,0.001,0.991,0.001,0.005,35.73536806,139.7354973,90,35,ìy,2020/1/11,2,0,0,10.00351852,4
DSD07730-200111,6,45,female,0,0,0,0,0.001,0.972,0.027,0,35.73536806,139.7354973,84,35,ìy,2020/1/11,2,0,0,10.71555556,4
DSD07730-200111,7,64,female,0,0,0,0,0,0.993,0.007,0,35.73536806,139.7354973,62,35,ìy,2020/1/11,2,0,0,14.50543011,4
DSD07730-200111,8,21,female,0.001,0.001,0,0,0,0.987,0.01,0,35.73536806,139.7354973,52,35,ìy,2020/1/11,2,0,0,17.28820513,4
DSD07730-200111,9,24,male,0,0.006,0,0,0.112,0.882,0,0,35.73536806,139.7354973,40,35,ìy,2020/1/11,2,1,0,23.64541667,4
DSD07730-200111,10,31,male,0,0,0,0,0,1,0,0,35.73536806,139.7354973,38,35,ìy,2020/1/11,2,1,0,24.88807018,4
DSD07730-200111,11,30,female,0.007,0,0,0,0.036,0.947,0.002,0.008,35.73536806,139.7354973,38,35,ìy,2020/1/11,2,0,0,23.64464912,4
DSD07731-200111,1,23,male,0,0,0,0,0,0.979,0.021,0,35.73551604,139.7352235,119,35,ìy,2020/1/11,2,1,0,7.97127451,4
DSD07731-200111,2,29,male,0,0,0,0,0,1,0,0,35.73551604,139.7352235,52,35,ìy,2020/1/11,2,1,0,18.19685897,4
DSD07732-200111,1,52,female,0,0,0,0.007,0,0.731,0.074,0.187,35.73574555,139.7348518,197,35,ìy,2020/1/11,2,0,0,4.589145516,4
DSD07732-200111,2,33,male,0,0,0,0,0,1,0,0,35.73574555,139.7348518,139,35,ìy,2020/1/11,2,1,0,6.829364508,4
DSD07732-200111,3,69,male,0,0,0,0,0,0.994,0.005,0,35.73574555,139.7348518,130,35,ìy,2020/1/11,2,1,0,7.29974359,4
DSD07732-200111,4,63,male,0,0,0,0,0,0.984,0.016,0,35.73574555,139.7348518,62,35,ìy,2020/1/11,2,1,0,15.26752688,4
DSD07732-200111,5,54,female,0,0.001,0,0,0.004,0.967,0.028,0,35.73574555,139.7348518,50,35,ìy,2020/1/11,2,0,0,17.97833333,4
DSD07732-200111,6,60,male,0,0,0,0,0,0.963,0.003,0.034,35.73574555,139.7348518,38,35,ìy,2020/1/11,2,1,0,24.88807018,4
DSD07733-200111,1,32,male,0,0,0,0,0,0.999,0.001,0,35.73582198,139.7347063,107,35,ìy,2020/1/11,2,1,0,8.861323988,4
DSD07733-200111,2,23,female,0,0.001,0,0,0,0.963,0.036,0,35.73582198,139.7347063,107,35,ìy,2020/1/11,2,0,0,8.419735202,4
DSD07733-200111,3,55,male,0,0,0,0,0,0.942,0.057,0,35.73582198,139.7347063,89,35,ìy,2020/1/11,2,1,0,10.64642322,4
DSD07733-200111,4,24,male,0,0.001,0,0,0.002,0.982,0.016,0,35.73582198,139.7347063,59,35,ìy,2020/1/11,2,1,0,16.04206215,4
DSD07734-200111,1,54,female,0.001,0.001,0.001,0,0.289,0.692,0.016,0.001,35.73597305,139.7344759,134,35,ìy,2020/1/11,2,0,0,6.730273632,4
DSD07734-200111,2,54,female,0,0,0,0,0.001,0.972,0.026,0,35.73597305,139.7344759,131,35,ìy,2020/1/11,2,0,0,6.883600509,4
DSD07734-200111,3,38,male,0,0.002,0,0,0.242,0.753,0.001,0,35.73597305,139.7344759,123,35,ìy,2020/1/11,2,1,0,7.713184282,4
DSD07734-200111,4,49,male,0,0,0,0,0,0.997,0.001,0.001,35.73597305,139.7344759,109,35,ìy,2020/1/11,2,1,0,8.699373089,4
DSD07734-200111,5,23,female,0,0.001,0,0,0.387,0.598,0.01,0.003,35.73597305,139.7344759,103,35,ìy,2020/1/11,2,0,0,8.745355987,4
DSD07734-200111,6,20,female,0,0,0,0,0.997,0.003,0,0,35.73597305,139.7344759,97,35,ìy,2020/1/11,2,0,1,9.284140893,4
DSD07734-200111,7,55,female,0,0,0,0,0,0.857,0.142,0,35.73597305,139.7344759,69,35,ìy,2020/1/11,2,0,0,13.03741546,4
DSD07734-200111,8,50,male,0,0,0,0,0.001,0.99,0.005,0.003,35.73597305,139.7344759,37,35,ìy,2020/1/11,2,1,0,25.55977477,4
DSD07735-200111,1,58,female,0,0.001,0,0,0.001,0.998,0,0,35.73614873,139.7342128,132,35,ìy,2020/1/11,2,0,0,6.831717172,4
DSD07735-200111,2,33,male,0,0,0,0,0.001,0.938,0.061,0,35.73614873,139.7342128,42,35,ìy,2020/1/11,2,1,0,22.52111111,4
DSD07735-200111,3,52,male,0,0,0,0,0.001,0.995,0.003,0.001,35.73614873,139.7342128,40,35,ìy,2020/1/11,2,1,0,23.64541667,4
DSD07735-200111,4,23,female,0,0,0,0,0.647,0.346,0.003,0.003,35.73614873,139.7342128,40,35,ìy,2020/1/11,2,0,1,22.46416667,4
DSD07735-200111,5,47,male,0.001,0,0,0.001,0,0.92,0.001,0.077,35.73614873,139.7342128,36,35,ìy,2020/1/11,2,1,0,26.2687963,4
DSD07736-200111,1,44,female,0,0.01,0,0,0.106,0.877,0.005,0.002,35.7362471,139.734063,235,35,ìy,2020/1/11,2,0,0,3.852730496,4
DSD07736-200111,2,35,male,0,0.001,0,0,0,0.983,0.016,0,35.7362471,139.734063,212,35,ìy,2020/1/11,2,1,0,4.489795597,4
DSD07736-200111,3,39,female,0,0.001,0,0,0.478,0.522,0,0,35.7362471,139.734063,52,35,ìy,2020/1/11,2,0,0,17.28820513,4
DSD07736-200111,4,22,male,0.002,0,0,0.001,0.001,0.973,0.001,0.023,35.7362471,139.734063,51,35,ìy,2020/1/11,2,1,0,18.55297386,4
DSD07737-200111,1,21,female,0,0,0,0,0,1,0,0,35.73640779,139.7338455,113,35,ìy,2020/1/11,2,0,0,7.974528024,4
DSD07737-200111,3,34,female,0,0,0,0,0.821,0.176,0.003,0,35.73640779,139.7338455,53,35,ìy,2020/1/11,2,0,1,16.96267296,4
DSD07738-200111,1,60,male,0.001,0.003,0,0,0.002,0.867,0.126,0,35.7365678,139.7335969,176,35,ìy,2020/1/11,2,1,0,5.401003788,4
DSD07739-200111,1,25,male,0.005,0.001,0,0,0,0.994,0,0,35.73673758,139.7333605,419,35,ìy,2020/1/11,2,1,0,2.288977725,4
DSD07739-200111,2,33,male,0,0.001,0,0,0,0.982,0.002,0.014,35.73673758,139.7333605,79,35,ìy,2020/1/11,2,1,0,11.98964135,4
DSD07739-200111,3,15,female,0.001,0,0,0,0.011,0.544,0.001,0.443,35.73673758,139.7333605,62,35,ìy,2020/1/11,2,0,0,14.50543011,4
DSD07739-200111,4,23,female,0,0,0,0,0.962,0.034,0,0.003,35.73673758,139.7333605,36,35,ìy,2020/1/11,2,0,1,24.9562963,4
DSD07740-200111,1,65,male,0,0.006,0,0,0.004,0.987,0.003,0,35.73691685,139.7331387,207,35,ìy,2020/1/11,2,1,0,4.597399356,4
DSD07740-200111,2,58,male,0,0,0,0,0.004,0.88,0.115,0,35.73691685,139.7331387,180,35,ìy,2020/1/11,2,1,0,5.281759259,4
DSD07740-200111,3,37,female,0,0,0,0,0,1,0,0,35.73691685,139.7331387,161,35,ìy,2020/1/11,2,0,0,5.607463768,4
DSD07740-200111,4,39,male,0,0,0,0,0,0.992,0.007,0,35.73691685,139.7331387,58,35,ìy,2020/1/11,2,1,0,16.31804598,4
DSD07740-200111,5,27,male,0,0.001,0.001,0,0.976,0.022,0,0,35.73691685,139.7331387,44,35,ìy,2020/1/11,2,1,1,21.49901515,4
DSD07740-200111,6,2,female,0,0,0,0,0,0.987,0,0.013,35.73691685,139.7331387,42,35,ìy,2020/1/11,2,0,0,21.39611111,4
DSD07741-200111,1,38,male,0.003,0,0,0,0,0.981,0.015,0,35.73706147,139.7329643,82,35,ìy,2020/1/11,2,1,0,11.55227642,4
DSD07741-200111,2,52,female,0.002,0,0,0.001,0.919,0.04,0.035,0.002,35.73706147,139.7329643,67,35,ìy,2020/1/11,2,0,1,13.42554726,4
DSD07741-200111,3,18,female,0,0,0,0,0.025,0.971,0.003,0.001,35.73706147,139.7329643,67,35,ìy,2020/1/11,2,0,0,13.42554726,4
DSD07741-200111,4,47,male,0.017,0,0.003,0,0,0.973,0.004,0.002,35.73706147,139.7329643,54,35,ìy,2020/1/11,2,1,0,17.52419753,4
DSD07742-200111,1,21,female,0,0.011,0,0,0.983,0.005,0,0,35.7372362,139.7326843,112,35,ìy,2020/1/11,2,0,1,8.045416667,4
DSD07742-200111,2,62,male,0,0,0,0,0.003,0.967,0.001,0.029,35.7372362,139.7326843,111,35,ìy,2020/1/11,2,1,0,8.543258258,4
DSD07742-200111,3,19,male,0,0,0,0,0.003,0.974,0.002,0.022,35.7372362,139.7326843,41,35,ìy,2020/1/11,2,1,0,23.06955285,4
DSD07742-200111,4,23,male,0,0.001,0,0,0,0.994,0.004,0,35.7372362,139.7326843,39,35,ìy,2020/1/11,2,1,0,24.25081197,4
DSD07743-200111,1,51,female,0,0,0,0,0.005,0.992,0.002,0,35.73751449,139.7322874,99,35,ìy,2020/1/11,2,0,0,9.097289562,4
DSD07744-200111,1,59,male,0,0,0,0,0,0.994,0.002,0.003,35.73770802,139.7320173,43,35,ìy,2020/1/11,2,1,0,21.99817829,4
DSD07745-200111,1,20,female,0,0.021,0,0,0.093,0.85,0.035,0,35.73780637,139.731867,95,35,ìy,2020/1/11,2,0,0,9.478859649,4
DSD07745-200111,2,64,female,0,0,0,0,0,1,0,0,35.73780637,139.731867,51,35,ìy,2020/1/11,2,0,0,17.62650327,4
DSD07745-200111,3,48,female,0.001,0.001,0.002,0.007,0.001,0.815,0.157,0.017,35.73780637,139.731867,48,35,ìy,2020/1/11,2,0,0,18.72597222,4
DSD07746-200111,1,38,male,0,0,0,0,0,0.971,0.029,0,35.73797907,139.7315814,133,35,ìy,2020/1/11,2,1,0,7.135877193,4
DSD07747-200111,1,23,female,0,0,0,0,0,0.998,0.001,0,35.73816957,139.7313509,64,35,ìy,2020/1/11,2,0,0,14.05322917,4
DSD07748-200111,1,8,female,0,0,0,0,0.001,0.996,0.001,0.002,35.7383405,139.7311574,71,35,ìy,2020/1/11,2,0,0,12.67115023,4
DSD07749-200111,1,33,male,0,0,0,0,0,1,0,0,35.73847822,139.7310063,72,35,ìy,2020/1/11,2,1,0,13.15189815,4
DSD07749-200111,2,54,male,0,0,0,0,0.639,0.354,0.007,0,35.73847822,139.7310063,68,35,ìy,2020/1/11,2,1,1,13.92348039,4
DSD07749-200111,3,36,female,0,0,0,0,0.123,0.868,0.008,0,35.73847822,139.7310063,68,35,ìy,2020/1/11,2,0,0,13.22862745,4
DSD07749-200111,4,49,female,0,0.001,0,0,0.469,0.528,0.001,0,35.73847822,139.7310063,67,35,ìy,2020/1/11,2,0,0,13.42554726,4
DSD07749-200111,5,35,female,0.001,0.001,0.001,0.002,0.355,0.552,0.018,0.071,35.73847822,139.7310063,62,35,ìy,2020/1/11,2,0,0,14.50543011,4
DSD07749-200111,6,30,male,0,0,0,0.001,0.001,0.918,0.001,0.08,35.73847822,139.7310063,47,35,ìy,2020/1/11,2,1,0,20.12897163,4
DSD07749-200111,7,40,female,0,0,0,0,0.001,0.992,0.006,0.002,35.73847822,139.7310063,42,35,ìy,2020/1/11,2,0,0,21.39611111,4
DSD07749-200111,8,57,female,0,0.005,0,0,0.057,0.935,0.002,0,35.73847822,139.7310063,42,35,ìy,2020/1/11,2,0,0,21.39611111,4
DSD07750-200111,1,10,female,0.001,0.015,0,0,0.084,0.873,0.025,0.001,35.73861794,139.7308608,213,35,ìy,2020/1/11,2,0,0,4.247050078,4
DSD07753-200111,1,20,male,0,0,0,0,0.002,0.98,0.017,0,35.73885472,139.730638,56,35,ìy,2020/1/11,2,1,0,16.89958333,4
DSD07753-200111,2,26,female,0.015,0.002,0.005,0,0.001,0.955,0.001,0.021,35.73885472,139.730638,49,35,ìy,2020/1/11,2,0,0,18.34452381,4
DSD07753-200111,3,37,female,0,0,0,0,0,0.999,0,0,35.73885472,139.730638,41,35,ìy,2020/1/11,2,0,0,21.91711382,4
DSD07754-200111,1,56,male,0,0.001,0,0,0,0.645,0.353,0,35.73866205,139.7308163,106,35,ìy,2020/1/11,2,1,0,8.944591195,4
DSD07755-200111,1,43,male,0,0,0,0,0,0.982,0.018,0,35.73836917,139.7311456,179,35,ìy,2020/1/11,2,1,0,5.311070764,4
DSD07755-200111,2,39,female,0,0,0,0,0,0.991,0.001,0.008,35.73836917,139.7311456,82,35,ìy,2020/1/11,2,0,0,10.97605691,4
DSD07756-200111,1,18,female,0,0,0,0,0,1,0,0,35.73817556,139.7313881,48,35,ìy,2020/1/11,2,0,0,18.72597222,4
DSD07757-200111,1,45,male,0,0.005,0,0,0.106,0.888,0,0,35.73800083,139.7316047,102,35,ìy,2020/1/11,2,1,0,9.293986928,4
DSD07757-200111,2,41,female,0,0,0,0,0.023,0.971,0.006,0,35.73800083,139.7316047,46,35,ìy,2020/1/11,2,0,0,19.53862319,4
DSD07757-200111,3,58,female,0,0,0,0.002,0.183,0.333,0.013,0.469,35.73800083,139.7316047,37,35,ìy,2020/1/11,2,0,0,24.28274775,4
DSD07757-200111,4,16,female,0,0,0,0,0.015,0.984,0,0.001,35.73800083,139.7316047,36,35,ìy,2020/1/11,2,0,0,24.9562963,4
DSD07758-200111,1,27,female,0,0,0,0.001,0,0.986,0.001,0.012,35.73772056,139.732115,84,35,ìy,2020/1/11,2,0,0,10.71555556,4
DSD07758-200111,2,19,female,0.004,0,0.001,0.002,0,0.676,0,0.317,35.73772056,139.732115,73,35,ìy,2020/1/11,2,0,0,12.32495434,4
DSD07760-200111,1,59,male,0,0,0,0,1,0,0,0,35.73738445,139.7326039,121,35,ìy,2020/1/11,2,1,1,7.840096419,4
DSD07761-200111,1,44,female,0.001,0,0,0.001,0.001,0.84,0.154,0.003,35.73722972,139.7329083,103,35,ìy,2020/1/11,2,0,0,8.745355987,4
DSD07761-200111,2,22,male,0.003,0.001,0,0,0.001,0.989,0.005,0.001,35.73722972,139.7329083,97,35,ìy,2020/1/11,2,1,0,9.771254296,4
DSD07761-200111,3,26,female,0,0.002,0,0,0.133,0.86,0.003,0.002,35.73722972,139.7329083,92,35,ìy,2020/1/11,2,0,0,9.786811594,4
DSD07761-200111,4,63,male,0,0,0,0,0,0.946,0.001,0.052,35.73722972,139.7329083,65,35,ìy,2020/1/11,2,1,0,14.56448718,4
DSD07761-200111,5,1,female,0,0,0,0,0,0.964,0.029,0.006,35.73722972,139.7329083,59,35,ìy,2020/1/11,2,0,0,15.24121469,4
DSD07762-200111,1,38,male,0,0.001,0,0,0,0.706,0,0.294,35.73705083,139.7329828,58,35,ìy,2020/1/11,2,1,0,16.31804598,4
DSD07762-200111,2,21,female,0,0,0,0,0.016,0.984,0,0,35.73705083,139.7329828,57,35,ìy,2020/1/11,2,0,0,15.77476608,4
DSD07762-200111,3,44,female,0.005,0.001,0.004,0,0.022,0.954,0.012,0.001,35.73705083,139.7329828,56,35,ìy,2020/1/11,2,0,0,16.05583333,4
DSD07763-200111,1,40,male,0,0,0,0,0,0.994,0.005,0.001,35.73684667,139.7332575,180,35,ìy,2020/1/11,2,1,0,5.281759259,4
DSD07763-200111,2,23,female,0,0,0,0,0,0.999,0,0,35.73684667,139.7332575,89,35,ìy,2020/1/11,2,0,0,10.11552434,4
DSD07763-200111,3,43,male,0,0,0,0.001,0.004,0.93,0.002,0.063,35.73684667,139.7332575,74,35,ìy,2020/1/11,2,1,0,12.79738739,4
DSD07763-200111,4,36,female,0,0,0,0,0.025,0.974,0,0.001,35.73684667,139.7332575,67,35,ìy,2020/1/11,2,0,0,13.42554726,4
DSD07763-200111,5,15,female,0,0,0,0,0.02,0.98,0,0,35.73684667,139.7332575,63,35,ìy,2020/1/11,2,0,0,14.27574074,4
DSD07764-200111,1,22,female,0,0.001,0,0,0,0.979,0.019,0,35.736695,139.7335047,153,35,ìy,2020/1/11,2,0,0,5.898834423,4
DSD07764-200111,2,59,male,0,0,0,0.001,0,0.623,0.375,0.001,35.736695,139.7335047,151,35,ìy,2020/1/11,2,1,0,6.289415011,4
DSD07764-200111,3,26,male,0.016,0.001,0,0,0,0.982,0.001,0,35.736695,139.7335047,140,35,ìy,2020/1/11,2,1,0,6.780833333,4
DSD07764-200111,4,57,male,0.001,0,0,0,0,0.986,0.012,0,35.736695,139.7335047,79,35,ìy,2020/1/11,2,1,0,11.98964135,4
DSD07764-200111,5,28,male,0,0,0,0,0.003,0.992,0.005,0.001,35.736695,139.7335047,66,35,ìy,2020/1/11,2,1,0,14.34434343,4
DSD07765-200111,1,34,female,0,0,0,0,0,0.994,0.001,0.005,35.73656306,139.7336358,104,35,ìy,2020/1/11,2,0,0,8.661602564,4
DSD07765-200111,2,22,female,0.002,0.001,0.004,0.066,0.001,0.427,0.045,0.455,35.73656306,139.7336358,80,35,ìy,2020/1/11,2,0,0,11.24958333,4
DSD07765-200111,3,15,female,0,0,0,0,0,1,0,0,35.73656306,139.7336358,69,35,ìy,2020/1/11,2,0,0,13.03741546,4
DSD07765-200111,4,21,male,0,0,0,0,0,0.997,0.003,0,35.73656306,139.7336358,67,35,ìy,2020/1/11,2,1,0,14.13077114,4
DSD07765-200111,5,41,female,0.001,0,0,0.024,0,0.792,0.001,0.183,35.73656306,139.7336358,58,35,ìy,2020/1/11,2,0,0,15.5033908,4
DSD07767-200111,1,28,female,0,0,0,0,0,0.998,0.002,0,35.73614861,139.7343442,65,35,ìy,2020/1/11,2,0,0,13.8375641,4
DSD07767-200111,2,40,male,0,0.001,0,0,0.008,0.979,0.011,0,35.73614861,139.7343442,52,35,ìy,2020/1/11,2,1,0,18.19685897,4
DSD07767-200111,3,28,male,0,0,0,0,0.027,0.972,0,0,35.73614861,139.7343442,36,35,ìy,2020/1/11,2,1,0,26.2687963,4
DSD07768-200111,1,35,male,0,0,0,0.001,0.194,0.312,0.001,0.492,35.73593917,139.7346131,143,35,ìy,2020/1/11,2,1,0,6.639312354,4
DSD07768-200111,2,65,female,0,0,0,0,0,0.91,0.09,0,35.73593917,139.7346131,113,35,ìy,2020/1/11,2,0,0,7.974528024,4
DSD07768-200111,3,21,female,0,0,0,0,0,0.988,0.012,0,35.73593917,139.7346131,77,35,ìy,2020/1/11,2,0,0,11.68651515,4
DSD07768-200111,4,26,male,0,0,0,0,0.033,0.965,0.002,0,35.73593917,139.7346131,72,35,ìy,2020/1/11,2,1,0,13.15189815,4
DSD07768-200111,5,51,female,0,0,0,0,0,0.998,0.002,0,35.73593917,139.7346131,63,35,ìy,2020/1/11,2,0,0,14.27574074,4
DSD07768-200111,6,45,female,0,0,0,0,0.006,0.989,0.005,0,35.73593917,139.7346131,45,35,ìy,2020/1/11,2,0,0,19.97203704,4
DSD07768-200111,7,60,female,0,0,0,0,0,1,0,0,35.73593917,139.7346131,42,35,ìy,2020/1/11,2,0,0,21.39611111,4
DSD07769-200111,1,39,female,0,0,0,0,0,0.957,0,0.042,35.73577917,139.7348681,247,35,ìy,2020/1/11,2,0,0,3.667253711,4
DSD07769-200111,2,58,male,0,0.001,0,0,0.983,0.011,0.005,0,35.73577917,139.7348681,236,35,ìy,2020/1/11,2,1,1,4.036765537,4
DSD07769-200111,3,71,male,0.002,0.001,0.002,0.006,0.012,0.574,0.398,0.006,35.73577917,139.7348681,168,35,ìy,2020/1/11,2,1,0,5.656527778,4
DSD07769-200111,4,60,female,0,0,0,0,0,0.943,0.053,0.003,35.73577917,139.7348681,87,35,ìy,2020/1/11,2,0,0,10.34726054,4
DSD07769-200111,5,56,male,0,0,0,0,0.001,0.978,0.015,0.006,35.73577917,139.7348681,73,35,ìy,2020/1/11,2,1,0,12.97221461,4
DSD07769-200111,6,41,female,0.002,0,0,0,0.02,0.961,0.016,0,35.73577917,139.7348681,56,35,ìy,2020/1/11,2,0,0,16.05583333,4
DSD07769-200111,7,41,male,0.002,0.001,0,0,0,0.922,0.074,0,35.73577917,139.7348681,52,35,ìy,2020/1/11,2,1,0,18.19685897,4
DSD07770-200111,1,30,male,0.043,0.004,0,0,0,0.952,0,0,35.73557445,139.7350939,59,35,ìy,2020/1/11,2,1,0,16.04206215,4
DSD07770-200111,2,24,female,0,0,0,0,0.001,0.988,0.001,0.01,35.73557445,139.7350939,52,35,ìy,2020/1/11,2,0,0,17.28820513,4
DSD07770-200111,3,24,female,0,0,0,0,0,0.997,0.001,0.001,35.73557445,139.7350939,37,35,ìy,2020/1/11,2,0,0,24.28274775,4
DSD07771-200111,1,42,female,0,0,0,0,0,0.993,0.007,0,35.73538833,139.7354242,128,35,ìy,2020/1/11,2,0,0,7.044114583,4
DSD07771-200111,2,21,female,0,0,0,0,0.016,0.983,0.001,0.001,35.73538833,139.7354242,89,35,ìy,2020/1/11,2,0,0,10.11552434,4
DSD07771-200111,3,22,female,0,0,0,0,0,0.801,0,0.198,35.73538833,139.7354242,85,35,ìy,2020/1/11,2,0,0,10.58990196,4
DSD07771-200111,4,7,female,0,0,0,0,0.327,0.672,0,0.001,35.73538833,139.7354242,72,35,ìy,2020/1/11,2,0,0,12.49564815,4
DSD07772-200111,1,62,male,0,0.002,0,0,0,0.979,0.019,0,35.73523472,139.7358464,193,35,ìy,2020/1/11,2,1,0,4.928350604,4
DSD07772-200111,2,23,male,0,0,0,0,0,0.991,0.005,0.003,35.73523472,139.7358464,64,35,ìy,2020/1/11,2,1,0,14.79151042,4
DSD07772-200111,3,25,female,0.014,0.059,0.034,0,0.033,0.837,0.021,0.001,35.73523472,139.7358464,54,35,ìy,2020/1/11,2,0,0,16.64919753,4
DSD07772-200111,4,21,female,0,0,0,0,0.26,0.737,0,0.003,35.73523472,139.7358464,47,35,ìy,2020/1/11,2,0,0,19.12365248,4
DSD07773-200111,1,24,male,0,0.003,0,0,0.027,0.97,0,0,35.73513445,139.7360181,94,35,ìy,2020/1/11,2,1,0,10.08198582,4
DSD07773-200111,2,20,female,0,0,0,0,1,0,0,0,35.73513445,139.7360181,83,35,ìy,2020/1/11,2,0,1,10.84423695,4
DSD07773-200111,3,25,female,0.002,0,0,0.001,0.002,0.743,0.002,0.25,35.73513445,139.7360181,51,35,ìy,2020/1/11,2,0,0,17.62650327,4
DSD07773-200111,4,24,female,0.001,0,0,0.001,0.003,0.971,0.002,0.021,35.73513445,139.7360181,46,35,ìy,2020/1/11,2,0,0,19.53862319,4
DSD07774-200111,1,71,male,0,0,0,0,0,0.324,0.675,0,35.73501056,139.7362203,205,35,ìy,2020/1/11,2,1,0,4.641910569,4
DSD07774-200111,2,18,female,0,0,0,0,0.007,0.981,0.007,0.005,35.73501056,139.7362203,112,35,ìy,2020/1/11,2,0,0,8.045416667,4
DSD07774-200111,3,25,male,0,0.001,0,0,0.333,0.666,0,0,35.73501056,139.7362203,97,35,ìy,2020/1/11,2,1,0,9.771254296,4
DSD07774-200111,4,50,male,0.002,0,0,0,0.001,0.99,0.001,0.006,35.73501056,139.7362203,88,35,ìy,2020/1/11,2,1,0,10.76700758,4
DSD07774-200111,5,48,female,0.006,0,0.001,0.004,0.267,0.18,0.014,0.526,35.73501056,139.7362203,78,35,ìy,2020/1/11,2,0,0,11.53713675,4
DSD07774-200111,6,35,female,0,0,0,0,0,1,0,0,35.73501056,139.7362203,76,35,ìy,2020/1/11,2,0,0,11.83982456,4
DSD07774-200111,7,40,female,0,0.001,0,0,0.001,0.997,0,0,35.73501056,139.7362203,53,35,ìy,2020/1/11,2,0,0,16.96267296,4
DSD07775-200111,1,47,male,0,0,0,0,0.018,0.981,0.001,0,35.73487972,139.7364794,84,35,ìy,2020/1/11,2,1,0,11.27805556,4
DSD07775-200111,2,28,female,0,0,0,0,1,0,0,0,35.73487972,139.7364794,83,35,ìy,2020/1/11,2,0,1,10.84423695,4
DSD07775-200111,3,41,male,0,0,0,0,0,0.874,0.125,0.001,35.73487972,139.7364794,74,35,ìy,2020/1/11,2,1,0,12.79738739,4
DSD07775-200111,6,2,female,0,0,0,0,0.001,0.996,0.001,0.002,35.73487972,139.7364794,41,35,ìy,2020/1/11,2,0,0,21.91711382,4
DSD07775-200111,8,27,female,0.002,0,0,0,0.273,0.688,0.001,0.036,35.73487972,139.7364794,37,35,ìy,2020/1/11,2,0,0,24.28274775,4
DSD07776-200111,1,21,female,0,0,0,0,0.982,0.018,0,0,35.73463445,139.7368328,126,35,ìy,2020/1/11,2,0,1,7.15537037,4
DSD07776-200111,2,20,male,0,0,0,0,0.002,0.997,0.001,0,35.73463445,139.7368328,123,35,ìy,2020/1/11,2,1,0,7.713184282,4
DSD07776-200111,3,20,male,0,0.001,0,0,0.014,0.943,0.042,0,35.73463445,139.7368328,79,35,ìy,2020/1/11,2,1,0,11.98964135,4
DSD07776-200111,4,45,male,0,0,0,0,0,0.953,0.002,0.044,35.73463445,139.7368328,64,35,ìy,2020/1/11,2,1,0,14.79151042,4
DSD07776-200111,5,13,female,0.032,0.06,0.008,0.004,0.001,0.868,0.003,0.024,35.73463445,139.7368328,53,35,ìy,2020/1/11,2,0,0,16.96267296,4
DSD07777-200111,1,48,male,0,0.064,0,0,0.001,0.929,0.004,0.001,35.73474778,139.7366389,260,35,ìy,2020/1/11,2,1,0,3.667371795,4
