filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,âÊëúÉTÉCÉY,35mmä∑éZ,ójì˙,ì˙ït,éûä‘ë—,male_tf,happy_tf,kao,distance,èÍèä
DSD06661-1221,4,20,male,0.001,0.001,0,0,0.001,0.989,0.002,0.005,35.67101972,139.7052383,240,35,ìy,2019/12/21,2,1,0,161.9,3.970069444,2
DSD06661-1221,5,16,female,0,0,0,0,0.001,0.992,0.008,0,35.67101972,139.7052383,204,35,ìy,2019/12/21,2,0,0,153.8,4.432875817,2
DSD06661-1221,6,20,male,0.001,0.004,0,0,0.313,0.68,0.001,0.001,35.67101972,139.7052383,130,35,ìy,2019/12/21,2,1,0,161.9,7.29974359,2
DSD06661-1221,7,22,female,0,0,0,0,0,0.886,0.113,0.001,35.67101972,139.7052383,95,35,ìy,2019/12/21,2,0,0,153.8,9.478859649,2
DSD06662-1221,1,16,female,0,0.002,0,0,0.007,0.986,0.004,0.001,35.67093299,139.7053602,616,35,ìy,2019/12/21,2,0,0,153.8,1.491439394,2
DSD06662-1221,2,41,female,0.001,0.001,0.001,0.001,0,0.76,0.235,0.002,35.67093299,139.7053602,520,35,ìy,2019/12/21,2,0,0,153.8,1.760320513,2
DSD06662-1221,3,21,female,0,0.001,0,0,0,0.976,0.023,0,35.67093299,139.7053602,300,35,ìy,2019/12/21,2,0,0,153.8,3.025555556,2
DSD06662-1221,6,18,female,0,0,0,0,1,0,0,0,35.67093299,139.7053602,166,35,ìy,2019/12/21,2,0,1,153.8,5.439618474,2
DSD06662-1221,7,16,female,0,0,0,0,1,0,0,0,35.67093299,139.7053602,107,35,ìy,2019/12/21,2,0,1,153.8,8.419735202,2
DSD06662-1221,8,16,male,0,0,0,0,0.001,0.997,0.002,0,35.67093299,139.7053602,66,35,ìy,2019/12/21,2,1,0,161.9,14.34434343,2
DSD06662-1221,9,22,male,0,0,0,0,0,0.995,0.005,0,35.67093299,139.7053602,53,35,ìy,2019/12/21,2,1,0,161.9,17.85418239,2
DSD06663-1221,1,24,female,0,0,0,0,0.095,0.898,0.002,0.004,35.67089611,139.7055128,317,35,ìy,2019/12/21,2,0,0,153.8,2.865178759,2
DSD06663-1221,2,17,female,0,0,0,0.001,0,0.968,0.003,0.028,35.67089611,139.7055128,133,35,ìy,2019/12/21,2,0,0,153.8,6.780614035,2
DSD06663-1221,3,11,female,0,0.02,0,0,0.001,0.973,0.007,0,35.67089611,139.7055128,125,35,ìy,2019/12/21,2,0,0,153.8,7.212333333,2
DSD06663-1221,4,16,male,0,0.001,0,0,0.08,0.897,0.023,0,35.67089611,139.7055128,83,35,ìy,2019/12/21,2,1,0,161.9,11.41351406,2
DSD06664-1221,1,20,female,0,0,0,0,0,1,0,0,35.67081793,139.7056083,406,35,ìy,2019/12/21,2,0,0,153.8,2.244770115,2
DSD06664-1221,2,25,female,0,0.001,0,0,0,0.995,0.003,0,35.67081793,139.7056083,301,35,ìy,2019/12/21,2,0,0,153.8,3.015620155,2
DSD06664-1221,3,21,female,0,0,0,0,0,0.989,0.011,0,35.67081793,139.7056083,142,35,ìy,2019/12/21,2,0,0,153.8,6.353075117,2
DSD06664-1221,4,23,female,0,0,0,0,0.002,0.994,0,0.004,35.67081793,139.7056083,98,35,ìy,2019/12/21,2,0,0,153.8,9.189761905,2
DSD06664-1221,5,36,male,0,0.001,0,0,0.028,0.969,0.001,0,35.67081793,139.7056083,77,35,ìy,2019/12/21,2,1,0,161.9,12.30015152,2
DSD06664-1221,6,39,female,0,0,0,0,0,0.996,0.004,0,35.67081793,139.7056083,71,35,ìy,2019/12/21,2,0,0,153.8,12.67115023,2
DSD06665-1221,1,21,male,0,0.001,0,0,0,0.997,0.002,0,35.67076369,139.7056988,572,35,ìy,2019/12/21,2,1,0,161.9,1.686078089,2
DSD06665-1221,2,18,female,0,0,0,0,0.983,0.016,0,0,35.67076369,139.7056988,304,35,ìy,2019/12/21,2,0,1,153.8,2.98620614,2
DSD06665-1221,3,18,female,0.011,0.006,0.016,0,0.017,0.95,0,0,35.67076369,139.7056988,279,35,ìy,2019/12/21,2,0,0,153.8,3.250651135,2
DSD06665-1221,4,21,female,0.001,0,0,0,0.001,0.974,0.015,0.01,35.67076369,139.7056988,97,35,ìy,2019/12/21,2,0,0,153.8,9.284140893,2
DSD06666-1221,1,17,male,0,0.042,0,0,0.003,0.937,0.019,0,35.67068736,139.705856,438,35,ìy,2019/12/21,2,1,0,161.9,2.191202435,2
DSD06666-1221,2,23,female,0.001,0,0.002,0,0.004,0.76,0.231,0.001,35.67068736,139.705856,399,35,ìy,2019/12/21,2,0,0,153.8,2.283538012,2
DSD06666-1221,3,25,male,0,0,0,0,0,0.995,0.005,0,35.67068736,139.705856,224,35,ìy,2019/12/21,2,1,0,161.9,4.251145833,2
DSD06666-1221,4,19,female,0,0,0,0,1,0,0,0,35.67068736,139.705856,197,35,ìy,2019/12/21,2,0,1,153.8,4.589145516,2
DSD06666-1221,5,25,female,0,0,0,0,0,0.983,0.002,0.014,35.67068736,139.705856,196,35,ìy,2019/12/21,2,0,0,153.8,4.612380952,2
DSD06666-1221,6,22,female,0,0,0,0,0,0.951,0.047,0.002,35.67068736,139.705856,75,35,ìy,2019/12/21,2,0,0,153.8,11.99722222,2
DSD06667-1221,1,40,male,0,0.003,0.001,0,0.388,0.607,0.001,0,35.67062417,139.7059767,510,35,ìy,2019/12/21,2,1,0,161.9,1.886797386,2
DSD06667-1221,2,11,female,0,0.001,0,0,0.114,0.885,0,0,35.67062417,139.7059767,497,35,ìy,2019/12/21,2,0,0,153.8,1.840164319,2
DSD06667-1221,3,25,male,0,0.001,0,0,0.049,0.947,0.003,0,35.67062417,139.7059767,256,35,ìy,2019/12/21,2,1,0,161.9,3.724127604,2
DSD06667-1221,4,27,male,0,0,0,0,1,0,0,0,35.67062417,139.7059767,211,35,ìy,2019/12/21,2,1,1,161.9,4.510908373,2
DSD06667-1221,5,53,male,0,0,0,0,0.002,0.993,0.001,0.003,35.67062417,139.7059767,207,35,ìy,2019/12/21,2,1,0,161.9,4.597399356,2
DSD06667-1221,6,25,male,0,0.003,0,0,0.696,0.297,0.003,0,35.67062417,139.7059767,195,35,ìy,2019/12/21,2,1,1,161.9,4.878162393,2
DSD06668-1221,1,21,male,0,0,0,0,0,0.998,0.001,0,35.67057692,139.706054,536,35,ìy,2019/12/21,2,1,0,161.9,1.796971393,2
DSD06668-1221,2,17,female,0,0,0,0,0,0.718,0,0.281,35.67057692,139.706054,332,35,ìy,2019/12/21,2,0,0,153.8,2.737309237,2
DSD06668-1221,3,19,female,0,0.001,0.001,0,0.762,0.191,0.046,0,35.67057692,139.706054,233,35,ìy,2019/12/21,2,0,1,153.8,3.885500715,2
DSD06668-1221,4,20,female,0,0,0,0,0.98,0.003,0.017,0,35.67057692,139.706054,120,35,ìy,2019/12/21,2,0,1,153.8,7.511388889,2
DSD06668-1221,5,44,female,0.001,0.017,0,0,0.001,0.807,0.173,0,35.67057692,139.706054,114,35,ìy,2019/12/21,2,0,0,153.8,7.904883041,2
DSD06668-1221,6,25,male,0,0,0,0,0,0.999,0.001,0,35.67057692,139.706054,95,35,ìy,2019/12/21,2,1,0,161.9,9.97622807,2
DSD06668-1221,7,20,female,0,0,0,0,0.027,0.96,0.004,0.008,35.67057692,139.706054,93,35,ìy,2019/12/21,2,0,0,153.8,9.681953405,2
DSD06668-1221,8,23,female,0,0,0,0.001,0.002,0.95,0.045,0.001,35.67057692,139.706054,93,35,ìy,2019/12/21,2,0,0,153.8,9.681953405,2
DSD06668-1221,9,21,female,0.001,0.05,0,0,0.001,0.941,0.007,0,35.67057692,139.706054,82,35,ìy,2019/12/21,2,0,0,153.8,10.97605691,2
DSD06668-1221,11,42,male,0,0,0,0,0.001,0.998,0.001,0,35.67057692,139.706054,59,35,ìy,2019/12/21,2,1,0,161.9,16.04206215,2
DSD06668-1221,12,33,male,0,0,0,0,0,1,0,0,35.67057692,139.706054,42,35,ìy,2019/12/21,2,1,0,161.9,22.52111111,2
DSD06668-1221,13,31,male,0,0,0,0,0.014,0.983,0,0.002,35.67057692,139.706054,38,35,ìy,2019/12/21,2,1,0,161.9,24.88807018,2
DSD06669-1221,1,40,male,0,0.02,0.003,0,0.374,0.6,0.002,0,35.67054139,139.7061511,394,35,ìy,2019/12/21,2,1,0,161.9,2.431996616,2
DSD06669-1221,2,20,female,0,0,0,0,0.002,0.648,0,0.349,35.67054139,139.7061511,345,35,ìy,2019/12/21,2,0,0,153.8,2.635483092,2
DSD06669-1221,3,30,male,0,0,0,0,0,0.995,0.005,0,35.67054139,139.7061511,314,35,ìy,2019/12/21,2,1,0,161.9,3.042696391,2
DSD06669-1221,4,31,male,0,0,0,0,0,0.999,0,0,35.67054139,139.7061511,249,35,ìy,2019/12/21,2,1,0,161.9,3.827838019,2
DSD06669-1221,5,29,female,0,0,0,0,0.988,0.012,0,0,35.67054139,139.7061511,248,35,ìy,2019/12/21,2,0,1,153.8,3.652607527,2
DSD06669-1221,6,23,male,0,0,0,0,0.001,0.982,0.011,0.005,35.67054139,139.7061511,145,35,ìy,2019/12/21,2,1,0,161.9,6.548218391,2
DSD06671-1221,1,16,male,0,0.001,0.001,0,0.866,0.129,0.001,0.002,35.67046175,139.7062903,410,35,ìy,2019/12/21,2,1,1,161.9,2.338455285,2
DSD06671-1221,2,35,male,0,0.008,0,0,0.191,0.798,0.001,0,35.67046175,139.7062903,364,35,ìy,2019/12/21,2,1,0,161.9,2.629551282,2
DSD06671-1221,3,19,male,0,0.001,0,0,0.019,0.959,0.021,0,35.67046175,139.7062903,143,35,ìy,2019/12/21,2,1,0,161.9,6.639312354,2
DSD06671-1221,4,16,female,0.001,0.035,0,0,0,0.957,0.007,0,35.67046175,139.7062903,67,35,ìy,2019/12/21,2,0,0,153.8,13.42554726,2
DSD06672-1221,1,24,male,0.001,0.001,0,0,0.011,0.985,0,0,35.67038181,139.7063923,729,35,ìy,2019/12/21,2,1,0,161.9,1.330496113,2
DSD06672-1221,2,20,female,0,0,0,0,0.955,0.044,0,0,35.67038181,139.7063923,542,35,ìy,2019/12/21,2,0,1,153.8,1.690289053,2
DSD06672-1221,3,36,male,0,0,0,0,0.006,0.971,0.022,0.001,35.67038181,139.7063923,415,35,ìy,2019/12/21,2,1,0,161.9,2.310702811,2
DSD06672-1221,4,28,female,0.076,0.002,0.009,0.007,0.007,0.727,0.024,0.149,35.67038181,139.7063923,219,35,ìy,2019/12/21,2,0,0,153.8,4.131651446,2
DSD06672-1221,5,28,male,0.002,0,0.003,0,0.955,0.033,0.006,0.001,35.67038181,139.7063923,176,35,ìy,2019/12/21,2,1,1,161.9,5.401003788,2
DSD06672-1221,6,23,female,0,0,0,0,1,0,0,0,35.67038181,139.7063923,170,35,ìy,2019/12/21,2,0,1,153.8,5.31245098,2
DSD06672-1221,7,19,male,0,0.031,0,0,0.968,0,0,0,35.67038181,139.7063923,163,35,ìy,2019/12/21,2,1,1,161.9,5.82896728,2
DSD06672-1221,8,40,male,0,0.001,0,0,0.918,0.081,0,0.001,35.67038181,139.7063923,151,35,ìy,2019/12/21,2,1,1,161.9,6.289415011,2
DSD06672-1221,9,17,female,0,0.001,0,0,0.869,0.13,0,0,35.67038181,139.7063923,127,35,ìy,2019/12/21,2,0,1,153.8,7.099304462,2
DSD06672-1221,11,16,female,0.003,0.002,0.001,0,0.19,0.794,0.009,0.001,35.67038181,139.7063923,55,35,ìy,2019/12/21,2,0,0,153.8,16.34712121,2
DSD06673-1221,1,19,female,0,0,0,0,0,0.98,0.02,0,35.67029944,139.7065353,472,35,ìy,2019/12/21,2,0,0,153.8,1.935776836,2
DSD06673-1221,2,19,male,0,0,0,0,0,0.996,0.004,0,35.67029944,139.7065353,460,35,ìy,2019/12/21,2,1,0,161.9,2.08807971,2
DSD06673-1221,3,51,female,0,0,0,0,0,0.982,0.004,0.014,35.67029944,139.7065353,223,35,ìy,2019/12/21,2,0,0,153.8,4.058168909,2
DSD06673-1221,4,41,female,0.004,0,0.003,0,0.964,0.027,0.001,0,35.67029944,139.7065353,155,35,ìy,2019/12/21,2,0,1,153.8,5.823172043,2
DSD06673-1221,5,20,male,0,0,0,0,0.007,0.891,0.097,0.005,35.67029944,139.7065353,94,35,ìy,2019/12/21,2,1,0,161.9,10.08198582,2
DSD06674-1221,1,44,female,0,0,0,0,0,0.882,0.117,0,35.67025466,139.7066074,467,35,ìy,2019/12/21,2,0,0,153.8,1.956127766,2
DSD06674-1221,2,20,female,0.033,0.388,0.007,0.001,0.01,0.361,0.201,0,35.67025466,139.7066074,339,35,ìy,2019/12/21,2,0,0,153.8,2.681509341,2
DSD06674-1221,3,22,female,0,0.001,0,0,0,0.877,0.121,0.001,35.67025466,139.7066074,237,35,ìy,2019/12/21,2,0,0,153.8,3.820513361,2
DSD06675-1221,1,18,female,0,0,0,0,0,1,0,0,35.67033808,139.7064706,476,35,ìy,2019/12/21,2,0,0,153.8,1.919803922,2
DSD06675-1221,2,21,female,0,0,0,0,0.001,0.995,0.002,0.002,35.67033808,139.7064706,459,35,ìy,2019/12/21,2,0,0,153.8,1.989611474,2
DSD06675-1221,3,39,female,0,0,0,0,0,0.997,0.003,0,35.67033808,139.7064706,255,35,ìy,2019/12/21,2,0,0,153.8,3.553300654,2
DSD06675-1221,4,30,male,0,0.001,0,0,0.005,0.992,0.001,0.001,35.67033808,139.7064706,223,35,ìy,2019/12/21,2,1,0,161.9,4.270052317,2
DSD06675-1221,5,16,female,0,0,0,0,0,0.918,0.082,0,35.67033808,139.7064706,214,35,ìy,2019/12/21,2,0,0,153.8,4.227367601,2
DSD06675-1221,6,27,male,0,0,0,0,0,0.986,0.014,0,35.67033808,139.7064706,94,35,ìy,2019/12/21,2,1,0,161.9,10.08198582,2
DSD06675-1221,7,22,female,0,0,0,0,0,1,0,0,35.67033808,139.7064706,71,35,ìy,2019/12/21,2,0,0,153.8,12.67115023,2
DSD06675-1221,8,10,female,0.001,0,0,0,0,0.986,0.013,0,35.67033808,139.7064706,61,35,ìy,2019/12/21,2,0,0,153.8,14.74265027,2
DSD06675-1221,9,21,female,0,0,0,0,0,1,0,0,35.67033808,139.7064706,61,35,ìy,2019/12/21,2,0,0,153.8,14.74265027,2
DSD06675-1221,10,51,male,0,0.002,0,0,0.14,0.857,0.001,0,35.67033808,139.7064706,60,35,ìy,2019/12/21,2,1,0,161.9,15.77527778,2
DSD06675-1221,11,16,female,0,0,0,0,0.062,0.927,0.01,0.001,35.67033808,139.7064706,54,35,ìy,2019/12/21,2,0,0,153.8,16.64919753,2
DSD06676-1221,1,45,male,0,0.001,0,0.001,0,0.725,0.271,0.001,35.67042515,139.7063545,377,35,ìy,2019/12/21,2,1,0,161.9,2.540083996,2
DSD06676-1221,2,24,female,0,0,0,0,0,1,0,0,35.67042515,139.7063545,276,35,ìy,2019/12/21,2,0,0,153.8,3.285603865,2
DSD06676-1221,3,30,female,0,0,0,0,0,0.966,0.033,0,35.67042515,139.7063545,248,35,ìy,2019/12/21,2,0,0,153.8,3.652607527,2
DSD06676-1221,4,20,female,0,0,0,0,0,0.999,0.001,0.001,35.67042515,139.7063545,148,35,ìy,2019/12/21,2,0,0,153.8,6.096936937,2
DSD06676-1221,5,17,female,0,0,0,0,0,0.973,0.027,0,35.67042515,139.7063545,135,35,ìy,2019/12/21,2,0,0,153.8,6.680679012,2
DSD06676-1221,6,22,female,0.004,0,0.003,0.001,0.944,0.021,0.027,0,35.67042515,139.7063545,107,35,ìy,2019/12/21,2,0,1,153.8,8.419735202,2
DSD06677-1221,1,35,male,0.002,0,0,0,0,0.997,0,0,35.67050768,139.7062024,342,35,ìy,2019/12/21,2,1,0,161.9,2.796452242,2
DSD06677-1221,2,21,female,0,0,0,0,0,0.997,0.002,0,35.67050768,139.7062024,320,35,ìy,2019/12/21,2,0,0,153.8,2.838645833,2
DSD06677-1221,3,19,female,0,0,0,0,0,0.998,0.002,0,35.67050768,139.7062024,140,35,ìy,2019/12/21,2,0,0,153.8,6.443333333,2
DSD06677-1221,4,20,male,0,0,0,0,0,0.99,0.001,0.008,35.67050768,139.7062024,133,35,ìy,2019/12/21,2,1,0,161.9,7.135877193,2
DSD06677-1221,5,24,female,0,0,0,0,0,0.923,0.077,0,35.67050768,139.7062024,124,35,ìy,2019/12/21,2,0,0,153.8,7.270215054,2
DSD06678-1221,1,22,female,0.001,0,0,0,0.004,0.982,0.012,0,35.67065512,139.7058986,283,35,ìy,2019/12/21,2,0,0,153.8,3.205200236,2
DSD06678-1221,2,20,female,0,0,0,0,0,0.915,0.001,0.083,35.67065512,139.7058986,282,35,ìy,2019/12/21,2,0,0,153.8,3.21644208,2
DSD06678-1221,3,23,female,0,0,0,0,0,0.914,0.085,0.001,35.67065512,139.7058986,176,35,ìy,2019/12/21,2,0,0,153.8,5.132537879,2
DSD06678-1221,4,24,female,0,0,0,0.001,0.002,0.988,0.004,0.005,35.67065512,139.7058986,69,35,ìy,2019/12/21,2,0,0,153.8,13.03741546,2
DSD06678-1221,5,22,female,0,0,0,0,0.997,0.003,0,0,35.67065512,139.7058986,64,35,ìy,2019/12/21,2,0,1,153.8,14.05322917,2
DSD06678-1221,6,24,male,0,0,0,0,0.055,0.928,0,0.016,35.67065512,139.7058986,56,35,ìy,2019/12/21,2,1,0,161.9,16.89958333,2
DSD06678-1221,7,21,male,0,0,0,0,0,0.999,0.001,0,35.67065512,139.7058986,54,35,ìy,2019/12/21,2,1,0,161.9,17.52419753,2
DSD06678-1221,8,19,male,0,0,0,0,0,0.996,0.004,0,35.67065512,139.7058986,54,35,ìy,2019/12/21,2,1,0,161.9,17.52419753,2
DSD06679-1221,1,36,female,0,0.001,0,0,0.001,0.995,0.001,0.002,35.6707175,139.7057864,441,35,ìy,2019/12/21,2,0,0,153.8,2.069391534,2
DSD06679-1221,2,31,male,0,0.001,0,0,0.154,0.844,0,0.001,35.6707175,139.7057864,390,35,ìy,2019/12/21,2,1,0,161.9,2.456581197,2
DSD06679-1221,3,21,female,0,0.029,0,0,0,0.965,0.005,0,35.6707175,139.7057864,301,35,ìy,2019/12/21,2,0,0,153.8,3.015620155,2
DSD06679-1221,4,29,female,0,0,0,0,0,0.995,0.004,0.001,35.6707175,139.7057864,227,35,ìy,2019/12/21,2,0,0,153.8,3.987276065,2
DSD06679-1221,5,18,female,0,0.001,0,0,0,0.996,0.003,0,35.6707175,139.7057864,211,35,ìy,2019/12/21,2,0,0,153.8,4.286974724,2
DSD06679-1221,6,23,female,0,0,0,0,0.001,0.998,0,0,35.6707175,139.7057864,198,35,ìy,2019/12/21,2,0,0,153.8,4.566144781,2
DSD06679-1221,7,25,female,0,0,0,0,0,0.996,0.004,0,35.6707175,139.7057864,116,35,ìy,2019/12/21,2,0,0,153.8,7.769195402,2
DSD06679-1221,9,18,male,0,0,0,0,0,0.989,0.01,0,35.6707175,139.7057864,103,35,ìy,2019/12/21,2,1,0,161.9,9.204093851,2
DSD06680-1221,1,23,male,0,0,0,0,0,0.977,0.018,0.004,35.67076445,139.7057533,552,35,ìy,2019/12/21,2,1,0,161.9,1.745899758,2
DSD06680-1221,2,23,male,0,0,0,0,0.005,0.987,0.001,0.007,35.67076445,139.7057533,473,35,ìy,2019/12/21,2,1,0,161.9,2.031652572,2
DSD06680-1221,3,23,female,0.001,0.042,0,0,0.009,0.936,0.009,0.002,35.67076445,139.7057533,424,35,ìy,2019/12/21,2,0,0,153.8,2.150959119,2
DSD06680-1221,4,23,male,0,0,0,0,0,0.99,0.01,0,35.67076445,139.7057533,408,35,ìy,2019/12/21,2,1,0,161.9,2.349746732,2
DSD06680-1221,5,22,male,0,0.056,0,0,0.406,0.538,0.001,0,35.67076445,139.7057533,263,35,ìy,2019/12/21,2,1,0,161.9,3.625937896,2
DSD06680-1221,6,19,female,0,0,0,0,0,0.989,0.011,0,35.67076445,139.7057533,182,35,ìy,2019/12/21,2,0,0,153.8,4.964487179,2
DSD06680-1221,7,17,male,0.001,0,0,0,0.006,0.989,0.003,0.002,35.67076445,139.7057533,143,35,ìy,2019/12/21,2,1,0,161.9,6.639312354,2
DSD06681-1221,1,20,male,0,0,0,0,0,0.998,0.002,0,35.67080278,139.7056658,457,35,ìy,2019/12/21,2,1,0,161.9,2.101557257,2
DSD06681-1221,2,34,male,0,0,0,0,0.002,0.998,0,0,35.67080278,139.7056658,195,35,ìy,2019/12/21,2,1,0,161.9,4.878162393,2
DSD06681-1221,3,40,female,0,0,0,0,0,0.989,0.001,0.009,35.67080278,139.7056658,80,35,ìy,2019/12/21,2,0,0,153.8,11.24958333,2
DSD06681-1221,4,15,female,0,0.002,0,0,0.001,0.98,0.017,0,35.67080278,139.7056658,79,35,ìy,2019/12/21,2,0,0,153.8,11.39154008,2
DSD06682-1221,1,42,female,0.001,0.001,0,0,0,0.874,0,0.124,35.67087083,139.7055536,234,35,ìy,2019/12/21,2,0,0,153.8,3.869045584,2
DSD06682-1221,2,6,female,0,0,0,0,0,0,0,1,35.67087083,139.7055536,187,35,ìy,2019/12/21,2,0,0,153.8,4.832682709,2
DSD06682-1221,3,24,female,0.001,0,0,0.001,0.059,0.612,0.001,0.326,35.67087083,139.7055536,94,35,ìy,2019/12/21,2,0,0,153.8,9.579326241,2
DSD06682-1221,4,17,female,0,0,0,0,0,1,0,0,35.67087083,139.7055536,92,35,ìy,2019/12/21,2,0,0,153.8,9.786811594,2
DSD06682-1221,5,16,female,0,0,0,0.002,0,0.953,0.002,0.043,35.67087083,139.7055536,81,35,ìy,2019/12/21,2,0,0,153.8,11.11113169,2
DSD06682-1221,6,24,female,0,0,0,0,1,0,0,0,35.67087083,139.7055536,65,35,ìy,2019/12/21,2,0,1,153.8,13.8375641,2
DSD06683-1221,1,22,female,0,0,0,0,0,0.715,0.285,0,35.67090474,139.7054161,497,35,ìy,2019/12/21,2,0,0,153.8,1.840164319,2
DSD06683-1221,2,37,male,0,0.002,0,0,0.002,0.992,0.003,0,35.67090474,139.7054161,449,35,ìy,2019/12/21,2,1,0,161.9,2.138377877,2
DSD06683-1221,3,10,female,0,0.001,0,0,0,0.997,0.002,0,35.67090474,139.7054161,373,35,ìy,2019/12/21,2,0,0,153.8,2.440272565,2
DSD06683-1221,4,15,male,0,0,0,0,0,0.914,0.086,0,35.67090474,139.7054161,339,35,ìy,2019/12/21,2,1,0,161.9,2.820889872,2
DSD06683-1221,7,43,female,0,0,0,0.001,0.001,0.621,0.004,0.373,35.67090474,139.7054161,72,35,ìy,2019/12/21,2,0,0,153.8,12.49564815,2
DSD06684-1221,1,28,female,0,0,0,0,0,0.998,0.002,0,35.67095167,139.7053352,491,35,ìy,2019/12/21,2,0,0,153.8,1.862223354,2
DSD06684-1221,2,18,male,0,0,0,0,1,0,0,0,35.67095167,139.7053352,271,35,ìy,2019/12/21,2,1,1,161.9,3.519932349,2
DSD06684-1221,3,16,male,0,0,0,0,0,0.993,0.007,0,35.67095167,139.7053352,210,35,ìy,2019/12/21,2,1,0,161.9,4.532222222,2
DSD06684-1221,4,25,male,0,0.002,0,0,0.025,0.962,0.005,0.005,35.67095167,139.7053352,130,35,ìy,2019/12/21,2,1,0,161.9,7.29974359,2
DSD06684-1221,5,37,male,0,0,0,0,0,0.999,0,0,35.67095167,139.7053352,82,35,ìy,2019/12/21,2,1,0,161.9,11.55227642,2
DSD06684-1221,6,22,male,0,0,0,0,0.001,0.999,0,0,35.67095167,139.7053352,58,35,ìy,2019/12/21,2,1,0,161.9,16.31804598,2
DSD06685-1221,1,23,female,0,0,0,0,1,0,0,0,35.67099884,139.7052209,307,35,ìy,2019/12/21,2,0,1,153.8,2.957366992,2
DSD06685-1221,2,21,male,0.001,0,0,0,0.238,0.683,0.077,0,35.67099884,139.7052209,273,35,ìy,2019/12/21,2,1,0,161.9,3.494401709,2
DSD06685-1221,3,22,male,0,0,0,0,0.874,0.122,0.004,0.001,35.67099884,139.7052209,126,35,ìy,2019/12/21,2,1,1,161.9,7.53037037,2
DSD06685-1221,4,30,male,0,0,0,0,0,0.996,0.003,0,35.67099884,139.7052209,68,35,ìy,2019/12/21,2,1,0,161.9,13.92348039,2
DSD06686-1221,1,20,male,0,0,0,0,0,0.994,0.002,0.003,35.67112556,139.7050431,384,35,ìy,2019/12/21,2,1,0,161.9,2.494418403,2
DSD06686-1221,2,18,male,0.002,0.001,0,0,0,0.995,0.001,0.001,35.67112556,139.7050431,157,35,ìy,2019/12/21,2,1,0,161.9,6.050392781,2
DSD06686-1221,3,20,male,0,0,0,0,0,0.998,0.001,0.001,35.67112556,139.7050431,135,35,ìy,2019/12/21,2,1,0,161.9,7.030679012,2
DSD06686-1221,4,18,female,0,0,0,0,0,0.995,0.004,0,35.67112556,139.7050431,122,35,ìy,2019/12/21,2,0,0,153.8,7.388825137,2
DSD06686-1221,5,50,male,0,0.001,0,0,0,0.998,0.001,0,35.67112556,139.7050431,109,35,ìy,2019/12/21,2,1,0,161.9,8.699373089,2
DSD06686-1221,6,41,male,0.008,0.131,0,0,0,0.859,0.002,0,35.67112556,139.7050431,71,35,ìy,2019/12/21,2,1,0,161.9,13.33664319,2
DSD06686-1221,7,35,male,0,0.001,0,0,0,0.999,0.001,0,35.67112556,139.7050431,64,35,ìy,2019/12/21,2,1,0,161.9,14.79151042,2
DSD06686-1221,8,22,female,0,0,0,0,0.321,0.678,0,0,35.67112556,139.7050431,60,35,ìy,2019/12/21,2,0,0,153.8,14.98777778,2
DSD06687-1221,1,19,female,0.001,0,0,0.002,0.001,0.8,0.043,0.153,35.6711605,139.7049291,974,35,ìy,2019/12/21,2,0,0,153.8,0.956115674,2
DSD06687-1221,2,19,female,0,0,0,0,1,0,0,0,35.6711605,139.7049291,319,35,ìy,2019/12/21,2,0,1,153.8,2.847434692,2
DSD06687-1221,3,19,male,0,0.001,0,0,0,0.974,0.025,0,35.6711605,139.7049291,285,35,ìy,2019/12/21,2,1,0,161.9,3.34874269,2
DSD06687-1221,4,16,female,0,0,0,0,0,0.998,0.001,0,35.6711605,139.7049291,245,35,ìy,2019/12/21,2,0,0,153.8,3.696904762,2
DSD06687-1221,5,18,female,0,0,0,0,0,0.987,0.013,0,35.6711605,139.7049291,77,35,ìy,2019/12/21,2,0,0,153.8,11.68651515,2
DSD06688-1221,1,24,male,0,0.001,0,0,0,0.922,0,0.077,35.67124528,139.7046914,299,35,ìy,2019/12/21,2,1,0,161.9,3.193584169,2
DSD06688-1221,2,47,male,0,0,0,0,0,0.979,0.021,0,35.67124528,139.7046914,214,35,ìy,2019/12/21,2,1,0,161.9,4.448161994,2
DSD06688-1221,3,18,female,0,0,0,0,0,0.997,0.003,0,35.67124528,139.7046914,103,35,ìy,2019/12/21,2,0,0,153.8,8.745355987,2
DSD06688-1221,4,34,male,0,0.001,0,0,0.889,0.11,0,0,35.67124528,139.7046914,81,35,ìy,2019/12/21,2,1,1,161.9,11.69446502,2
DSD06688-1221,5,25,male,0,0,0,0,0,0.997,0.003,0,35.67124528,139.7046914,80,35,ìy,2019/12/21,2,1,0,161.9,11.84020833,2
DSD06688-1221,6,21,male,0,0,0,0,0,0.999,0,0.001,35.67124528,139.7046914,69,35,ìy,2019/12/21,2,1,0,161.9,13.72219807,2
DSD06689-1221,1,23,male,0,0,0,0,0,1,0,0,35.67129611,139.7046069,820,35,ìy,2019/12/21,2,1,0,161.9,1.186727642,2
DSD06689-1221,2,23,male,0,0,0,0,0,0.991,0.009,0,35.67129611,139.7046069,497,35,ìy,2019/12/21,2,1,0,161.9,1.935234742,2
DSD06689-1221,3,26,male,0,0.001,0,0,0.642,0.335,0,0.022,35.67129611,139.7046069,485,35,ìy,2019/12/21,2,1,1,161.9,1.982250859,2
