filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,âÊëúÉTÉCÉY,35mmä∑éZ,ójì˙,ì˙ït,éûä‘ë—,happy_tf,male_tf,distance,ójì˙_tf,,ä¥èÓ,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,,150+,,,,,
DSC05238-1215,3,32,female,0,0,0,0,0,0.995,0.005,0,35.65913096,139.6978892,240,35,ì˙,2019/12/15,2,0,0,3.773,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05239-1215,2,29,female,0,0,0,0,0,0.993,0.007,0,35.6591844,139.6980113,200,35,ì˙,2019/12/15,2,0,0,4.521,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05242-1215,1,41,female,0,0.024,0,0,0.015,0.959,0.001,0,35.65938673,139.6987691,245,35,ì˙,2019/12/15,2,0,0,3.697,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05242-1215,2,23,female,0,0,0,0,0,0.953,0.044,0.001,35.65938673,139.6987691,191,35,ì˙,2019/12/15,2,0,0,4.732,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05242-1215,3,23,female,0,0,0,0.001,0.001,0.628,0.001,0.37,35.65938673,139.6987691,187,35,ì˙,2019/12/15,2,0,0,4.833,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05242-1215,4,6,female,0.001,0,0,0,0,0.974,0.024,0,35.65938673,139.6987691,81,35,ì˙,2019/12/15,2,0,0,11.111,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05243-1215,2,16,female,0,0,0,0,0.003,0.994,0.002,0,35.65944093,139.6989605,293,35,ì˙,2019/12/15,2,0,0,3.097,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05243-1215,4,20,female,0,0,0,0,0.002,0.934,0,0.064,35.65944093,139.6989605,149,35,ì˙,2019/12/15,2,0,0,6.056,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05243-1215,5,24,female,0.002,0,0,0.006,0.005,0.298,0.001,0.688,35.65944093,139.6989605,88,35,ì˙,2019/12/15,2,0,0,10.23,1,,,0,0,0,0,0,0,0,1,,,,,,,
DSC05243-1215,6,30,female,0.001,0.002,0,0,0.006,0.985,0.004,0.002,35.65944093,139.6989605,81,35,ì˙,2019/12/15,2,0,0,11.111,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05244-1215,1,23,female,0,0.001,0,0,0.138,0.857,0.001,0.003,35.65946149,139.6990768,272,35,ì˙,2019/12/15,2,0,0,3.333,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05244-1215,2,22,female,0.007,0.002,0.007,0,0.045,0.824,0.113,0.001,35.65946149,139.6990768,255,35,ì˙,2019/12/15,2,0,0,3.553,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05244-1215,3,26,female,0.001,0,0,0,0.989,0.01,0,0,35.65946149,139.6990768,198,35,ì˙,2019/12/15,2,1,0,4.566,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05244-1215,4,22,female,0,0,0,0,0.001,0.997,0.002,0,35.65946149,139.6990768,119,35,ì˙,2019/12/15,2,0,0,7.574,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05244-1215,5,24,female,0,0,0,0,0,0.994,0.004,0.002,35.65946149,139.6990768,112,35,ì˙,2019/12/15,2,0,0,8.045,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05245-1215,1,22,female,0,0,0,0,0,0.966,0.003,0.03,35.65940463,139.6988606,238,35,ì˙,2019/12/15,2,0,0,3.805,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05245-1215,2,20,female,0,0,0,0,0.956,0.043,0,0,35.65940463,139.6988606,224,35,ì˙,2019/12/15,2,1,0,4.04,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05245-1215,3,23,female,0,0.001,0,0.002,0.295,0.594,0.004,0.102,35.65940463,139.6988606,216,35,ì˙,2019/12/15,2,0,0,4.189,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05245-1215,5,24,female,0,0,0,0,0,0.972,0.026,0.001,35.65940463,139.6988606,152,35,ì˙,2019/12/15,2,0,0,5.937,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05245-1215,6,22,female,0,0,0,0,0,0.999,0.001,0,35.65940463,139.6988606,147,35,ì˙,2019/12/15,2,0,0,6.138,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05245-1215,8,41,female,0,0,0,0,0.044,0.951,0,0.004,35.65940463,139.6988606,37,35,ì˙,2019/12/15,2,0,0,24.283,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05246-1215,1,29,female,0,0,0,0.001,0,0.97,0.022,0.005,35.65929734,139.6985954,248,35,ì˙,2019/12/15,2,0,0,3.653,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05246-1215,2,23,female,0,0,0,0,0,0.98,0,0.019,35.65929734,139.6985954,70,35,ì˙,2019/12/15,2,0,0,12.852,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05246-1215,4,2,female,0,0,0,0,0.004,0.996,0,0,35.65929734,139.6985954,61,35,ì˙,2019/12/15,2,0,0,14.743,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05246-1215,5,24,female,0,0,0,0,0.54,0.457,0.002,0.001,35.65929734,139.6985954,56,35,ì˙,2019/12/15,2,1,0,16.056,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05248-1215,1,21,female,0,0,0,0,1,0,0,0,35.65923818,139.6982218,217,35,ì˙,2019/12/15,2,1,0,4.169,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05248-1215,2,18,female,0,0.001,0,0,0.001,0.994,0.001,0.004,35.65923818,139.6982218,206,35,ì˙,2019/12/15,2,0,0,4.39,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05248-1215,5,34,female,0,0,0,0,0.004,0.987,0.001,0.008,35.65923818,139.6982218,86,35,ì˙,2019/12/15,2,0,0,10.467,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05248-1215,6,22,female,0,0.007,0,0,0.061,0.93,0,0.003,35.65923818,139.6982218,76,35,ì˙,2019/12/15,2,0,0,11.84,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05248-1215,7,4,female,0.001,0,0,0,0.018,0.979,0.001,0.001,35.65923818,139.6982218,37,35,ì˙,2019/12/15,2,0,0,24.283,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05249-1215,2,25,female,0,0,0,0,0.999,0.001,0,0,35.65920226,139.6980728,93,35,ì˙,2019/12/15,2,1,0,9.682,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05253-1215,2,19,female,0,0,0,0,0.001,0.995,0.004,0,35.65936112,139.6977342,79,35,ì˙,2019/12/15,2,0,0,11.392,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05253-1215,3,22,female,0,0,0,0,0,0.994,0,0.005,35.65936112,139.6977342,47,35,ì˙,2019/12/15,2,0,0,19.124,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05254-1215,2,22,female,0,0,0,0,1,0,0,0,35.65961456,139.6977809,233,35,ì˙,2019/12/15,2,1,0,3.886,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05254-1215,4,19,female,0,0,0,0,0.004,0.994,0,0.001,35.65961456,139.6977809,82,35,ì˙,2019/12/15,2,0,0,10.976,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05255-1215,1,49,female,0,0.002,0,0,0.004,0.983,0.01,0,35.65991472,139.6977192,116,35,ì˙,2019/12/15,2,0,0,7.769,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05255-1215,2,31,female,0.002,0.001,0.001,0.001,0.682,0.304,0.008,0.002,35.65991472,139.6977192,64,35,ì˙,2019/12/15,2,1,0,14.053,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05256-1215,1,19,female,0.001,0.002,0.003,0,0.419,0.555,0.019,0,35.66022248,139.6975131,232,35,ì˙,2019/12/15,2,0,0,3.902,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05256-1215,2,19,female,0,0.001,0,0,0.576,0.423,0,0,35.66022248,139.6975131,217,35,ì˙,2019/12/15,2,1,0,4.169,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05257-1215,1,21,female,0,0.006,0,0,0,0.987,0.007,0,35.66028653,139.6973033,401,35,ì˙,2019/12/15,2,0,0,2.272,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05257-1215,3,27,female,0.002,0.001,0,0,0,0.858,0,0.138,35.66028653,139.6973033,126,35,ì˙,2019/12/15,2,0,0,7.155,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05258-1215,2,20,female,0,0,0,0,0.999,0.001,0,0,35.6603647,139.6970277,292,35,ì˙,2019/12/15,2,1,0,3.107,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05259-1215,3,32,female,0.001,0.004,0.001,0.001,0.006,0.953,0.023,0.01,35.66034584,139.6970975,148,35,ì˙,2019/12/15,2,0,0,6.097,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05260-1215,1,38,female,0.117,0.005,0.167,0.004,0.034,0.074,0.001,0.598,35.66027665,139.6973901,207,35,ì˙,2019/12/15,2,0,0,4.369,1,,,0,0,0,0,0,0,0,1,,,,,,,
DSC05260-1215,2,25,female,0.003,0,0.001,0.002,0.069,0.138,0.001,0.786,35.66027665,139.6973901,199,35,ì˙,2019/12/15,2,0,0,4.543,1,,,0,0,0,0,0,0,0,1,,,,,,,
DSC05260-1215,3,8,female,0.001,0,0,0,0,0.978,0.019,0.002,35.66027665,139.6973901,121,35,ì˙,2019/12/15,2,0,0,7.45,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05260-1215,4,16,female,0,0,0,0,0,0.998,0.002,0,35.66027665,139.6973901,77,35,ì˙,2019/12/15,2,0,0,11.687,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05261-1215,1,18,female,0,0,0,0,0.967,0.025,0,0.007,35.66024389,139.6974549,357,35,ì˙,2019/12/15,2,1,0,2.548,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05262-1215,2,21,female,0,0,0,0.003,0,0.907,0.004,0.085,35.66013498,139.6977519,65,35,ì˙,2019/12/15,2,0,0,13.838,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05263-1215,3,7,female,0,0,0,0,0.03,0.969,0.001,0,35.66009335,139.6978916,73,35,ì˙,2019/12/15,2,0,0,12.325,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05264-1215,1,18,female,0,0.004,0,0,0.018,0.975,0.002,0,35.66002087,139.6980874,260,35,ì˙,2019/12/15,2,0,0,3.486,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05264-1215,2,21,female,0,0,0,0,0,0.997,0.001,0.001,35.66002087,139.6980874,152,35,ì˙,2019/12/15,2,0,0,5.937,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05266-1215,1,39,female,0,0,0,0.006,0,0.571,0.002,0.421,35.65989833,139.6984933,397,35,ì˙,2019/12/15,2,0,0,2.295,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05267-1215,1,21,female,0,0.001,0,0,0.001,0.943,0.004,0.049,35.65985361,139.6986472,421,35,ì˙,2019/12/15,2,0,0,2.166,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05267-1215,2,44,female,0,0,0,0,0.997,0.002,0,0,35.65985361,139.6986472,242,35,ì˙,2019/12/15,2,1,0,3.742,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05267-1215,4,22,female,0,0,0,0.01,0,0.711,0.011,0.267,35.65985361,139.6986472,121,35,ì˙,2019/12/15,2,0,0,7.45,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05267-1215,5,19,female,0,0,0,0,0,1,0,0,35.65985361,139.6986472,100,35,ì˙,2019/12/15,2,0,0,9.007,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05267-1215,6,31,female,0,0.002,0,0,0.107,0.886,0.004,0,35.65985361,139.6986472,98,35,ì˙,2019/12/15,2,0,0,9.19,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05267-1215,7,16,female,0,0,0,0,0.001,0.997,0.002,0,35.65985361,139.6986472,82,35,ì˙,2019/12/15,2,0,0,10.976,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05267-1215,8,29,female,0,0,0,0,0.008,0.989,0.001,0.003,35.65985361,139.6986472,81,35,ì˙,2019/12/15,2,0,0,11.111,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05267-1215,9,19,female,0,0,0,0,0.005,0.994,0.001,0,35.65985361,139.6986472,66,35,ì˙,2019/12/15,2,0,0,13.628,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05268-1215,1,23,female,0.53,0.004,0.022,0.009,0.004,0.396,0.003,0.032,35.65971167,139.699015,255,35,ì˙,2019/12/15,2,0,0,3.553,1,,,1,0,0,0,0,0,0,0,,,,,,,
DSC05268-1215,3,21,female,0.001,0.001,0,0,0.028,0.962,0.008,0,35.65971167,139.699015,247,35,ì˙,2019/12/15,2,0,0,3.667,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05269-1215,4,15,female,0,0,0,0,0,1,0,0,35.65970389,139.6992694,46,35,ì˙,2019/12/15,2,0,0,19.539,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05271-1215,1,19,female,0,0,0,0.001,0,0.988,0.005,0.006,35.65965083,139.6996331,327,35,ì˙,2019/12/15,2,0,0,2.779,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05272-1215,1,20,female,0,0,0,0,0.005,0.988,0,0.006,35.65965313,139.6999139,625,35,ì˙,2019/12/15,2,0,0,1.47,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05272-1215,2,23,female,0,0,0,0,0.814,0.004,0.181,0,35.65965313,139.6999139,607,35,ì˙,2019/12/15,2,1,0,1.513,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05272-1215,5,19,female,0,0,0,0,0,0.943,0.056,0,35.65965313,139.6999139,201,35,ì˙,2019/12/15,2,0,0,4.499,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05272-1215,6,24,female,0,0,0,0,0,0.977,0.021,0.001,35.65965313,139.6999139,189,35,ì˙,2019/12/15,2,0,0,4.782,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05272-1215,7,26,female,0,0,0,0,0.001,0.986,0.013,0,35.65965313,139.6999139,144,35,ì˙,2019/12/15,2,0,0,6.265,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05272-1215,9,22,female,0,0,0,0,1,0,0,0,35.65965313,139.6999139,86,35,ì˙,2019/12/15,2,1,0,10.467,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05272-1215,10,23,female,0,0,0,0,0.271,0.728,0.001,0,35.65965313,139.6999139,68,35,ì˙,2019/12/15,2,0,0,13.229,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05273-1215,1,24,female,0,0,0,0.004,0,0.98,0.004,0.012,35.65963909,139.700049,293,35,ì˙,2019/12/15,2,0,0,3.097,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05273-1215,3,18,female,0,0,0,0,0,0.997,0.003,0,35.65963909,139.700049,273,35,ì˙,2019/12/15,2,0,0,3.321,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05273-1215,6,18,female,0,0,0,0,1,0,0,0,35.65963909,139.700049,150,35,ì˙,2019/12/15,2,1,0,6.016,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05273-1215,7,19,female,0,0,0,0.001,0.014,0.977,0.003,0.006,35.65963909,139.700049,132,35,ì˙,2019/12/15,2,0,0,6.832,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05273-1215,9,22,female,0.001,0,0,0,0.95,0.044,0.006,0,35.65963909,139.700049,86,35,ì˙,2019/12/15,2,1,0,10.467,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05274-1215,1,16,female,0.001,0.001,0,0.001,0.144,0.831,0.009,0.012,35.65966512,139.7002307,128,35,ì˙,2019/12/15,2,0,0,7.044,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05274-1215,3,27,female,0.01,0.002,0.002,0,0.138,0.847,0,0,35.65966512,139.7002307,71,35,ì˙,2019/12/15,2,0,0,12.671,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05277-1215,1,20,female,0.002,0,0,0.001,0.004,0.615,0.001,0.376,35.65871874,139.7000881,339,35,ì˙,2019/12/15,3,0,0,2.682,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05277-1215,3,19,female,0,0,0,0,0.999,0,0,0,35.65871874,139.7000881,93,35,ì˙,2019/12/15,3,1,0,9.682,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05277-1215,4,21,female,0,0,0,0.001,0.004,0.803,0.003,0.19,35.65871874,139.7000881,75,35,ì˙,2019/12/15,3,0,0,11.997,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05278-1215,2,19,female,0,0.001,0,0,0.272,0.722,0.005,0,35.65863028,139.7001201,204,35,ì˙,2019/12/15,3,0,0,4.433,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05278-1215,3,19,female,0.001,0,0,0,0.013,0.971,0.013,0.002,35.65863028,139.7001201,200,35,ì˙,2019/12/15,3,0,0,4.521,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05278-1215,4,21,female,0,0,0,0,0,1,0,0,35.65863028,139.7001201,162,35,ì˙,2019/12/15,3,0,0,5.573,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05278-1215,6,41,female,0.006,0,0.001,0.006,0.26,0.596,0.029,0.102,35.65863028,139.7001201,58,35,ì˙,2019/12/15,3,0,0,15.503,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05279-1215,1,34,female,0.001,0,0,0,0,0.87,0,0.128,35.65877135,139.7002417,110,35,ì˙,2019/12/15,3,0,0,8.191,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05279-1215,3,21,female,0,0,0,0,0,0.971,0,0.028,35.65877135,139.7002417,66,35,ì˙,2019/12/15,3,0,0,13.628,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05281-1215,1,20,female,0,0,0,0,1,0,0,0,35.6585035,139.7006322,171,35,ì˙,2019/12/15,3,1,0,5.282,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05281-1215,2,20,female,0,0,0,0,0.999,0.001,0,0,35.6585035,139.7006322,161,35,ì˙,2019/12/15,3,1,0,5.607,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05282-1215,1,46,female,0.001,0,0,0,0,0.978,0.02,0,35.65843145,139.7008138,225,35,ì˙,2019/12/15,3,0,0,4.022,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05282-1215,2,22,female,0.001,0,0,0,0.887,0.092,0,0.02,35.65843145,139.7008138,159,35,ì˙,2019/12/15,3,1,0,5.678,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05282-1215,4,23,female,0,0.001,0,0,0.001,0.615,0.383,0,35.65843145,139.7008138,105,35,ì˙,2019/12/15,3,0,0,8.579,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05282-1215,6,37,female,0,0,0,0,0,0.951,0.048,0,35.65843145,139.7008138,96,35,ì˙,2019/12/15,3,0,0,9.38,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05283-1215,1,22,female,0.003,0,0,0.006,0,0.931,0.001,0.058,35.658379,139.7009992,177,35,ì˙,2019/12/15,3,0,0,5.104,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05283-1215,3,27,female,0,0,0,0,0,0.996,0.002,0.001,35.658379,139.7009992,70,35,ì˙,2019/12/15,3,0,0,12.852,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05284-1215,1,22,female,0.001,0,0,0,0,0.961,0.002,0.036,35.65801164,139.7011965,575,35,ì˙,2019/12/15,3,0,0,1.595,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05284-1215,2,18,female,0,0,0,0,0,0.993,0,0.006,35.65801164,139.7011965,373,35,ì˙,2019/12/15,3,0,0,2.44,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05284-1215,3,24,female,0,0,0,0,0,0.996,0.001,0.002,35.65801164,139.7011965,236,35,ì˙,2019/12/15,3,0,0,3.837,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05284-1215,4,33,female,0,0,0,0,0,0.999,0.001,0,35.65801164,139.7011965,175,35,ì˙,2019/12/15,3,0,0,5.162,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05284-1215,5,13,female,0,0.002,0,0,0.001,0.992,0.005,0,35.65801164,139.7011965,112,35,ì˙,2019/12/15,3,0,0,8.045,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05285-1215,1,35,female,0,0,0,0,0,0.999,0,0,35.65786194,139.7012647,162,35,ì˙,2019/12/15,3,0,0,5.573,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05285-1215,8,21,female,0.003,0.001,0,0,0,0.874,0.122,0,35.65786194,139.7012647,115,35,ì˙,2019/12/15,3,0,0,7.836,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05285-1215,9,34,female,0,0,0,0,0,0.996,0.003,0,35.65786194,139.7012647,76,35,ì˙,2019/12/15,3,0,0,11.84,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05286-1215,1,20,female,0.001,0.001,0,0,0.018,0.968,0.011,0.001,35.65776645,139.7013104,72,35,ì˙,2019/12/15,3,0,0,12.496,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05288-1215,1,41,female,0,0,0,0,0,0.996,0.003,0.001,35.65806782,139.701208,128,35,ì˙,2019/12/15,3,0,0,7.044,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05289-1215,1,21,female,0.001,0,0,0.001,0.002,0.978,0.004,0.014,35.6580678,139.7010576,256,35,ì˙,2019/12/15,3,0,0,3.54,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05289-1215,2,20,female,0,0.001,0.001,0.007,0.001,0.904,0.046,0.041,35.6580678,139.7010576,224,35,ì˙,2019/12/15,3,0,0,4.04,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05292-1215,3,24,female,0,0,0,0,0.999,0,0.001,0,35.65799806,139.7004525,142,35,ì˙,2019/12/15,3,1,0,6.353,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05293-1215,2,41,female,0.002,0,0.001,0.001,0,0.875,0.002,0.119,35.6581693,139.7002901,58,35,ì˙,2019/12/15,3,0,0,15.503,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05293-1215,3,30,female,0.003,0.002,0.001,0.003,0.002,0.901,0.082,0.006,35.6581693,139.7002901,57,35,ì˙,2019/12/15,3,0,0,15.775,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05294-1215,1,18,female,0.004,0,0,0,0,0.99,0.002,0.004,35.65834207,139.7002226,93,35,ì˙,2019/12/15,3,0,0,9.682,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05294-1215,2,25,female,0,0,0,0.001,0.007,0.947,0.001,0.043,35.65834207,139.7002226,76,35,ì˙,2019/12/15,3,0,0,11.84,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05295-1215,1,27,female,0,0,0,0,0.685,0.315,0,0,35.65848309,139.7001514,89,35,ì˙,2019/12/15,3,1,0,10.116,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05295-1215,2,18,female,0,0,0,0,0.003,0.997,0,0,35.65848309,139.7001514,73,35,ì˙,2019/12/15,3,0,0,12.325,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05296-1215,3,19,female,0,0,0,0,0,0.996,0,0.004,35.65809783,139.7003339,189,35,ì˙,2019/12/15,3,0,0,4.782,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05296-1215,4,33,female,0,0,0,0,0,0.999,0,0,35.65809783,139.7003339,177,35,ì˙,2019/12/15,3,0,0,5.104,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05296-1215,6,24,female,0,0,0,0,0.999,0,0,0,35.65809783,139.7003339,98,35,ì˙,2019/12/15,3,1,0,9.19,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05297-1215,1,54,female,0.007,0,0,0.001,0.002,0.981,0.003,0.006,35.65794002,139.7004333,94,35,ì˙,2019/12/15,3,0,0,9.579,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05300-1215,2,19,female,0.003,0,0,0.002,0.016,0.951,0.003,0.024,35.65788917,139.6997256,58,35,ì˙,2019/12/15,3,0,0,15.503,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05300-1215,3,22,female,0.001,0,0,0,0.093,0.899,0.006,0,35.65788917,139.6997256,47,35,ì˙,2019/12/15,3,0,0,19.124,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05301-1215,2,32,female,0,0.001,0,0,0.913,0.085,0.001,0,35.65819639,139.6995681,96,35,ì˙,2019/12/15,3,1,0,9.38,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05304-1215,1,22,female,0,0,0,0,0.545,0.453,0.001,0.001,35.65796222,139.69926,109,35,ì˙,2019/12/15,3,1,0,8.266,1,,,0,0,0,0,1,0,0,0,,,,,,,
DSC05304-1215,2,21,female,0,0.005,0,0,0,0.979,0.012,0.002,35.65796222,139.69926,103,35,ì˙,2019/12/15,3,0,0,8.745,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05304-1215,5,24,female,0,0,0,0,0.003,0.996,0.001,0,35.65796222,139.69926,66,35,ì˙,2019/12/15,3,0,0,13.628,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05305-1215,1,62,female,0,0,0,0,0,0.995,0.005,0,35.65772333,139.6996656,65,35,ì˙,2019/12/15,3,0,0,13.838,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05334-1215,4,13,female,0,0,0,0,0,1,0,0,35.65829445,139.6995142,47,35,ì˙,2019/12/15,3,0,0,19.124,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05336-1215,2,8,female,0.002,0.035,0.003,0.001,0.023,0.829,0.006,0.1,35.65854389,139.6998956,93,35,ì˙,2019/12/15,3,0,0,9.682,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05336-1215,6,9,female,0.001,0,0,0,0.029,0.897,0.001,0.072,35.65854389,139.6998956,50,35,ì˙,2019/12/15,3,0,0,17.978,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05337-1215,2,22,female,0,0,0,0,0,1,0,0,35.65866202,139.700039,73,35,ì˙,2019/12/15,3,0,0,12.325,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05337-1215,3,20,female,0,0,0,0,0,0.999,0,0,35.65866202,139.700039,53,35,ì˙,2019/12/15,3,0,0,16.963,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05338-1215,1,12,female,0,0,0,0.002,0,0.974,0.005,0.019,35.65936833,139.70069,88,35,ì˙,2019/12/15,3,0,0,10.23,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05338-1215,2,14,female,0.001,0,0,0,0.043,0.954,0.001,0,35.65936833,139.70069,74,35,ì˙,2019/12/15,3,0,0,12.159,1,,,0,0,0,0,0,1,0,0,,,,,,,
DSC05339-1215,2,31,female,0.005,0.002,0,0,0,0.905,0.087,0,35.65933583,139.7009139,255,35,ì˙,2019/12/15,3,0,0,3.553,1,,,0,0,0,0,0,1,0,0,,,,,,,
