filename,order,age,gender,anger,comtempt,disgust,fear,happiness,neutral,sadness,surprise,Lat,Lon,âÊëúÉTÉCÉY,35mmä∑éZ,ójì˙,ì˙ït,éûä‘ë—,ìyì˙_tf,èÍèä
A7300254,3,53,male,0,0,0,0.001,0,0.985,0.003,0.012,35.65968222,139.7024117,78,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300255,3,17,female,0,0.004,0,0,0.001,0.912,0.083,0,35.65964583,139.7025383,300,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300257,3,18,male,0,0,0,0,0.987,0.012,0,0,35.65962972,139.7027161,182,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01538,3,45,female,0,0,0,0,0.998,0.001,0.001,0,35.65933083,139.7021056,62,46,ìy,2019/12/7,2,1,ã{âvç‚
DSC01539,3,18,female,0,0.017,0,0,0.028,0.953,0.001,0,35.65938306,139.7022214,94,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,3,22,male,0,0,0,0,0.002,0.995,0.003,0,35.65940556,139.7022283,82,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01541,3,20,male,0,0,0,0,0,0.999,0.001,0,35.65944,139.7023428,93,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01542,3,22,female,0,0,0,0,0.187,0.809,0,0.003,35.65944195,139.7024094,199,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01543,3,21,female,0,0,0,0,1,0,0,0,35.65947111,139.7024722,127,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,3,18,male,0,0,0,0,0,0.001,0,0.999,35.65948945,139.7025236,92,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01547,3,45,female,0,0,0,0,0.006,0.991,0.002,0,35.65948972,139.7024911,82,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01548,3,22,male,0,0,0,0,0,0.996,0.004,0,35.65949889,139.7024764,370,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01549,3,20,female,0,0,0,0,0,0.998,0.001,0,35.65949556,139.7024725,105,36,ìy,2019/12/7,2,1,ã{âvç‚
DSC01550,3,21,male,0.007,0.001,0,0.001,0.009,0.913,0.001,0.068,35.65949556,139.7024725,112,36,ìy,2019/12/7,2,1,ã{âvç‚
DSC01552,3,25,male,0,0,0,0.025,0,0.129,0.001,0.845,35.65957889,139.7024581,97,78,ìy,2019/12/7,2,1,ã{âvç‚
DSC01553,3,18,female,0,0,0,0,0.001,0.973,0.001,0.025,35.65957222,139.7024383,72,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01554,3,22,male,0,0,0,0,0,0.956,0.002,0.041,35.65957306,139.7023675,121,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,3,23,female,0,0,0,0,0,0.998,0.002,0,35.65965417,139.7022722,106,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01556,3,13,female,0,0,0,0,0,0.897,0,0.102,35.65962667,139.7022419,113,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,3,51,male,0,0,0,0,0,0.986,0,0.014,35.659495,139.7022114,71,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01559,3,22,female,0,0,0,0,0.924,0.067,0,0.008,35.65951778,139.7023608,79,70,ìy,2019/12/7,2,1,ã{âvç‚
DSC01561,3,25,female,0,0,0,0,0,1,0,0,35.65950195,139.7023331,183,36,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,3,58,male,0,0,0,0,0,0.989,0.01,0,35.65942583,139.7020283,68,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02555,3,9,female,0,0,0,0,0.001,0.993,0.002,0.003,35.65942445,139.7020414,66,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02557,3,16,female,0,0.001,0,0,0.015,0.982,0.002,0,35.65947195,139.7021653,89,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02558,3,14,female,0,0,0,0,0.258,0.736,0.002,0.004,35.659505,139.7021236,229,55,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02560,3,24,female,0,0,0,0,0,0.997,0.002,0,35.65956333,139.7021744,68,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02562,3,27,male,0,0.001,0,0,0,0.994,0.004,0,35.65956889,139.7022017,95,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,3,38,male,0,0,0,0,1,0,0,0,35.65947028,139.7021539,78,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,3,24,female,0.007,0,0,0,0,0.917,0.075,0,35.65949611,139.7022667,89,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02566,3,44,male,0,0,0,0,0,1,0,0,35.65952417,139.7024142,179,35,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02567,3,8,female,0.001,0,0,0,0,0.996,0.003,0,35.65952889,139.7024717,66,35,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02568,3,38,female,0,0,0,0,0.201,0.787,0.009,0.002,35.65947417,139.7023469,60,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02569,3,21,male,0.005,0.013,0,0,0,0.982,0,0,35.65945,139.7023339,148,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02574,3,39,male,0,0,0,0,0.068,0.931,0.001,0,35.65945611,139.7024231,55,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02833,3,22,male,0,0,0,0,0,0.231,0,0.769,35.65947361,139.7021044,77,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02834,3,46,male,0,0,0,0,0,0.992,0.007,0.001,35.65951333,139.7021253,97,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02835,3,16,female,0,0,0,0,0.007,0.991,0,0.002,35.65966111,139.7022264,144,34,åé,2019/12/9,3,0,ã{âvç‚
DSC02837,3,29,male,0.001,0,0,0.003,0.002,0.889,0.006,0.099,35.65961278,139.7024361,152,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02842,3,20,female,0,0,0,0,0,0.998,0.002,0,35.65960556,139.7023533,120,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02843,3,29,male,0,0,0,0,0,0.996,0.003,0.001,35.65962306,139.7023158,76,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02844,3,27,male,0.001,0,0,0.001,0.008,0.891,0.001,0.098,35.65961472,139.7023178,75,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02845,3,26,female,0.004,0,0,0.008,0,0.953,0.018,0.016,35.65952028,139.7023458,68,50,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,3,28,female,0,0,0,0,0,0.971,0.028,0,35.65955556,139.7021086,155,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02849,3,34,female,0.001,0,0,0,0,0.993,0.005,0,35.65950528,139.7020789,137,34,åé,2019/12/9,3,0,ã{âvç‚
DSD06139-1218,3,25,female,0,0,0,0,0,0.996,0.004,0,35.65961695,139.7023764,46,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06141-1218,3,24,female,0,0,0,0,0,0.999,0,0.001,35.65958556,139.7024283,45,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06142-1218,3,19,female,0,0,0,0,0.002,0.924,0.073,0,35.65957083,139.7025406,208,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06146-1218,3,23,female,0,0,0,0,0,0.962,0.038,0,35.65953833,139.7026669,59,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06147-1218,3,41,female,0,0,0,0,0,1,0,0,35.6594675,139.7027803,100,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06149-1218,3,58,male,0,0,0,0.004,0,0.309,0,0.687,35.65964889,139.7023428,43,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,3,18,female,0,0.001,0.001,0,0.486,0.496,0.015,0.001,35.65942167,139.7021336,125,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06152-1218,3,22,female,0,0,0,0,0,0.985,0.015,0,35.65940445,139.7021758,172,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,3,18,male,0.007,0.01,0.023,0,0.005,0.417,0.538,0,35.65938556,139.7022328,56,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,3,35,male,0,0,0,0,0,1,0,0,35.65971445,139.702225,50,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06233-1218,3,54,male,0,0,0,0,0,0.999,0.001,0,35.65963,139.7023075,46,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06234-1218,3,26,female,0,0,0,0,0.09,0.909,0.001,0,35.65955945,139.7023603,38,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06238-1218,3,21,male,0,0,0,0,0,0.984,0.013,0.002,35.65943667,139.7024636,157,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06239-1218,3,17,male,0,0,0,0,0.9,0.1,0,0,35.65947667,139.7025019,80,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06241-1218,3,40,male,0,0,0,0,0,0.417,0,0.582,35.65944139,139.7025375,36,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06242-1218,3,17,female,0,0,0,0,0.003,0.992,0.005,0,35.65945695,139.7024778,43,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,3,36,male,0,0,0,0,0,0.919,0.08,0,35.65953889,139.7022744,54,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06250-1218,3,16,female,0,0.001,0,0,0.506,0.491,0.002,0,35.65937528,139.7025486,234,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06251-1218,3,18,female,0,0,0,0,0,0.988,0.012,0,35.65946945,139.7025042,104,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,3,22,female,0,0,0,0,0,0.987,0.013,0,35.6597106,139.702292,245,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06255-1218,3,36,female,0,0,0,0,0,0.997,0.003,0,35.6597106,139.702292,130,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,4,25,female,0.001,0.118,0.001,0,0.007,0.848,0.024,0.001,35.65961083,139.7022903,62,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,4,35,male,0,0,0,0,0.001,0.902,0.096,0,35.65961528,139.7023628,56,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300224,4,24,female,0,0.005,0,0,0,0.987,0.006,0.002,35.65951389,139.7022131,70,43,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,4,27,male,0,0.001,0,0.008,0.001,0.874,0.09,0.027,35.659825,139.7022933,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,4,29,female,0,0.003,0,0,0,0.991,0.005,0,35.65977528,139.70232,56,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,4,20,male,0,0,0,0,0,0.913,0.086,0.001,35.65941583,139.7022667,88,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300229,4,32,male,0,0,0,0,1,0,0,0,35.65973722,139.7025075,111,69,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,4,26,male,0.001,0.025,0,0,0.036,0.937,0.002,0,35.65970222,139.7025433,117,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,4,21,male,0.125,0,0.002,0,0.021,0.846,0.004,0.001,35.6596925,139.7025483,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300232,4,26,male,0,0,0,0,0,0.995,0.002,0.003,35.65972889,139.7025378,45,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,4,22,male,0,0.001,0,0,0.176,0.801,0.022,0,35.65976528,139.7024314,80,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,4,46,female,0,0,0,0,0,0.998,0.002,0,35.65946889,139.7025008,71,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,4,29,male,0,0,0,0,0,0.977,0.023,0,35.65947417,139.702495,53,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300236,4,24,male,0.05,0.001,0.005,0,0,0.938,0.005,0.001,35.65947417,139.702495,62,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,4,24,male,0,0,0,0,0.012,0.983,0,0.004,35.65949306,139.7025264,99,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300238,4,48,male,0,0,0,0,0,0.99,0.01,0,35.65952583,139.7025669,60,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300239,4,58,male,0,0.005,0,0,0,0.976,0.018,0,35.65952889,139.7025656,58,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300240,4,23,female,0,0,0,0,0,0.407,0.592,0,35.65945806,139.7026058,76,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300241,4,22,female,0,0,0,0,0,0.649,0.351,0,35.65945806,139.7026058,81,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300242,4,18,female,0,0.001,0,0,0,0.86,0.139,0,35.65949083,139.7026536,107,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300245,4,37,female,0,0,0,0,0.004,0.976,0.02,0,35.65959639,139.7026206,36,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,4,59,male,0,0.001,0,0,0.001,0.903,0.095,0,35.65957861,139.7024608,109,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300247,4,24,male,0,0,0,0,0,0.999,0.001,0,35.65958472,139.7024064,264,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,4,26,female,0,0,0,0,0,0.729,0.269,0,35.65948945,139.7023661,94,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300252,4,18,female,0.001,0.001,0,0,0,0.97,0.028,0,35.65942222,139.7022692,75,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,4,23,female,0,0,0,0,0,0.997,0.003,0,35.65968222,139.7024117,68,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300255,4,27,female,0,0.001,0,0,0,0.951,0.049,0,35.65964583,139.7025383,238,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300257,4,37,female,0,0,0,0,0.549,0.442,0.001,0.007,35.65962972,139.7027161,129,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01538,4,28,female,0,0,0,0,0.408,0.591,0,0,35.65933083,139.7021056,60,46,ìy,2019/12/7,2,1,ã{âvç‚
DSC01539,4,17,male,0,0.001,0,0.001,0,0.87,0,0.126,35.65938306,139.7022214,93,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,4,20,female,0,0,0,0,0.003,0.995,0.001,0.001,35.65940556,139.7022283,80,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01541,4,23,female,0,0,0,0,0,0.999,0,0.001,35.65944,139.7023428,77,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01542,4,21,female,0.002,0.005,0,0,0.093,0.885,0.003,0.012,35.65944195,139.7024094,156,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01543,4,23,male,0,0,0,0,0,0.997,0.003,0,35.65947111,139.7024722,112,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,4,23,female,0.001,0,0,0,0,0.863,0,0.135,35.65948945,139.7025236,91,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01546,4,25,male,0.042,0,0.003,0.001,0.001,0.915,0.003,0.035,35.65948778,139.7025042,77,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01547,4,25,female,0,0,0,0,0.332,0.666,0.001,0.001,35.65948972,139.7024911,81,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01548,4,20,female,0,0,0,0,0.001,0.941,0.057,0.001,35.65949889,139.7024764,210,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01550,4,18,female,0,0.001,0,0,0,0.911,0.087,0.001,35.65949556,139.7024725,108,36,ìy,2019/12/7,2,1,ã{âvç‚
DSC01552,4,23,female,0,0,0,0,0,0.997,0.003,0,35.65957889,139.7024581,90,78,ìy,2019/12/7,2,1,ã{âvç‚
DSC01553,4,12,female,0,0,0,0,0,0.999,0.001,0,35.65957222,139.7024383,70,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01554,4,51,male,0,0,0,0.002,0,0.985,0.001,0.011,35.65957306,139.7023675,114,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,4,25,male,0,0,0,0,0.005,0.993,0.002,0,35.65965417,139.7022722,89,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01557,4,15,female,0,0,0,0,0,0.985,0.015,0,35.65957611,139.7022458,112,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01558,4,15,female,0,0,0,0.005,0,0.903,0.002,0.09,35.659495,139.7022114,70,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01559,4,18,female,0.002,0,0,0,0.001,0.98,0.001,0.016,35.65951778,139.7023608,78,70,ìy,2019/12/7,2,1,ã{âvç‚
DSC01561,4,18,male,0,0,0,0,0,0.996,0,0.004,35.65950195,139.7023331,112,36,ìy,2019/12/7,2,1,ã{âvç‚
DSC02554,4,23,female,0,0,0,0,0,0.989,0.01,0,35.65942583,139.7020283,68,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02555,4,22,female,0,0,0,0,0,0.998,0.001,0.002,35.65942445,139.7020414,62,39,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02560,4,22,male,0,0,0,0,0,0.999,0.001,0,35.65956333,139.7021744,61,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02562,4,20,female,0,0,0,0,0,0.991,0,0.009,35.65956889,139.7022017,90,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02564,4,17,female,0,0,0,0,0,0.994,0.001,0.005,35.65947028,139.7021539,76,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02565,4,23,female,0,0,0,0,0,0.998,0.001,0,35.65949611,139.7022667,84,66,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02566,4,24,female,0,0,0,0,0,0.999,0.001,0,35.65952417,139.7024142,101,35,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02569,4,23,male,0,0,0,0,0,1,0,0,35.65945,139.7023339,143,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02574,4,15,female,0.001,0,0,0,0.242,0.752,0.002,0.003,35.65945611,139.7024231,54,105,ì˙,2019/12/8,3,1,ã{âvç‚
DSC02833,4,28,male,0,0,0,0,0,0.993,0.001,0.006,35.65947361,139.7021044,77,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02834,4,21,female,0.001,0,0,0,0,0.998,0.001,0,35.65951333,139.7021253,96,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02835,4,6,male,0,0,0,0,0,0.998,0,0.001,35.65966111,139.7022264,138,34,åé,2019/12/9,3,0,ã{âvç‚
DSC02837,4,20,female,0,0,0,0.001,0.006,0.977,0.005,0.011,35.65961278,139.7024361,143,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02842,4,24,female,0,0,0,0,0,0.984,0.014,0.001,35.65960556,139.7023533,116,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02843,4,16,female,0,0,0,0.003,0.001,0.855,0.138,0.002,35.65962306,139.7023158,71,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02844,4,28,male,0,0,0,0,0.002,0.991,0.006,0.002,35.65961472,139.7023178,71,105,åé,2019/12/9,3,0,ã{âvç‚
DSC02845,4,42,female,0,0.001,0,0,0.003,0.993,0.003,0,35.65952028,139.7023458,64,50,åé,2019/12/9,3,0,ã{âvç‚
DSC02847,4,26,female,0,0,0,0,0,0.997,0.002,0,35.65955556,139.7021086,151,105,åé,2019/12/9,3,0,ã{âvç‚
DSD06139-1218,4,30,male,0,0,0,0,0.863,0.137,0,0,35.65961695,139.7023764,45,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06141-1218,4,19,female,0,0,0,0,0,1,0,0,35.65958556,139.7024283,43,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06142-1218,4,19,female,0,0,0,0,0.999,0,0,0,35.65957083,139.7025406,119,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06145-1218,4,31,male,0,0,0,0,0.997,0.002,0,0.001,35.65956445,139.7025978,43,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06146-1218,4,31,male,0,0,0,0,0,0.998,0.002,0,35.65953833,139.7026669,54,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06147-1218,4,41,female,0,0,0,0,0,0.997,0.003,0,35.6594675,139.7027803,83,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06149-1218,4,34,female,0,0,0,0,0,0.999,0,0,35.65964889,139.7023428,42,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06151-1218,4,19,female,0,0,0,0,0.96,0.039,0,0,35.65942167,139.7021336,122,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06152-1218,4,28,male,0,0,0,0,0.001,0.998,0,0,35.65940445,139.7021758,159,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06155-1218,4,24,female,0,0,0,0,0,0.998,0.002,0,35.65938556,139.7022328,55,35,êÖ,2019/12/18,1,0,ã{âvç‚
DSD06232-1218,4,23,male,0,0,0,0,0,1,0,0,35.65971445,139.702225,49,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06233-1218,4,24,female,0,0,0,0,0,0.998,0.001,0.001,35.65963,139.7023075,44,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06238-1218,4,14,male,0.001,0,0,0.001,0.004,0.96,0.013,0.022,35.65943667,139.7024636,123,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06244-1218,4,29,male,0,0,0,0,0,0.999,0.001,0,35.65952556,139.7021856,122,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06245-1218,4,25,female,0,0,0,0,0,0.997,0.002,0,35.65953889,139.7022744,53,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06250-1218,4,21,female,0.006,0.002,0.003,0,0.002,0.976,0.011,0,35.65937528,139.7025486,225,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06251-1218,4,20,female,0,0,0,0,0,0.998,0.002,0,35.65946945,139.7025042,78,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06254-1218,4,33,male,0.016,0.051,0.002,0,0.002,0.906,0.023,0,35.6597106,139.702292,206,35,êÖ,2019/12/18,2,0,ã{âvç‚
DSD06255-1218,4,42,female,0,0.005,0,0,0.003,0.955,0.036,0,35.6597106,139.702292,82,35,êÖ,2019/12/18,2,0,ã{âvç‚
A7300222,5,25,female,0,0,0,0,0,0.871,0.129,0,35.65961083,139.7022903,62,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300223,5,47,male,0,0,0,0,0,0.972,0.028,0,35.65961528,139.7023628,55,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300224,5,46,female,0,0.001,0,0,0.054,0.854,0.091,0,35.65951389,139.7022131,70,43,ì˙,2019/12/8,1,1,ã{âvç‚
A7300225,5,31,male,0,0,0,0,0.01,0.961,0.027,0.001,35.659825,139.7022933,52,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300227,5,19,female,0,0.001,0,0,0,0.768,0.231,0,35.65977528,139.70232,55,49,ì˙,2019/12/8,1,1,ã{âvç‚
A7300228,5,33,male,0.001,0.022,0,0,0.003,0.858,0.116,0,35.65941583,139.7022667,86,62,ì˙,2019/12/8,1,1,ã{âvç‚
A7300229,5,29,male,0,0,0,0,0.001,0.983,0.015,0,35.65973722,139.7025075,101,69,ì˙,2019/12/8,1,1,ã{âvç‚
A7300230,5,32,female,0,0,0,0,0,0.892,0.108,0,35.65970222,139.7025433,112,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300231,5,58,female,0,0,0,0,0.002,0.997,0.001,0,35.6596925,139.7025483,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300232,5,24,male,0,0,0,0,0.028,0.968,0.001,0.003,35.65972889,139.7025378,44,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300233,5,22,male,0.001,0,0,0,0,0.973,0.006,0.02,35.65976528,139.7024314,79,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300234,5,51,female,0,0,0,0,0,0.98,0.016,0.004,35.65946889,139.7025008,70,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300235,5,27,male,0,0,0,0,0,0.996,0.004,0,35.65947417,139.702495,52,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300237,5,30,female,0,0.001,0,0,0.002,0.975,0.023,0,35.65949306,139.7025264,98,70,ì˙,2019/12/8,1,1,ã{âvç‚
A7300240,5,27,male,0,0,0,0,0.777,0.222,0,0.001,35.65945806,139.7026058,75,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300241,5,23,male,0.002,0.001,0.001,0.009,0.009,0.856,0.111,0.011,35.65945806,139.7026058,81,36,ì˙,2019/12/8,1,1,ã{âvç‚
A7300246,5,40,male,0.001,0.009,0,0,0,0.988,0.002,0,35.65957861,139.7024608,108,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300247,5,23,female,0,0.002,0,0,0.01,0.985,0.002,0,35.65958472,139.7024064,224,35,ì˙,2019/12/8,1,1,ã{âvç‚
A7300250,5,46,female,0.004,0.006,0.001,0,0.005,0.905,0.078,0,35.65948945,139.7023661,93,34,ì˙,2019/12/8,1,1,ã{âvç‚
A7300254,5,18,male,0,0,0,0,0,0.996,0.004,0,35.65968222,139.7024117,67,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300255,5,18,female,0,0.025,0,0,0,0.971,0.005,0,35.65964583,139.7025383,212,40,ì˙,2019/12/8,1,1,ã{âvç‚
A7300257,5,43,male,0,0,0,0,0.001,0.998,0,0,35.65962972,139.7027161,113,40,ì˙,2019/12/8,1,1,ã{âvç‚
DSC01538,5,34,female,0,0,0,0,0.993,0.006,0,0,35.65933083,139.7021056,54,46,ìy,2019/12/7,2,1,ã{âvç‚
DSC01539,5,25,female,0,0,0,0,0,0.998,0.001,0,35.65938306,139.7022214,89,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01540,5,23,female,0.007,0,0,0.001,0.001,0.968,0.001,0.021,35.65940556,139.7022283,79,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01541,5,25,female,0,0,0,0,0,0.987,0.011,0.001,35.65944,139.7023428,77,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01542,5,18,male,0,0,0,0.001,0.001,0.973,0.012,0.013,35.65944195,139.7024094,151,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01543,5,23,male,0,0,0,0,0,0.984,0.007,0.009,35.65947111,139.7024722,93,35,ìy,2019/12/7,2,1,ã{âvç‚
DSC01545,5,42,male,0,0.001,0,0,0,0.954,0.045,0,35.65948945,139.7025236,85,54,ìy,2019/12/7,2,1,ã{âvç‚
DSC01547,5,21,male,0,0,0,0,0.001,0.992,0.001,0.006,35.65948972,139.7024911,81,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01548,5,23,female,0,0.001,0,0,0.682,0.302,0.001,0.013,35.65949889,139.7024764,183,40,ìy,2019/12/7,2,1,ã{âvç‚
DSC01552,5,19,female,0,0,0,0,0.087,0.901,0.006,0.005,35.65957889,139.7024581,90,78,ìy,2019/12/7,2,1,ã{âvç‚
DSC01553,5,23,female,0,0,0,0,0,0.986,0.014,0,35.65957222,139.7024383,69,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01554,5,24,male,0,0.001,0,0,0,0.988,0.004,0.007,35.65957306,139.7023675,111,105,ìy,2019/12/7,2,1,ã{âvç‚
DSC01555,5,22,female,0,0,0,0,0,0.997,0,0.003,35.65965417,139.7022722,83,35,ìy,2019/12/7,2,1,ã{âvç‚
